setting,classifier,rate
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('frontal', 'neutral-legendre.dat')]",KNN_euclidean,52.06
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('frontal', 'neutral-chebyshev.dat')]",MLP,54.12
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('frontal', 'neutral-zernike.dat')]",KNN_manhattam,38.14
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('radial', 'neutral-hu1980.dat')]",KNN_euclidean,42.78
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('radial', 'neutral-hututu.dat')]",KNN_manhattam,52.06
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('radial', 'neutral-legendre.dat')]",KNN_manhattam,59.28
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('radial', 'neutral-chebyshev.dat')]",KNN_manhattam,62.37
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('radial', 'neutral-zernike.dat')]",KNN_manhattam,46.91
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('sagittal', 'neutral-hu1980.dat')]",KNN_manhattam,40.21
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('sagittal', 'neutral-hututu.dat')]",KNN_manhattam,44.33
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('sagittal', 'neutral-legendre.dat')]",KNN_euclidean,54.64
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('sagittal', 'neutral-chebyshev.dat')]",KNN_euclidean,57.22
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('sagittal', 'neutral-zernike.dat')]",KNN_manhattam,35.05
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('transversal', 'neutral-hu1980.dat')]",KNN_euclidean,39.69
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('transversal', 'neutral-hututu.dat')]",KNN_manhattam,48.97
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('transversal', 'neutral-legendre.dat')]",KNN_euclidean,55.67
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('transversal', 'neutral-chebyshev.dat')]",KNN_euclidean,56.7
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('transversal', 'neutral-zernike.dat')]",KNN_euclidean,37.63
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('whole', 'neutral-hu1980.dat')]",KNN_manhattam,38.66
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('whole', 'neutral-hututu.dat')]",KNN_euclidean,43.81
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('whole', 'neutral-legendre.dat')]",KNN_manhattam,47.94
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('whole', 'neutral-chebyshev.dat')]",KNN_euclidean,50.0
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-hututu.dat'), ('whole', 'neutral-zernike.dat')]",KNN_manhattam,48.97
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('frontal', 'neutral-chebyshev.dat')]",KNN_manhattam,58.76
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('frontal', 'neutral-zernike.dat')]",KNN_manhattam,46.39
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('radial', 'neutral-hu1980.dat')]",KNN_manhattam,58.25
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('radial', 'neutral-hututu.dat')]",KNN_manhattam,62.89
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('radial', 'neutral-legendre.dat')]",KNN_manhattam,65.98
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('radial', 'neutral-chebyshev.dat')]",KNN_manhattam,71.13
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('radial', 'neutral-zernike.dat')]",KNN_manhattam,53.61
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('sagittal', 'neutral-hu1980.dat')]",MLP,56.19
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('sagittal', 'neutral-hututu.dat')]",KNN_manhattam,56.19
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('sagittal', 'neutral-legendre.dat')]",KNN_euclidean,64.43
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('sagittal', 'neutral-chebyshev.dat')]",MLP,64.95
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('sagittal', 'neutral-zernike.dat')]",KNN_manhattam,39.69
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('transversal', 'neutral-hu1980.dat')]",KNN_manhattam,57.22
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('transversal', 'neutral-hututu.dat')]",KNN_euclidean,59.79
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('transversal', 'neutral-legendre.dat')]",KNN_manhattam,60.31
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('transversal', 'neutral-chebyshev.dat')]",KNN_manhattam,64.43
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('transversal', 'neutral-zernike.dat')]",KNN_euclidean,47.94
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('whole', 'neutral-hu1980.dat')]",KNN_manhattam,57.73
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('whole', 'neutral-hututu.dat')]",KNN_euclidean,59.79
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('whole', 'neutral-legendre.dat')]",KNN_manhattam,59.28
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('whole', 'neutral-chebyshev.dat')]",KNN_manhattam,63.92
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-legendre.dat'), ('whole', 'neutral-zernike.dat')]",KNN_manhattam,58.76
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('frontal', 'neutral-zernike.dat')]",KNN_manhattam,48.97
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('radial', 'neutral-hu1980.dat')]",KNN_manhattam,59.28
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('radial', 'neutral-hututu.dat')]",KNN_manhattam,66.49
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('radial', 'neutral-legendre.dat')]",KNN_manhattam,66.49
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('radial', 'neutral-chebyshev.dat')]",KNN_manhattam,70.62
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('radial', 'neutral-zernike.dat')]",KNN_manhattam,54.64
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('sagittal', 'neutral-hu1980.dat')]",KNN_manhattam,57.22
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('sagittal', 'neutral-hututu.dat')]",KNN_manhattam,62.37
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('sagittal', 'neutral-legendre.dat')]",KNN_euclidean,62.37
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('sagittal', 'neutral-chebyshev.dat')]",KNN_euclidean,64.43
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('sagittal', 'neutral-zernike.dat')]",KNN_euclidean,43.81
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('transversal', 'neutral-hu1980.dat')]",KNN_manhattam,59.28
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('transversal', 'neutral-hututu.dat')]",KNN_manhattam,62.37
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('transversal', 'neutral-legendre.dat')]",KNN_manhattam,62.37
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('transversal', 'neutral-chebyshev.dat')]",KNN_manhattam,65.46
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('transversal', 'neutral-zernike.dat')]",KNN_euclidean,52.06
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('whole', 'neutral-hu1980.dat')]",KNN_manhattam,58.76
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('whole', 'neutral-hututu.dat')]",KNN_manhattam,61.86
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('whole', 'neutral-legendre.dat')]",KNN_manhattam,60.31
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('whole', 'neutral-chebyshev.dat')]",KNN_manhattam,60.82
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-chebyshev.dat'), ('whole', 'neutral-zernike.dat')]",KNN_manhattam,60.82
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('radial', 'neutral-hu1980.dat')]",KNN_manhattam,29.9
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('radial', 'neutral-hututu.dat')]",KNN_manhattam,42.78
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('radial', 'neutral-legendre.dat')]",KNN_manhattam,47.42
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('radial', 'neutral-chebyshev.dat')]",KNN_manhattam,49.48
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('radial', 'neutral-zernike.dat')]",KNN_euclidean,30.93
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('sagittal', 'neutral-hu1980.dat')]",KNN_manhattam,30.41
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('sagittal', 'neutral-hututu.dat')]",KNN_manhattam,37.11
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('sagittal', 'neutral-legendre.dat')]",KNN_manhattam,42.78
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('sagittal', 'neutral-chebyshev.dat')]",KNN_manhattam,43.3
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('sagittal', 'neutral-zernike.dat')]",MLP,25.26
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('transversal', 'neutral-hu1980.dat')]",KNN_manhattam,31.44
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('transversal', 'neutral-hututu.dat')]",KNN_manhattam,40.21
"[('frontal', 'neutral-hu1980.dat'), ('frontal', 'neutral-zernike.dat'), ('transversal', 'neutral-legendre.dat')]",KNN_manhattam,43.3
