1.000000e+00,6.663681e-02,9.897352e-01,3.849295e-03,1.055917e-01,2.853452e-04,6.924505e-01,9.529460e-03,2.083968e-05,1.168849e-01,9.245776e-04,1.701256e-06,5.059009e-01,1.502444e-02,8.664000e-05,1.385424e-07,3,72
1.000000e+00,6.491981e-02,9.902949e-01,3.639426e-03,1.029315e-01,2.611747e-04,6.936313e-01,9.015534e-03,1.845102e-05,1.140525e-01,8.468035e-04,1.457482e-06,5.076402e-01,1.422755e-02,7.675866e-05,1.149427e-07,3,93
1.000000e+00,6.854801e-02,9.892181e-01,4.043209e-03,1.085822e-01,3.040614e-04,6.913548e-01,1.000705e-02,2.243921e-05,1.201247e-01,9.850355e-04,1.846973e-06,5.042765e-01,1.577153e-02,9.327527e-05,1.514712e-07,0,26
1.000000e+00,6.358336e-02,9.906167e-01,3.518727e-03,1.008328e-01,2.501597e-04,6.943139e-01,8.717924e-03,1.753193e-05,1.117648e-01,8.112077e-04,1.374405e-06,5.086535e-01,1.376118e-02,7.294562e-05,1.075789e-07,3,96
1.000000e+00,6.637763e-02,9.898713e-01,3.798264e-03,1.052016e-01,2.785096e-04,6.927368e-01,9.404982e-03,2.015036e-05,1.164914e-01,9.025705e-04,1.634508e-06,5.063207e-01,1.483262e-02,8.378203e-05,1.327328e-07,1,55
1.000000e+00,6.601951e-02,9.899849e-01,3.755680e-03,1.046495e-01,2.727082e-04,6.929748e-01,9.301617e-03,1.946300e-05,1.159085e-01,8.840336e-04,1.552113e-06,5.066678e-01,1.467451e-02,8.095387e-05,1.235502e-07,3,90
1.000000e+00,6.403544e-02,9.905054e-01,3.560482e-03,1.015414e-01,2.542569e-04,6.940782e-01,8.820673e-03,1.789617e-05,1.125347e-01,8.244298e-04,1.408659e-06,5.083043e-01,1.392169e-02,7.445560e-05,1.106725e-07,1,5
1.000000e+00,6.609022e-02,9.898992e-01,3.787783e-03,1.047421e-01,2.784143e-04,6.927967e-01,9.378776e-03,2.015144e-05,1.159751e-01,9.022841e-04,1.629838e-06,5.064110e-01,1.479066e-02,8.379464e-05,1.314665e-07,0,27
1.000000e+00,6.797881e-02,9.894259e-01,3.965274e-03,1.077048e-01,2.948031e-04,6.917931e-01,9.816313e-03,2.152727e-05,1.191990e-01,9.552325e-04,1.755872e-06,5.049216e-01,1.547606e-02,8.949969e-05,1.429413e-07,0,28
1.000000e+00,6.675963e-02,9.897703e-01,3.836127e-03,1.057987e-01,2.824322e-04,6.925233e-01,9.497983e-03,2.051883e-05,1.171371e-01,9.152110e-04,1.670638e-06,5.060051e-01,1.497750e-02,8.530831e-05,1.360598e-07,0,67
1.000000e+00,6.348481e-02,9.906179e-01,3.518287e-03,1.006698e-01,2.516332e-04,6.943186e-01,8.715562e-03,1.781198e-05,1.115720e-01,8.158085e-04,1.415014e-06,5.086653e-01,1.375446e-02,7.409001e-05,1.125488e-07,3,91
1.000000e+00,6.485395e-02,9.902849e-01,3.643178e-03,1.028186e-01,2.632473e-04,6.936125e-01,9.023375e-03,1.879346e-05,1.139121e-01,8.533350e-04,1.503593e-06,5.076177e-01,1.423649e-02,7.816289e-05,1.202605e-07,0,16
1.000000e+00,6.710211e-02,9.895879e-01,3.904532e-03,1.063122e-01,2.920006e-04,6.921403e-01,9.664373e-03,2.154568e-05,1.176515e-01,9.459332e-04,1.779253e-06,5.054454e-01,1.523282e-02,8.955281e-05,1.467246e-07,3,99
1.000000e+00,6.429030e-02,9.904817e-01,3.569378e-03,1.019493e-01,2.542096e-04,6.940272e-01,8.842995e-03,1.787794e-05,1.129940e-01,8.242653e-04,1.410430e-06,5.082271e-01,1.395762e-02,7.437415e-05,1.114337e-07,3,78
1.000000e+00,6.474962e-02,9.903552e-01,3.616808e-03,1.026698e-01,2.582309e-04,6.937581e-01,8.960451e-03,1.812631e-05,1.137775e-01,8.373682e-04,1.421065e-06,5.078257e-01,1.414286e-02,7.541934e-05,1.111216e-07,2,102
1.000000e+00,6.585724e-02,9.900363e-01,3.736405e-03,1.043958e-01,2.710461e-04,6.930841e-01,9.253959e-03,1.934544e-05,1.156342e-01,8.786420e-04,1.543286e-06,5.068305e-01,1.459951e-02,8.046445e-05,1.228761e-07,0,22
1.000000e+00,6.705647e-02,9.896406e-01,3.884781e-03,1.062539e-01,2.879152e-04,6.922489e-01,9.617501e-03,2.098930e-05,1.176127e-01,9.329423e-04,1.709713e-06,5.055995e-01,1.516370e-02,8.726563e-05,1.389705e-07,1,84
1.000000e+00,6.628606e-02,9.898954e-01,3.789216e-03,1.050597e-01,2.772116e-04,6.927871e-01,9.383152e-03,1.997512e-05,1.163403e-01,8.984544e-04,1.610326e-06,5.063936e-01,1.479953e-02,8.306567e-05,1.296608e-07,2,82
1.000000e+00,6.543344e-02,9.900969e-01,3.713667e-03,1.037207e-01,2.702359e-04,6.932141e-01,9.197034e-03,1.936298e-05,1.148803e-01,8.759502e-04,1.550652e-06,5.070268e-01,1.450826e-02,8.053155e-05,1.238990e-07,3,68
