3.197677e+03,6.529068e-01,1.299448e+01,-3.198121e+00,8.113657e+00,3.608913e-01,9.235128e+01,7.746557e-01,6.337714e-01,1.487833e-02,-1.471599e-02,-6.018545e-03,3.774075e-02,1.705482e-03,5.658508e-04,1.031507e-02,-4.027901e-03,-1.184616e-03,7.767777e+01,5.493570e-01,4.775415e-01,-5.579157e-01,2.949844e-02,-5.995160e-03,1.750199e+00,3.480339e-02,7.328732e-03,101354f9d8dede686f7b08d9de913afe,03691459
1.416038e+04,3.725813e+00,2.610481e+02,5.502055e+00,-2.552673e+01,-1.532847e+00,9.484319e+01,2.746441e+00,2.785464e+00,-7.918083e+00,-3.591572e+00,9.421134e-01,-5.770794e+00,-1.637071e-01,-1.213596e-01,-1.933888e+00,-3.440587e-02,-6.221306e-02,6.421692e+01,1.324489e+00,7.570469e-01,2.407887e+00,3.857347e-02,6.027496e-02,1.288541e+00,1.964009e-02,2.675378e-02,102f9164c5ae3846205b5aa6ba4df9c8,03691459
8.637763e+03,-3.475114e-02,8.377836e+01,-1.480638e-02,4.129650e-02,-3.175616e+00,1.059406e+02,-1.010850e-01,1.763128e+00,2.016624e+01,6.170286e+00,-3.868715e+00,-3.405521e+00,-2.507584e-01,9.232376e-02,-8.206013e+00,2.225664e-02,-1.652145e-02,3.757218e+02,6.944793e-01,1.621685e+00,1.218168e-01,1.601245e-02,-8.681176e-03,1.769100e+00,-1.099054e-03,6.108465e-03,10421ef12dd27f3650f5fdf97aa1ef24,03691459
1.209709e+04,2.038497e+01,2.718938e+02,-2.353058e+00,-1.004411e+02,-2.977574e+01,1.896864e+02,1.100525e+01,6.726549e+00,1.542330e+00,2.463420e-01,-1.084284e+00,1.030101e+01,-2.261258e-02,4.413718e-02,2.648143e-01,-3.343472e-02,-4.726481e-03,4.413702e+02,-2.055423e+01,2.066151e+00,1.913928e+01,-2.165610e-01,8.782977e-03,6.564531e+00,-3.720005e-02,6.242717e-03,105d0802d1ee0430bba5c9b6de65a038,03691459
9.706562e+04,-7.298056e+01,2.465234e+03,-9.439704e+01,-7.992171e+02,1.016087e+02,2.741699e+03,1.891258e+01,7.064163e+01,9.737646e-01,-2.394516e+01,3.374299e+00,1.734384e+01,-1.668000e+00,3.960899e-01,1.436995e+00,-3.486042e-01,5.463797e-02,5.847408e+02,-3.081037e+01,1.867087e+01,2.414538e+01,-4.317145e+00,5.636364e-01,1.694749e+01,-4.619634e-01,8.233859e-02,1071f82bd0d6a23935cd53a06b1d2317,03691459
2.033461e+04,3.389890e+00,1.159372e+02,-1.797174e-02,-1.152364e-01,-2.176785e-02,4.293854e+02,-6.945490e+00,1.527010e+00,-8.045570e-02,-1.907291e-01,-2.630956e-02,-1.433694e-03,2.267983e-05,2.436669e-06,-4.707325e-02,2.549189e-05,-9.004428e-05,4.285773e+02,-6.929790e+00,1.526618e+00,-9.350035e-02,4.079749e-04,-8.258709e-05,3.766955e+00,-7.054991e-03,8.213590e-04,108316842b17210394a42262667addbc,03691459
2.295813e+03,1.080492e+00,8.743891e+00,-3.788691e-02,4.057425e-02,1.956978e-02,1.012281e+02,7.480899e-01,6.608481e-01,-6.265992e-02,-1.409873e-01,-6.881882e-02,3.063605e-01,-1.213696e-03,-1.254178e-04,1.274287e-02,-8.581793e-03,-3.699925e-03,6.665468e+01,5.324542e-01,4.539461e-01,2.526138e-02,1.802525e-03,8.108256e-04,2.839155e+00,4.499651e-02,1.405166e-02,10d03876d94ec5f4e7670ea63e6cabfd,03691459
1.498696e+05,-1.047639e+00,3.058798e+02,4.194273e+02,1.747200e+02,2.078159e+01,9.470611e+03,1.282985e+02,1.835508e+01,-1.099189e+02,-1.313737e+02,-1.611196e+01,-1.994877e+03,-2.783059e+01,-1.954106e+00,-3.299577e+02,-7.756153e+00,-6.264429e-01,5.341749e+03,4.079267e+01,7.897661e+00,3.590947e+00,7.345880e+00,4.837967e-01,2.472415e+02,1.575704e+00,1.241658e-01,10d16ee9c9402e6df2e5d34c7b677bc4,03691459
6.055250e+03,8.657516e-02,6.967783e+01,7.669313e+00,7.635351e-01,-2.012742e+00,1.925098e+02,1.886705e-01,2.487289e+00,3.351037e-01,-1.534245e-01,1.171776e+00,-1.448578e+00,-6.544130e-03,-2.925428e-02,-3.432997e+00,-1.354020e-04,-2.681175e-03,4.178047e+01,-1.846790e-02,1.079602e+00,-1.458990e+00,7.326826e-04,-1.462591e-02,1.271013e+00,6.726413e-04,8.162824e-03,10e079ff34f99777bcb3fc1376c3a85d,03691459
1.543065e+04,3.748050e+00,6.809029e+01,5.644477e+00,-1.082961e+01,-3.373238e+00,1.026911e+03,1.081677e+01,6.238070e+00,-6.092667e-01,-1.037136e+00,-1.716997e-01,8.670324e+00,-3.694855e-02,4.715234e-03,-2.864717e+00,-2.516641e-02,-8.302551e-03,2.449784e+02,2.871492e+00,1.317582e+00,1.351335e+01,7.196935e-03,2.627490e-02,1.684127e+01,1.487550e-01,2.669148e-02,1124d162420a75232633ff66beb9cf31,03691459
3.644348e+04,-3.418194e-01,2.067050e+01,-1.038073e-01,1.539463e+01,-6.946546e-01,1.550764e+02,-9.204928e-01,1.161436e-01,1.826501e+01,-2.214108e+01,1.772887e-01,1.933715e+01,1.813903e-01,-1.865533e-02,1.474536e-01,-3.782641e-02,8.569831e-04,3.788288e+03,-7.589983e+00,2.218103e+00,-2.638579e+01,6.664240e-01,-2.885424e-02,1.568764e+01,-3.794699e-02,3.397279e-03,112deef454bb8345c6bd342792702e80,03691459
2.706836e+04,2.066052e+01,3.065881e+02,-1.594730e+00,-3.949240e+01,-1.963442e+01,7.266395e+02,1.894581e+01,1.537650e+01,1.616416e-01,2.612285e+00,2.977752e-01,4.557997e+00,-1.198532e-01,-7.789872e-03,2.510118e-01,6.127013e-02,1.922578e-02,3.470166e+02,8.632215e+00,7.947097e+00,-9.566381e+00,-9.509837e-01,-2.129039e-01,1.132503e+01,6.547531e-01,1.458916e-01,113aa3b68f515427205b075c6f63f661,03691459
1.374601e+05,-6.037369e+00,7.427754e+02,1.289958e+01,2.295239e+01,5.994026e+00,1.901867e+03,-7.816823e+01,1.543422e+01,6.767556e-01,-5.703773e+00,-2.493445e+00,-5.504666e+01,-2.072352e+00,-2.474905e-01,-1.686032e+01,-3.331714e-01,-2.816477e-02,1.531682e+03,-6.489678e+01,1.117690e+01,-3.606232e+00,2.513596e-01,2.495777e-02,1.849530e+01,-2.167941e-01,1.912706e-02,115115104976edfdc066b9622c005c53,03691459
8.385748e+02,2.521150e-02,2.986789e+00,9.118446e-03,1.248251e-01,2.434457e-03,1.552987e+01,5.533848e-02,5.046204e-02,1.105867e-01,4.901657e-01,7.243555e-02,1.097120e-01,2.029952e-03,3.971600e-04,4.584375e-02,5.895403e-03,8.167376e-04,8.799492e+01,1.078025e+00,2.954678e-01,1.434667e-01,4.707531e-03,3.082611e-04,1.501995e+00,8.263434e-03,1.198504e-03,1152c16d1081c32a561e8b31a1141890,03691459
4.165477e+03,1.002351e-01,4.018844e+00,-4.125505e-01,8.393295e-01,8.335162e-02,4.103406e+01,2.970692e-01,6.055210e-02,-1.292107e+00,1.090085e+00,1.173679e-01,8.331571e-01,2.264172e-02,2.054902e-03,-1.566377e-01,1.914173e-03,1.108586e-04,3.273041e+02,7.381166e-02,3.170279e-01,-6.194797e-01,-2.221820e-02,-2.789820e-03,2.909628e+00,1.533872e-02,1.970387e-03,115354ddf0cea683c9603934b9e8f5dc,03691459
7.855469e+04,1.038258e-01,1.759061e+02,7.154125e+01,-2.443641e+00,-3.294333e+00,5.668231e+03,-3.135649e+00,1.207031e+01,-4.018196e+01,-4.993651e+00,-1.090226e+00,4.924846e+02,1.654407e-01,9.212295e-01,5.312191e+01,-1.193315e-01,-5.658344e-02,8.720884e+02,7.509257e-01,1.633402e+00,-1.047514e+02,-4.370905e-02,-9.875876e-02,4.040857e+01,1.655566e-03,2.063556e-02,119d64f6de33ed4093eb0b4dff044a09,03691459
