3.276151e+01,-3.749595e+02,4.157204e+04,9.889351e+00,4.746287e+02,-2.393215e+06,1.484511e+05,1.255615e+04,1.660602e+08,-7.214690e+01,-3.171670e+04,1.713306e+06,-1.344011e+02,-2.533940e+04,-5.602954e+07,1.585140e+05,-1.093461e+08,5.125517e+09,4.300459e+05,-1.557330e+07,5.700071e+08,-7.955151e+06,6.142892e+08,-2.599551e+10,1.556170e+09,-4.519076e+10,1.761625e+12,3.372736e+01,-4.214234e+02,3.573581e+04,9.456403e+01,-3.423302e+04,1.871521e+06,1.523116e+05,-7.543728e+05,1.763884e+08,-3.638615e+01,-1.919236e+04,1.267641e+06,-7.032178e+03,-9.688146e+05,7.031227e+07,-2.362783e+05,-4.455521e+07,4.883759e+09,4.534237e+05,-1.873001e+07,7.720272e+08,1.210823e+07,-9.912519e+08,4.742179e+10,1.541401e+09,-7.066030e+10,3.197866e+12,3,72
3.192624e+01,-3.563584e+02,3.910350e+04,1.334147e+01,7.973940e+03,-2.280996e+06,1.389812e+05,-1.460527e+05,1.632154e+08,-2.892532e+01,-2.343555e+04,1.282671e+06,-6.995333e+03,-3.157900e+05,-3.847883e+07,5.612289e+05,-6.309317e+07,3.231063e+09,3.837900e+05,-1.428714e+07,5.504780e+08,-6.213857e+06,6.176640e+08,-2.715198e+10,1.312488e+09,-4.297364e+10,1.777869e+12,3.219121e+01,-5.308283e+02,5.301670e+04,1.051036e+02,-3.053927e+04,2.601914e+06,1.431180e+05,-1.677521e+06,2.223757e+08,-7.683801e+00,5.465760e+03,1.132493e+05,-1.053318e+04,-1.226099e+04,1.356810e+07,-1.251040e+05,2.462425e+07,8.279892e+08,3.732165e+05,-1.973922e+07,1.010988e+09,1.036173e+07,-9.788426e+08,5.732970e+10,1.318964e+09,-7.504921e+10,3.991182e+12,3,93
3.468310e+01,-3.201814e+02,2.974171e+04,-4.082420e+01,2.256233e+03,-1.762683e+06,1.570202e+05,1.771196e+05,1.264003e+08,-7.888957e+00,-2.569129e+04,1.127256e+06,-1.182658e+04,2.158465e+04,-2.799541e+07,4.563670e+05,-8.811179e+07,3.061609e+09,5.129118e+05,-1.610575e+07,5.454271e+08,-1.156950e+07,6.497281e+08,-2.508878e+10,1.814542e+09,-4.703569e+10,1.634575e+12,3.453549e+01,-4.755223e+02,4.175084e+04,1.375610e+02,-3.409794e+04,1.896929e+06,1.617766e+05,-4.467424e+05,1.979038e+08,-3.338358e+01,-5.804644e+03,4.274528e+05,-7.283786e+03,-1.473363e+05,2.199326e+07,-2.366838e+05,-1.147449e+07,1.322538e+09,4.994160e+05,-2.247153e+07,9.602564e+08,1.517939e+07,-1.110545e+09,5.431561e+10,1.822114e+09,-8.159897e+10,3.768589e+12,0,26
3.178722e+01,-3.760427e+02,3.910458e+04,1.416357e+01,1.964270e+03,-2.087741e+06,1.409022e+05,-1.138932e+05,1.431851e+08,-3.324149e+01,-2.948757e+04,1.813026e+06,-2.859328e+03,1.728714e+05,-6.701913e+07,2.000137e+05,-1.046731e+08,5.356434e+09,3.773862e+05,-1.442182e+07,5.527215e+08,-7.810723e+06,5.246412e+08,-2.411807e+10,1.307321e+09,-4.005510e+10,1.575544e+12,3.288563e+01,-4.717256e+02,4.369836e+04,9.770575e+01,-7.091280e+03,2.027160e+06,1.432881e+05,-9.866418e+05,1.765106e+08,-8.272500e+01,-2.284544e+04,1.848377e+06,-6.071964e+03,-9.174921e+05,9.001239e+07,8.315415e+04,-8.099593e+07,6.994766e+09,4.181249e+05,-1.873266e+07,8.027885e+08,1.198156e+07,-7.263500e+08,3.694892e+10,1.352954e+09,-6.106025e+10,2.712939e+12,3,96
3.121431e+01,-3.844893e+02,4.752770e+04,-2.589099e+00,-1.008407e+04,-2.260040e+06,1.343298e+05,3.298952e+04,1.682532e+08,-5.835389e+01,-2.069800e+04,1.361398e+06,4.162995e+03,-5.755138e+05,-2.288104e+07,1.225601e+04,-5.939121e+07,3.339866e+09,3.576037e+05,-1.414971e+07,5.691970e+08,-7.180209e+06,4.175674e+08,-2.019779e+10,1.237786e+09,-3.598395e+10,1.426590e+12,3.384071e+01,-5.112564e+02,6.015130e+04,1.070184e+02,-7.687530e+04,1.457080e+06,1.595059e+05,7.127268e+04,3.179063e+08,-1.062235e+02,-7.170362e+03,1.342872e+06,-1.245414e+04,-9.245268e+05,4.705518e+07,-2.966933e+05,9.617045e+06,5.437631e+09,4.388067e+05,-2.286957e+07,1.205067e+09,1.237594e+07,-1.321587e+09,7.010820e+10,1.617694e+09,-8.342799e+10,5.015633e+12,1,55
3.260487e+01,-3.550881e+02,3.737728e+04,3.350482e+01,-3.578220e+03,-2.015846e+06,1.473612e+05,-2.706966e+05,1.495252e+08,8.770202e+00,-2.844368e+04,1.600216e+06,-6.199925e+03,-2.374994e+05,-4.107444e+07,5.157509e+05,-9.830784e+07,4.837357e+09,4.027955e+05,-1.447711e+07,5.514427e+08,-7.381584e+06,4.893418e+08,-2.329619e+10,1.398617e+09,-4.193380e+10,1.675857e+12,3.331497e+01,-5.374970e+02,5.369324e+04,1.136871e+02,-4.682285e+04,2.002963e+06,1.478131e+05,-9.130995e+05,2.281846e+08,-5.239311e+01,-2.388966e+03,7.844219e+05,-1.828968e+04,-3.303207e+05,3.609592e+07,-3.348045e+05,9.923368e+06,2.874847e+09,4.236835e+05,-2.181845e+07,1.131181e+09,1.166623e+07,-1.085238e+09,6.240043e+10,1.462543e+09,-7.705457e+10,4.295585e+12,3,90
3.193776e+01,-3.170439e+02,3.821220e+04,-1.221997e+01,9.370703e+03,-2.061162e+06,1.268629e+05,1.319409e+05,1.474505e+08,-1.006379e+02,-5.273100e+04,2.777688e+06,-4.511614e+03,3.022945e+05,-1.193845e+08,7.936010e+04,-1.500294e+08,8.041809e+09,3.951799e+05,-1.326701e+07,5.535018e+08,-7.327000e+06,5.835598e+08,-2.596803e+10,1.202942e+09,-3.723330e+10,1.650721e+12,3.255611e+01,-4.382571e+02,4.390066e+04,5.615115e+01,-7.800322e+03,2.110369e+06,1.477258e+05,-8.866257e+05,1.783560e+08,-1.615644e+02,-3.502976e+04,2.754239e+06,-2.072120e+03,-1.076548e+06,1.247677e+08,-1.758236e+05,-1.171118e+08,1.024430e+10,3.986588e+05,-1.712656e+07,7.313280e+08,1.067292e+07,-6.653705e+08,3.455915e+10,1.352942e+09,-5.635307e+10,2.501077e+12,1,5
3.290551e+01,-3.370971e+02,3.423499e+04,-2.620111e+01,-1.981620e+03,-1.822130e+06,1.425654e+05,-3.538669e+05,1.286640e+08,-8.254679e+00,-3.509719e+04,1.890397e+06,-8.192205e+03,-4.474032e+04,-5.817458e+07,3.204738e+05,-9.537045e+07,4.905807e+09,4.313701e+05,-1.401601e+07,5.098565e+08,-9.757583e+06,5.318967e+08,-2.128989e+10,1.514743e+09,-3.976993e+10,1.373992e+12,3.396513e+01,-4.664908e+02,4.081703e+04,9.212131e+01,-4.674719e+04,1.854551e+06,1.601492e+05,-5.597142e+05,1.916682e+08,-8.173586e+01,-1.614878e+04,1.665131e+06,-1.071133e+04,-1.227549e+06,1.036863e+08,1.497706e+05,-6.444825e+07,8.071120e+09,4.739585e+05,-2.129217e+07,9.330043e+08,1.337987e+07,-1.143509e+09,5.619462e+10,1.707251e+09,-7.704220e+10,3.698288e+12,0,27
3.322232e+01,-3.292716e+02,3.470157e+04,-6.823449e+01,-1.578217e+04,-1.777014e+06,1.451128e+05,1.015112e+05,1.407340e+08,-2.028355e+01,-3.788881e+04,1.760018e+06,-8.154805e+03,2.800272e+05,-3.621293e+07,6.185532e+05,-1.510718e+08,5.434614e+09,4.535201e+05,-1.436467e+07,5.040808e+08,-1.141822e+07,4.073874e+08,-1.835983e+10,1.570168e+09,-3.795575e+10,1.424984e+12,3.438235e+01,-4.952801e+02,4.993765e+04,1.322671e+02,-4.646724e+04,1.658089e+06,1.648830e+05,-1.137147e+05,2.269883e+08,-8.607030e+01,-2.526985e+04,2.157878e+06,-1.393128e+04,-1.138342e+06,1.036952e+08,-2.627641e+05,-7.329015e+07,7.667318e+09,4.690982e+05,-2.247132e+07,1.094416e+09,1.504899e+07,-1.147997e+09,5.883323e+10,1.775157e+09,-8.065397e+10,4.168618e+12,0,28
3.043276e+01,-4.519744e+02,5.439971e+04,-7.141452e+01,-3.444565e+04,-1.854017e+06,1.323204e+05,-9.463616e+05,1.796281e+08,-2.988432e+01,-2.153886e+04,1.497440e+06,-1.674250e+04,1.070216e+05,-8.686448e+05,-2.752443e+05,-6.918782e+07,3.500627e+09,3.458170e+05,-1.388466e+07,5.783565e+08,-1.024057e+07,2.775139e+08,-1.563401e+10,1.231452e+09,-3.628409e+10,1.486124e+12,3.493229e+01,-5.196808e+02,5.628204e+04,1.313106e+02,-8.449478e+04,1.750104e+06,1.579622e+05,-4.089312e+05,3.028071e+08,-6.684966e+01,-4.290831e+03,9.268549e+05,-5.131590e+03,-1.113671e+06,6.640784e+07,-3.964833e+05,-9.647937e+06,5.360777e+09,5.074868e+05,-2.463805e+07,1.303493e+09,1.330909e+07,-1.513573e+09,8.361681e+10,1.765694e+09,-9.013184e+10,5.677966e+12,0,67
