8.843166e-08,7.791986e-16,1.268594e-24,2.821799e-08,1.237243e-16,8.304628e-27,2.884580e-08,2.061282e-16,1.385326e-26,5.890996e-08,3.802510e-16,1.646496e-25,3,72,N,N
4.681950e-08,2.104618e-16,1.022124e-25,2.941097e-08,1.552400e-16,1.410498e-26,3.929610e-08,3.681984e-16,8.328688e-26,7.140440e-08,7.184737e-16,9.489367e-25,3,93,N,N
5.270067e-08,2.416488e-16,1.155806e-25,3.163472e-08,2.161746e-16,1.132040e-26,4.747476e-08,5.496156e-16,8.591394e-26,9.023615e-08,1.105332e-15,1.243718e-24,0,26,N,N
7.470540e-08,8.289716e-16,1.940581e-24,2.904028e-08,1.599458e-16,1.493559e-26,3.241450e-08,2.642817e-16,3.041045e-26,6.034439e-08,6.024315e-16,6.118020e-25,3,96,N,N
5.183473e-08,2.303100e-16,1.230339e-25,4.295212e-08,3.256240e-16,5.034105e-26,3.118187e-08,2.405643e-16,3.281657e-26,6.669807e-08,7.786667e-16,1.013218e-24,1,55,N,N
4.594495e-08,2.226472e-16,8.266899e-26,3.884024e-08,3.165932e-16,3.455725e-26,4.200670e-08,4.395620e-16,9.783685e-26,8.903859e-08,1.537525e-15,2.702039e-24,3,90,N,N
7.479925e-08,7.295159e-16,1.692127e-24,2.211908e-08,1.016688e-16,7.008985e-27,3.190412e-08,2.558071e-16,2.942761e-26,5.991705e-08,5.079828e-16,4.944290e-25,1,5,N,N
7.742616e-08,9.545638e-16,1.701514e-24,3.547427e-08,2.797766e-16,2.348634e-26,3.574190e-08,3.184301e-16,3.382710e-26,7.114215e-08,6.562841e-16,5.371644e-25,0,27,N,N
6.273075e-08,2.281870e-16,1.077613e-25,2.931128e-08,1.695656e-16,1.055730e-26,4.379744e-08,4.693403e-16,7.539160e-26,8.416322e-08,1.245221e-15,1.327611e-24,0,28,N,N
6.831321e-08,6.457779e-16,9.951961e-25,3.272757e-08,2.264232e-16,2.172838e-26,3.371738e-08,2.821130e-16,3.739975e-26,7.354839e-08,7.013518e-16,8.802255e-25,0,67,N,N
9.597286e-08,9.267990e-16,2.320475e-24,2.691089e-08,1.180690e-16,9.183196e-27,3.165305e-08,2.463028e-16,2.645337e-26,6.794680e-08,7.593483e-16,8.429553e-25,3,91,N,N
6.425061e-08,7.483683e-16,1.364933e-24,4.435332e-08,4.445404e-16,7.941599e-26,2.929405e-08,2.152156e-16,2.695694e-26,7.461832e-08,8.347262e-16,1.493584e-24,0,16,N,N
7.164573e-08,5.886544e-16,7.649331e-25,3.202893e-08,1.805034e-16,1.568346e-26,3.051170e-08,2.223394e-16,2.154761e-26,6.078007e-08,4.309977e-16,2.126877e-25,3,99,N,N
4.617741e-08,1.608101e-16,7.812176e-26,3.425369e-08,2.134287e-16,2.595640e-26,4.277918e-08,4.447701e-16,1.160846e-25,7.164110e-08,8.462750e-16,1.125235e-24,3,78,N,N
