2.415460e+06,1.456789e+12,4.758629e+16,2,76,N,N
1.431101e+06,4.604013e+11,9.039498e+15,1,41,N,N
1.629988e+06,6.217470e+11,1.174983e+16,0,46,N,N
1.340590e+06,4.139566e+11,1.248673e+16,2,96,N,N
1.419738e+06,4.217336e+11,9.908318e+15,0,58,N,N
1.820451e+06,7.227659e+11,9.245336e+15,1,103,N,N
1.634745e+06,4.993441e+11,1.004954e+16,2,55,N,N
1.663723e+06,6.000352e+11,9.403275e+15,2,84,N,N
1.829062e+06,7.298296e+11,8.975396e+15,0,29,N,N
1.516725e+06,4.910458e+11,9.505022e+15,0,52,N,N
1.835691e+06,6.520344e+11,1.038401e+16,2,80,N,N
1.566239e+06,4.674409e+11,9.430827e+15,2,65,N,N
1.614800e+06,4.932657e+11,1.009963e+16,3,55,N,N
1.365532e+06,4.407970e+11,1.006349e+16,3,68,N,N
1.665437e+06,5.854027e+11,1.261764e+16,0,47,N,N
1.628115e+06,6.222668e+11,7.841756e+15,0,15,N,N
1.559033e+06,5.839956e+11,1.204580e+16,1,76,N,N
1.165555e+06,2.879378e+11,9.991676e+15,3,91,N,N
1.612727e+06,6.290921e+11,1.516344e+16,0,76,N,N
1.566449e+06,5.461654e+11,9.405012e+15,1,62,N,N
1.175490e+06,2.562374e+11,8.878765e+15,0,75,N,N
1.596115e+06,5.019198e+11,1.023639e+16,1,55,N,N
1.328901e+06,4.044302e+11,1.148292e+16,3,96,N,N
1.435919e+06,4.580397e+11,9.616712e+15,0,57,N,N
1.540299e+06,4.962882e+11,8.244619e+15,1,82,N,N
1.254932e+06,3.317025e+11,1.058822e+16,0,39,N,N
1.226073e+06,3.257450e+11,1.199313e+16,1,66,N,N
1.657249e+06,6.140649e+11,8.732819e+15,0,63,N,N
1.248155e+06,3.382862e+11,9.874165e+15,0,81,N,N
1.842457e+06,7.233310e+11,1.645879e+16,1,98,N,N
1.562407e+06,5.602989e+11,1.339532e+16,2,79,N,N
1.494433e+06,4.859549e+11,9.026995e+15,3,48,N,N
1.930136e+06,9.095615e+11,8.914514e+15,2,86,N,N
1.612839e+06,5.885426e+11,1.412295e+16,0,27,N,N
1.672790e+06,6.070135e+11,8.793102e+15,3,79,N,N
1.765975e+06,7.091491e+11,9.080263e+15,0,26,N,N
1.451261e+06,4.838849e+11,1.231422e+16,1,61,N,N
1.658492e+06,5.809143e+11,1.149042e+16,1,47,N,N
1.559140e+06,4.084626e+11,1.070977e+16,1,97,N,N
1.521429e+06,5.167230e+11,1.118264e+16,0,0,N,N
1.664837e+06,6.326812e+11,1.041614e+16,2,104,N,N
1.208213e+06,2.550792e+11,8.216101e+15,3,75,N,N
1.299605e+06,3.618159e+11,1.025965e+16,2,51,N,N
1.641423e+06,5.727271e+11,7.941684e+15,3,90,N,N
1.234399e+06,3.263123e+11,1.054826e+16,3,77,N,N
1.702800e+06,6.494076e+11,8.823404e+15,0,31,N,N
1.420229e+06,4.169416e+11,1.222729e+16,1,5,N,N
1.544776e+06,4.935732e+11,1.272314e+16,3,99,N,N
1.182338e+06,2.879136e+11,8.709614e+15,0,42,N,N
1.771379e+06,6.940471e+11,1.123954e+16,0,70,N,N
1.774165e+06,6.189411e+11,9.816712e+15,1,80,N,N
1.511004e+06,4.730793e+11,1.227340e+16,1,34,N,N
1.557491e+06,4.441679e+11,9.231685e+15,3,93,N,N
1.439814e+06,4.191080e+11,1.042108e+16,0,93,N,N
1.656846e+06,5.689118e+11,1.039431e+16,0,6,N,N
1.752205e+06,6.712558e+11,8.760844e+15,0,18,N,N
1.316835e+06,3.693799e+11,1.096283e+16,0,50,N,N
1.844958e+06,7.666324e+11,8.848056e+15,2,101,N,N
1.740415e+06,6.915034e+11,7.657409e+15,3,74,N,N
1.017878e+06,2.520544e+11,8.764689e+15,3,54,N,N
1.241862e+06,3.361292e+11,1.011658e+16,1,77,N,N
1.155458e+06,2.869079e+11,9.977504e+15,0,91,N,N
1.616728e+06,5.744675e+11,9.703908e+15,2,62,N,N
1.205706e+06,3.220352e+11,1.000141e+16,2,81,N,N
1.363999e+06,3.929218e+11,9.696272e+15,2,92,N,N
1.420100e+06,4.045008e+11,8.744692e+15,1,58,N,N
1.653552e+06,5.894442e+11,8.636408e+15,0,90,N,N
1.773319e+06,7.037821e+11,2.441611e+16,3,73,N,N
1.282384e+06,3.489282e+11,1.337096e+16,1,78,N,N
1.929403e+06,8.166197e+11,7.953415e+15,2,49,N,N
1.744874e+06,7.125705e+11,1.759490e+16,1,67,N,N
1.482817e+06,4.309700e+11,1.012152e+16,0,34,N,N
1.388515e+06,4.409586e+11,9.351179e+15,0,71,N,N
1.225583e+06,2.590272e+11,8.170924e+15,3,64,N,N
1.640971e+06,6.013881e+11,1.004130e+16,3,104,N,N
1.136045e+06,2.566844e+11,8.770812e+15,2,75,N,N
1.231307e+06,3.112011e+11,1.033261e+16,3,66,N,N
1.589779e+06,5.945355e+11,1.074498e+16,0,89,N,N
1.168531e+06,2.988877e+11,1.086922e+16,0,32,N,N
1.340360e+06,4.191868e+11,9.261817e+15,0,102,N,N
1.855948e+06,7.522117e+11,9.876888e+15,2,103,N,N
1.278144e+06,3.699395e+11,1.097765e+16,0,5,N,N
1.366110e+06,4.260583e+11,1.465756e+16,1,59,N,N
1.461418e+06,3.741890e+11,1.114619e+16,3,97,N,N
1.509476e+06,4.071316e+11,1.117067e+16,0,97,N,N
1.791136e+06,7.276094e+11,8.561731e+15,1,88,N,N
1.207482e+06,3.061696e+11,1.070345e+16,0,66,N,N
1.234741e+06,2.842192e+11,1.153249e+16,0,64,N,N
1.427218e+06,4.045996e+11,1.076546e+16,1,93,N,N
1.872131e+06,8.030474e+11,8.016064e+15,3,95,N,N
1.484549e+06,4.885280e+11,1.389222e+16,1,25,N,N
1.257410e+06,3.335009e+11,9.207661e+15,3,53,N,N
1.215299e+06,3.193801e+11,9.852469e+15,0,77,N,N
1.492621e+06,4.958003e+11,1.196026e+16,0,61,N,N
1.387216e+06,4.605258e+11,1.100957e+16,2,68,N,N
1.684022e+06,6.003247e+11,1.241636e+16,2,47,N,N
1.418429e+06,4.581639e+11,1.029739e+16,0,41,N,N
1.435302e+06,4.655054e+11,9.292291e+15,1,71,N,N
1.827786e+06,7.561027e+11,9.053421e+15,2,88,N,N
1.557054e+06,5.156824e+11,1.200705e+16,0,72,N,N
1.377613e+06,4.135712e+11,1.275924e+16,1,87,N,N
1.452399e+06,3.723060e+11,1.170048e+16,2,97,N,N
1.213473e+06,3.588050e+11,1.405381e+16,2,87,N,N
1.398950e+06,4.112772e+11,9.623772e+15,0,92,N,N
1.480074e+06,4.708356e+11,1.134145e+16,2,72,N,N
1.562269e+06,5.108107e+11,1.466611e+16,0,99,N,N
1.111882e+06,2.891964e+11,8.651266e+15,1,37,N,N
1.648954e+06,6.184430e+11,1.013158e+16,0,1,N,N
1.355111e+06,4.373506e+11,1.049201e+16,1,68,N,N
1.721441e+06,5.946700e+11,9.350503e+15,0,80,N,N
1.452245e+06,4.645737e+11,1.085253e+16,3,61,N,N
1.533786e+06,4.574127e+11,9.913432e+15,2,93,N,N
1.514820e+06,4.350896e+11,1.226638e+16,0,35,N,N
1.378463e+06,4.139090e+11,1.147070e+16,0,8,N,N
1.743866e+06,7.011085e+11,1.670880e+16,2,67,N,N
1.378029e+06,4.465309e+11,9.899996e+15,2,102,N,N
1.519350e+06,4.940319e+11,9.496990e+15,1,52,N,N
1.630648e+06,5.980842e+11,1.026373e+16,3,62,N,N
1.541871e+06,5.016219e+11,9.545064e+15,0,45,N,N
1.655544e+06,5.948048e+11,7.989245e+15,1,90,N,N
1.793696e+06,6.963129e+11,8.790422e+15,3,103,N,N
1.785646e+06,6.985859e+11,9.097457e+15,0,103,N,N
1.504073e+06,5.082567e+11,1.215334e+16,2,61,N,N
1.632044e+06,5.807463e+11,9.708529e+15,0,84,N,N
1.840403e+06,7.838083e+11,9.030337e+15,2,95,N,N
1.273496e+06,3.574847e+11,1.258638e+16,0,4,N,N
1.007463e+06,2.496637e+11,8.983978e+15,2,54,N,N
1.855688e+06,8.283636e+11,1.043499e+16,1,86,N,N
1.313270e+06,3.712212e+11,9.010170e+15,1,44,N,N
1.318167e+06,3.871443e+11,1.177502e+16,0,59,N,N
1.723368e+06,6.782219e+11,8.788131e+15,2,100,N,N
1.632728e+06,6.214573e+11,1.188099e+16,1,46,N,N
1.169408e+06,2.786240e+11,8.656167e+15,1,42,N,N
1.115141e+06,2.945172e+11,8.731254e+15,2,37,N,N
1.585394e+06,5.235079e+11,1.754413e+16,1,36,N,N
1.667642e+06,6.289686e+11,8.558756e+15,1,63,N,N
1.634357e+06,5.105587e+11,9.313960e+15,1,65,N,N
1.394115e+06,3.936525e+11,9.285374e+15,3,58,N,N
1.652907e+06,5.094147e+11,9.111472e+15,0,65,N,N
1.248657e+06,3.294033e+11,8.774731e+15,1,53,N,N
1.482610e+06,4.905678e+11,1.052665e+16,0,7,N,N
1.629815e+06,5.940584e+11,8.497737e+15,1,60,N,N
1.387196e+06,4.395503e+11,1.135889e+16,0,3,N,N
1.206058e+06,3.126496e+11,1.029094e+16,1,33,N,N
1.710477e+06,5.699687e+11,1.016215e+16,3,80,N,N
1.436004e+06,4.570513e+11,1.023206e+16,3,83,N,N
1.304670e+06,3.245795e+11,8.021954e+15,2,78,N,N
1.482057e+06,5.248430e+11,1.141215e+16,0,68,N,N
1.271612e+06,3.576041e+11,1.070463e+16,0,19,N,N
1.603755e+06,5.945273e+11,1.015485e+16,1,89,N,N
1.498550e+06,4.328867e+11,1.592319e+16,1,35,N,N
1.164918e+06,2.684094e+11,8.071022e+15,2,94,N,N
1.263756e+06,3.683962e+11,1.162318e+16,0,87,N,N
1.498369e+06,4.862773e+11,1.062043e+16,0,22,N,N
1.791102e+06,7.262774e+11,8.951374e+15,0,88,N,N
1.794740e+06,7.383011e+11,2.246313e+16,1,73,N,N
1.277264e+06,2.835478e+11,9.911852e+15,0,38,N,N
1.313839e+06,3.661401e+11,1.044930e+16,3,51,N,N
1.521909e+06,5.007002e+11,8.986975e+15,0,48,N,N
1.808827e+06,7.028878e+11,1.561799e+16,3,98,N,N
1.058614e+06,2.715060e+11,9.680083e+15,1,54,N,N
1.768566e+06,7.149462e+11,9.350875e+15,1,100,N,N
1.594499e+06,5.530084e+11,1.124447e+16,1,0,N,N
1.603628e+06,5.700989e+11,7.854036e+15,1,12,N,N
1.483482e+06,4.654816e+11,1.059237e+16,3,72,N,N
1.464067e+06,4.312229e+11,1.233335e+16,2,85,N,N
1.801172e+06,7.117181e+11,1.457197e+16,0,98,N,N
1.717416e+06,6.140518e+11,1.049548e+16,0,11,N,N
1.304139e+06,3.634323e+11,1.013698e+16,2,50,N,N
1.611041e+06,5.850484e+11,1.095670e+16,1,104,N,N
