2.948563e+01,-2.320564e+02,2.540188e+04,-4.942240e+01,-1.123517e+04,-1.006773e+06,1.031976e+05,4.427649e+05,7.123333e+07,-4.698865e+01,-3.281503e+04,1.366545e+06,-2.007625e+03,-8.095295e+04,-1.921711e+07,9.733082e+04,-8.660854e+07,2.350660e+09,3.151824e+05,-7.898309e+06,2.589642e+08,-7.416643e+06,1.651029e+08,-6.551899e+09,8.864549e+08,-1.262511e+10,4.634613e+11,0,103
2.799185e+01,-2.646072e+02,2.456108e+04,-2.137964e+01,-1.372288e+04,-1.133424e+06,9.318700e+04,-8.250646e+04,7.467297e+07,-2.145931e+01,-2.012647e+04,9.250943e+05,-2.636654e+03,1.402702e+05,-1.895353e+07,1.695296e+05,-4.830282e+07,1.947220e+09,2.644091e+05,-7.646566e+06,2.183598e+08,-5.355830e+06,1.700383e+08,-6.346690e+09,6.963446e+08,-1.553888e+10,4.402459e+11,0,31
2.741630e+01,-2.636635e+02,3.018828e+04,-2.336573e+01,-2.369010e+03,-1.319424e+06,9.197546e+04,3.728261e+05,8.891282e+07,-3.433162e+01,-1.523996e+04,7.648207e+05,-2.021920e+03,7.409673e+03,-2.150963e+07,8.707507e+04,-4.064311e+07,1.637686e+09,2.413835e+05,-7.858968e+06,2.511409e+08,-4.487028e+06,2.436516e+08,-8.533140e+09,6.735798e+08,-1.611763e+10,5.520628e+11,0,92
2.550949e+01,-2.963224e+02,3.634046e+04,-4.667660e+01,-2.118121e+04,-1.356639e+06,7.717963e+04,-3.410743e+05,1.017294e+08,-9.623798e+01,-2.083432e+04,1.693546e+06,-9.876255e+03,1.598299e+05,-4.554053e+07,1.202660e+05,-5.262989e+07,4.081139e+09,1.999801e+05,-6.605141e+06,2.343264e+08,-4.172320e+06,1.260151e+08,-6.503019e+09,4.871344e+08,-1.313621e+10,4.951610e+11,0,44
2.926778e+01,-2.366801e+02,2.430503e+04,-1.751343e+01,-1.653777e+03,-1.178430e+06,1.083213e+05,3.738986e+05,7.774080e+07,-7.027055e+01,-2.986998e+04,1.291303e+06,-3.295639e+03,1.455915e+05,-3.740350e+07,1.913368e+05,-7.998033e+07,2.783895e+09,2.992472e+05,-8.202432e+06,2.495279e+08,-6.322404e+06,2.723751e+08,-9.050361e+09,8.749880e+08,-1.751145e+10,5.475712e+11,0,18
2.538286e+01,-2.259215e+02,3.357700e+04,2.669613e+00,-1.615180e+03,-1.651609e+06,7.573361e+04,2.183714e+05,1.019117e+08,-2.284738e+01,-2.725686e+04,1.658796e+06,-2.467655e+03,1.109206e+05,-7.119614e+07,6.016246e+05,-6.826817e+07,4.265504e+09,1.893232e+05,-5.803609e+06,2.241861e+08,-2.257034e+06,2.159730e+08,-9.218228e+09,4.769313e+08,-1.222143e+10,5.624739e+11,0,75
2.839852e+01,-2.669418e+02,2.572705e+04,-4.848688e+01,-1.776049e+04,-9.737734e+05,9.679112e+04,1.240808e+05,7.604368e+07,3.225700e+00,-1.256108e+04,5.495890e+05,-9.373519e+03,-2.191681e+05,1.205600e+06,1.045360e+05,-3.393601e+07,1.200968e+09,2.878505e+05,-7.934689e+06,2.113903e+08,-6.893578e+06,1.230659e+08,-3.854930e+09,7.878997e+08,-1.456281e+10,3.856669e+11,0,104
2.844175e+01,-2.560129e+02,2.489250e+04,-1.586804e+01,2.382645e+03,-1.283958e+06,9.966234e+04,2.347883e+05,8.072313e+07,3.434463e+00,-1.461195e+04,4.248827e+05,-2.189124e+03,1.840953e+05,-6.987475e+06,3.077436e+05,-4.134231e+07,5.219768e+08,2.790090e+05,-8.603413e+06,2.557770e+08,-5.461652e+06,3.215612e+08,-1.090254e+10,7.906051e+08,-1.937879e+10,6.338739e+11,0,84
2.683474e+01,-2.795913e+02,3.570920e+04,1.863816e+01,-6.752106e+03,-1.598707e+06,9.128902e+04,3.578512e+05,9.676896e+07,1.660434e+01,-3.087102e+03,-1.616944e+05,-1.002728e+04,-2.397633e+05,6.211404e+06,1.126389e+05,-1.869812e+07,-2.254961e+08,2.247457e+05,-7.658858e+06,2.766182e+08,-3.093179e+06,2.060650e+08,-8.716666e+09,6.395583e+08,-1.396765e+10,5.304566e+11,0,85
2.656557e+01,-2.820446e+02,3.616389e+04,-1.970116e+01,-9.804680e+03,-1.525931e+06,9.197845e+04,3.649543e+05,1.088709e+08,-2.762008e+01,-7.216651e+03,4.050049e+05,-6.605986e+03,3.461920e+04,-1.457024e+07,1.143461e+05,-2.700609e+07,1.182151e+09,2.132266e+05,-7.627122e+06,2.515359e+08,-4.390399e+06,1.952811e+08,-7.592746e+09,6.009059e+08,-1.545824e+10,5.452634e+11,0,24
2.765726e+01,-2.343129e+02,2.045704e+04,-4.447043e+01,-5.256995e+03,-8.112204e+05,8.110679e+04,3.208932e+05,5.850285e+07,-8.002273e+00,-1.062706e+04,3.567845e+05,-4.574248e+03,-2.475572e+05,-6.882403e+04,1.604907e+05,-2.810313e+07,6.352808e+08,2.720154e+05,-7.177187e+06,1.736504e+08,-5.585316e+06,1.799689e+08,-4.651873e+09,6.443800e+08,-1.265528e+10,3.246096e+11,0,104
2.814559e+01,-2.314203e+02,2.290664e+04,-4.045914e+01,2.144676e+03,-1.225958e+06,8.916430e+04,1.506247e+05,7.514140e+07,-1.674275e+01,-1.532704e+04,5.346382e+05,-3.328295e+01,-2.354788e+05,-9.559789e+06,7.428707e+04,-2.196700e+07,7.689413e+08,2.737653e+05,-7.617173e+06,2.186253e+08,-4.645784e+06,2.955585e+08,-9.452094e+09,6.990295e+08,-1.680521e+10,5.271451e+11,0,22
2.964016e+01,-2.215925e+02,2.186678e+04,-1.408625e+00,-6.600475e+03,-1.035561e+06,9.225500e+04,1.603902e+05,6.995727e+07,-3.655800e+01,-2.415197e+04,9.112940e+05,-3.288392e+03,-4.943443e+05,-1.817365e+07,5.110255e+05,-5.027670e+07,1.903868e+09,3.205963e+05,-7.679396e+06,2.169075e+08,-4.629715e+06,2.008608e+08,-6.222395e+09,7.785286e+08,-1.468091e+10,4.205805e+11,0,20
2.923104e+01,-2.336405e+02,2.351988e+04,-2.416088e+01,-6.124003e+02,-1.079599e+06,1.050592e+05,3.717184e+05,7.177579e+07,-7.072064e+01,-3.165522e+04,1.328380e+06,-7.419161e+03,6.568169e+04,-3.478566e+07,1.014119e+05,-7.757185e+07,2.510383e+09,3.044870e+05,-8.207813e+06,2.532081e+08,-6.584517e+06,2.801131e+08,-9.005206e+09,8.744345e+08,-1.690650e+10,5.347001e+11,0,18
2.857340e+01,-2.560163e+02,2.648600e+04,-2.875115e+01,-6.421475e+03,-1.196812e+06,9.932307e+04,4.068179e+05,8.300389e+07,-3.189816e+01,-1.294865e+04,6.846929e+05,-2.473651e+03,7.652077e+04,-2.008811e+07,1.852960e+05,-3.921177e+07,1.638592e+09,2.764965e+05,-8.302975e+06,2.423978e+08,-5.900966e+06,2.120718e+08,-7.322221e+09,7.717250e+08,-1.635786e+10,4.877701e+11,0,46
2.681800e+01,-2.429310e+02,3.108482e+04,1.809297e+01,8.552246e+03,-1.683033e+06,8.601659e+04,2.089459e+05,1.036451e+08,-8.198755e+01,-2.875946e+04,1.522141e+06,-1.647920e+03,1.816687e+04,-6.701476e+07,-4.184823e+04,-6.771556e+07,3.705315e+09,2.241847e+05,-7.080361e+06,2.636177e+08,-2.663222e+06,2.883667e+08,-1.212883e+10,5.329673e+08,-1.532065e+10,6.893824e+11,0,64
2.564174e+01,-2.457081e+02,3.557774e+04,9.999717e+00,4.358495e+01,-1.476719e+06,8.372547e+04,4.726418e+05,9.720697e+07,-2.770604e+01,-1.892304e+04,8.996281e+05,-1.401101e+03,3.016164e+03,-3.301830e+07,-3.921394e+04,-5.534716e+07,1.796797e+09,1.894767e+05,-6.634074e+06,2.587375e+08,-2.983689e+06,2.308261e+08,-8.698299e+09,5.376167e+08,-1.262189e+10,5.556979e+11,0,94
2.669716e+01,-2.495779e+02,3.146755e+04,-1.134752e+01,1.426999e+03,-1.378450e+06,8.614884e+04,4.566772e+05,8.978664e+07,-4.235031e+01,-9.582459e+03,6.238137e+05,-6.355015e+03,-3.202473e+05,-1.631907e+07,6.027876e+04,-2.133416e+07,1.218893e+09,2.245217e+05,-7.167893e+06,2.310167e+08,-3.798937e+06,2.463042e+08,-7.842062e+09,6.115881e+08,-1.384482e+10,4.704148e+11,0,10
2.815317e+01,-2.482840e+02,3.096090e+04,-3.729822e+01,-3.455563e+03,-1.403256e+06,1.044816e+05,5.132228e+05,1.065729e+08,-4.300721e+01,-2.117477e+04,1.178781e+06,-9.410549e+03,-1.420870e+05,-3.558381e+07,2.470026e+05,-6.200056e+07,2.914707e+09,2.550818e+05,-8.111733e+06,2.664947e+08,-5.506358e+06,2.691427e+08,-9.421881e+09,7.762807e+08,-1.782036e+10,6.662498e+11,0,30
2.844025e+01,-3.034361e+02,2.495192e+04,-7.051023e+01,-2.157263e+04,-8.620717e+05,9.375027e+04,-3.080706e+05,6.908062e+07,-2.352209e+01,-1.360659e+04,6.123386e+05,-3.667774e+03,3.161092e+05,-1.230993e+07,9.321184e+04,-3.490571e+07,1.286750e+09,3.046425e+05,-8.280422e+06,2.291527e+08,-7.697903e+06,1.020379e+08,-3.989893e+09,8.171335e+08,-1.483329e+10,3.880550e+11,0,89
2.923710e+01,-2.644743e+02,2.827986e+04,-6.231895e+01,-2.556902e+04,-8.775883e+05,9.703233e+04,3.096102e+04,7.311987e+07,-5.936658e+01,-3.161213e+04,1.269065e+06,-4.410781e+03,4.237960e+05,-2.457836e+06,-1.871963e+05,-8.933755e+07,2.238076e+09,3.205117e+05,-7.735142e+06,2.704685e+08,-8.291268e+06,2.966038e+07,-4.349806e+09,8.535692e+08,-1.059512e+10,4.530653e+11,0,103
2.710011e+01,-2.498961e+02,2.824476e+04,-4.713977e+01,-1.833324e+04,-1.248417e+06,8.953558e+04,9.026655e+04,8.932870e+07,-5.230078e+01,-1.485411e+04,1.022499e+06,-1.378816e+03,1.765893e+05,-3.870004e+07,-8.758895e+04,-3.889219e+07,2.847425e+09,2.442323e+05,-6.914974e+06,1.931353e+08,-5.268694e+06,1.373626e+08,-5.076567e+09,6.817471e+08,-1.437545e+10,4.204539e+11,0,8
2.724176e+01,-2.401237e+02,3.002319e+04,7.559411e-01,5.296361e+03,-1.318339e+06,9.121838e+04,5.328681e+05,8.920580e+07,-2.235880e+01,-4.773086e+03,1.885695e+05,-8.014811e+03,-4.738515e+05,4.617561e+06,2.257552e+05,-4.732182e+06,-1.802610e+07,2.383709e+05,-7.333628e+06,2.367226e+08,-3.611031e+06,2.732191e+08,-8.491647e+09,6.675777e+08,-1.438139e+10,5.063720e+11,0,10
2.846282e+01,-2.557281e+02,2.667270e+04,-2.202376e+01,-9.819533e+03,-1.219012e+06,9.552484e+04,3.714630e+05,7.922969e+07,-5.901896e+00,-4.231856e+03,2.132685e+05,-6.185407e+03,-1.416136e+05,-9.715740e+05,2.942282e+05,-1.438700e+07,5.625010e+08,2.795675e+05,-8.198339e+06,2.320637e+08,-5.434193e+06,1.922685e+08,-6.400220e+09,7.648395e+08,-1.509421e+10,4.306249e+11,0,45
2.837358e+01,-2.488622e+02,2.245769e+04,-4.864903e+01,-9.615732e+03,-9.750673e+05,8.791794e+04,2.475170e+05,6.255333e+07,6.868680e-02,-7.179072e+03,3.337444e+05,-4.655561e+03,-2.707616e+05,-7.845509e+03,4.050324e+05,-2.259479e+07,7.840722e+08,2.868743e+05,-7.640886e+06,2.021694e+08,-6.046832e+06,1.680636e+08,-5.605743e+09,7.185838e+08,-1.319733e+10,3.607398e+11,0,102
