setting,classifier,rate
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-hututu.dat')",KNN_manhattam,43.81
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,59.28
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,59.79
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,32.47
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hu1980.dat')",KNN_euclidean,32.47
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,56.19
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,71.13
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,71.65
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-zernike.dat')",MLP,28.35
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_euclidean,31.44
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,43.3
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-legendre.dat')",MLP,62.37
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-chebyshev.dat')",MLP,66.49
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,24.23
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hu1980.dat')",KNN_euclidean,36.08
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hututu.dat')",MLP,54.64
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,66.49
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,64.43
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-zernike.dat')",MLP,25.26
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-legendre.dat')",MLP,58.76
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,61.34
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,43.3
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,43.81
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,59.79
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,65.98
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,69.59
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-zernike.dat')",KNN_euclidean,36.6
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,43.3
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,49.48
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,57.73
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,61.34
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,31.96
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,44.85
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,60.31
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,70.1
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,66.49
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-zernike.dat')",KNN_manhattam,39.18
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,0.0
"('frontal', 'neutral-legendre.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,60.82
"('frontal', 'neutral-legendre.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,47.42
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,63.4
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,69.07
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,71.13
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,72.68
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,44.85
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,60.31
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,61.86
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,67.01
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-chebyshev.dat')",MLP,68.04
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-zernike.dat')",KNN_manhattam,39.69
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,59.79
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,70.1
