setting,classifier,rate
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-hututu.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,96.39
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,95.36
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,95.36
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,77.32
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,84.54
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-legendre.dat')",MLP,93.3
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,94.85
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,93.81
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,77.32
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,74.23
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,95.36
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_euclidean,90.21
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,89.69
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hu1980.dat')",KNN_euclidean,84.54
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,88.66
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,88.66
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-zernike.dat')",MLP,82.99
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hu1980.dat')",KNN_euclidean,79.38
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_euclidean,77.32
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,93.3
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_euclidean,77.32
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,95.36
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,94.33
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,94.33
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,94.85
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,96.39
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,96.91
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,95.36
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,86.6
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,95.36
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,94.33
