setting,classifier,rate
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-hututu.dat')",KNN_manhattam,80.93
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,78.35
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,84.02
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,76.8
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,70.1
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_euclidean,83.51
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,84.02
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hu1980.dat')",KNN_euclidean,81.96
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,85.57
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,82.99
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-zernike.dat')",MLP,80.41
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hu1980.dat')",KNN_euclidean,71.13
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,75.26
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,75.26
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,89.18
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,84.54
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,88.66
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,80.93
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,82.99
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-hututu.dat', 'sagittal', 'neutral-zernike.dat')",MLP,89.18
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,85.57
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-hututu.dat', 'transversal', 'neutral-zernike.dat')",KNN_euclidean,85.05
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,80.41
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,84.54
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,85.57
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,84.54
"('frontal', 'neutral-hututu.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,89.69
"('frontal', 'neutral-legendre.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-legendre.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,94.33
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,94.85
"('frontal', 'neutral-legendre.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,91.75
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,94.85
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-legendre.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,91.24
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,91.75
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,93.81
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-legendre.dat', 'transversal', 'neutral-zernike.dat')",MLP,89.18
"('frontal', 'neutral-legendre.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-legendre.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-legendre.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-legendre.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-legendre.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,93.81
"('frontal', 'neutral-chebyshev.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,89.69
"('frontal', 'neutral-chebyshev.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-chebyshev.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,92.27
"('frontal', 'neutral-chebyshev.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,94.85
"('frontal', 'neutral-chebyshev.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,94.33
"('frontal', 'neutral-chebyshev.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-chebyshev.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-chebyshev.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-chebyshev.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,93.3
"('frontal', 'neutral-chebyshev.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-chebyshev.dat', 'sagittal', 'neutral-zernike.dat')",MLP,91.75
"('frontal', 'neutral-chebyshev.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-chebyshev.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-chebyshev.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,93.81
"('frontal', 'neutral-chebyshev.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-chebyshev.dat', 'transversal', 'neutral-zernike.dat')",MLP,88.66
"('frontal', 'neutral-chebyshev.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-chebyshev.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-chebyshev.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,91.75
"('frontal', 'neutral-chebyshev.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-chebyshev.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,93.3
"('frontal', 'neutral-zernike.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,88.14
"('frontal', 'neutral-zernike.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-zernike.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,92.78
"('frontal', 'neutral-zernike.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,91.75
"('frontal', 'neutral-zernike.dat', 'radial', 'neutral-zernike.dat')",KNN_manhattam,93.3
"('frontal', 'neutral-zernike.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-zernike.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-zernike.dat', 'sagittal', 'neutral-zernike.dat')",KNN_manhattam,91.24
"('frontal', 'neutral-zernike.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-zernike.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('frontal', 'neutral-zernike.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,90.21
"('frontal', 'neutral-zernike.dat', 'transversal', 'neutral-zernike.dat')",KNN_manhattam,89.18
"('frontal', 'neutral-zernike.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,88.14
"('frontal', 'neutral-zernike.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,87.63
"('frontal', 'neutral-zernike.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,89.18
"('radial', 'neutral-hu1980.dat', 'radial', 'neutral-hututu.dat')",KNN_manhattam,79.38
"('radial', 'neutral-hu1980.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,89.69
"('radial', 'neutral-hu1980.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,90.72
"('radial', 'neutral-hu1980.dat', 'radial', 'neutral-zernike.dat')",KNN_euclidean,87.11
"('radial', 'neutral-hu1980.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_euclidean,69.59
"('radial', 'neutral-hu1980.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,71.13
"('radial', 'neutral-hu1980.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,88.66
"('radial', 'neutral-hu1980.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,84.54
"('radial', 'neutral-hu1980.dat', 'sagittal', 'neutral-zernike.dat')",MLP,86.08
"('radial', 'neutral-hu1980.dat', 'transversal', 'neutral-hu1980.dat')",KNN_euclidean,66.49
"('radial', 'neutral-hu1980.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,84.02
"('radial', 'neutral-hu1980.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,90.21
"('radial', 'neutral-hu1980.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,81.44
"('radial', 'neutral-hu1980.dat', 'transversal', 'neutral-zernike.dat')",KNN_euclidean,79.9
"('radial', 'neutral-hu1980.dat', 'whole', 'neutral-hu1980.dat')",KNN_euclidean,55.15
"('radial', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_euclidean,66.49
"('radial', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,85.57
"('radial', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_euclidean,66.49
"('radial', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,87.63
"('radial', 'neutral-hututu.dat', 'radial', 'neutral-legendre.dat')",KNN_manhattam,89.69
"('radial', 'neutral-hututu.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,90.21
"('radial', 'neutral-hututu.dat', 'radial', 'neutral-zernike.dat')",KNN_euclidean,86.6
"('radial', 'neutral-hututu.dat', 'sagittal', 'neutral-hu1980.dat')",KNN_manhattam,82.99
"('radial', 'neutral-hututu.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,84.54
"('radial', 'neutral-hututu.dat', 'sagittal', 'neutral-legendre.dat')",KNN_manhattam,90.72
"('radial', 'neutral-hututu.dat', 'sagittal', 'neutral-chebyshev.dat')",KNN_manhattam,88.66
"('radial', 'neutral-hututu.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,88.14
"('radial', 'neutral-hututu.dat', 'transversal', 'neutral-hu1980.dat')",KNN_manhattam,80.41
"('radial', 'neutral-hututu.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,86.08
"('radial', 'neutral-hututu.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,91.75
"('radial', 'neutral-hututu.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,89.69
"('radial', 'neutral-hututu.dat', 'transversal', 'neutral-zernike.dat')",MLP,82.99
"('radial', 'neutral-hututu.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,79.38
"('radial', 'neutral-hututu.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,78.87
"('radial', 'neutral-hututu.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,87.11
"('radial', 'neutral-hututu.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,78.87
"('radial', 'neutral-hututu.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,87.63
"('radial', 'neutral-legendre.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,92.27
