setting,classifier,rate
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-hututu.dat')",KNN_manhattam,38.66
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,59.28
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,59.28
"('frontal', 'neutral-hu1980.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,27.84
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hu1980.dat')",KNN_euclidean,32.99
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-hututu.dat')",KNN_euclidean,50.52
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-legendre.dat')",KNN_euclidean,65.46
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-chebyshev.dat')",KNN_manhattam,69.07
"('frontal', 'neutral-hu1980.dat', 'radial', 'neutral-zernike.dat')",KNN_euclidean,30.41
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hu1980.dat')",MLP,28.35
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-hututu.dat')",KNN_manhattam,39.69
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-legendre.dat')",MLP,60.31
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-chebyshev.dat')",MLP,62.89
"('frontal', 'neutral-hu1980.dat', 'sagittal', 'neutral-zernike.dat')",KNN_euclidean,22.16
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hu1980.dat')",KNN_euclidean,32.47
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-hututu.dat')",KNN_manhattam,41.24
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-legendre.dat')",KNN_manhattam,51.03
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,56.7
"('frontal', 'neutral-hu1980.dat', 'transversal', 'neutral-zernike.dat')",MLP,25.26
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hu1980.dat')",KNN_euclidean,25.26
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_euclidean,37.63
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_euclidean,47.42
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_euclidean,53.09
"('frontal', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,28.35
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-legendre.dat')",KNN_manhattam,51.55
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-chebyshev.dat')",KNN_manhattam,55.15
"('frontal', 'neutral-hututu.dat', 'frontal', 'neutral-zernike.dat')",KNN_manhattam,35.05
"('frontal', 'neutral-hututu.dat', 'radial', 'neutral-hu1980.dat')",KNN_manhattam,42.78
