1.052497e+07,6.664317e+13,8.231998e+07,1.000764e+07,2.642730e+13,-2.607228e+13,6.133086e+13,9.818665e+06,8.473216e+13,9.886497e+07,1.226290e+07,-4.128246e+14,-1.103070e+14,-1.399085e+14,1.656997e+06,1.084460e+12,1.297668e+06,2.478928e+05,-3.158604e+10,-1.855013e+11,-1.585129e+11,1.508911e+07,1.774014e+14,5.024062e+07,5.340094e+07,2.765953e+15,6.991168e+14,-4.935715e+14,1.672909e+07,1.422262e+14,1.256578e+09,1.203061e+08,-3.435855e+16,-1.183470e+15,-7.462284e+15,3.411520e+06,3.225217e+12,2.670513e+06,2.672093e+05,-1.802698e+11,-1.660889e+11,-2.889591e+11,1.687893e+07,2.288632e+14,5.916255e+07,6.048182e+07,3.617194e+15,9.144995e+14,1.832739e+14,1.810117e+07,2.007351e+14,1.596892e+09,1.893659e+08,-8.137144e+16,-2.306145e+15,-2.418696e+16,2.972952e+06,1.509996e+12,2.177463e+06,6.979537e+05,8.586678e+11,2.978113e+11,-8.145512e+10,7.898463e+06,3.655630e+13,1.267180e+08,2.186705e+07,4.187830e+14,-8.333905e+12,8.768508e+14,7.625649e+06,4.220409e+13,2.285097e+08,2.951656e+07,-2.032572e+15,-1.707671e+14,-4.954165e+14,1.580748e+06,2.846422e+11,1.079251e+06,2.634472e+05,1.377455e+11,1.144551e+10,1.123769e+11,0,34
1.137124e+07,7.828497e+13,1.579503e+08,1.644467e+07,-6.505801e+14,-1.270475e+14,-5.560366e+14,1.030840e+07,9.957657e+13,9.375560e+07,1.120409e+07,-3.343285e+14,-1.071043e+14,-2.284903e+14,1.460526e+06,1.205403e+12,3.697379e+05,7.433636e+04,-1.196219e+10,-7.241225e+10,-7.896284e+09,1.856174e+07,2.796702e+14,2.884724e+06,5.273460e+05,1.168461e+11,-1.348894e+12,1.889797e+11,1.963255e+07,2.454339e+14,1.175061e+09,1.135340e+08,-4.122585e+16,-1.774247e+15,-3.833205e+16,2.912431e+06,1.592615e+12,2.298531e+06,3.104570e+05,8.722379e+09,2.085040e+11,-2.607557e+11,2.159215e+07,3.828602e+14,1.565235e+05,1.858911e+05,2.498913e+10,3.637198e+12,-3.250130e+08,2.224490e+07,3.579793e+14,1.739924e+09,2.222278e+08,-1.381828e+17,-4.204413e+15,-1.339342e+17,2.678149e+06,5.865788e+11,1.208592e+06,9.883980e+05,9.150644e+11,7.568117e+11,8.040128e+11,1.155596e+07,8.545397e+13,1.550240e+08,1.639222e+07,-7.938753e+14,-1.478680e+14,-8.146083e+14,1.123743e+07,9.145824e+13,5.922380e+08,8.184785e+07,-1.784619e+16,-7.773752e+14,-1.751817e+16,1.993494e+06,8.901122e+11,1.887453e+06,9.445901e+05,1.116294e+12,3.159409e+11,6.324921e+11,0,95
1.125444e+07,8.189978e+13,9.248155e+07,1.816650e+07,5.229021e+14,3.273480e+13,4.490041e+14,1.053398e+07,9.976944e+13,8.713495e+07,1.454757e+07,3.011891e+13,-4.772669e+13,9.991477e+13,1.486731e+06,7.087172e+11,5.803800e+05,8.788222e+04,-1.977933e+10,-7.208346e+10,-1.016027e+10,1.979300e+07,3.291393e+14,1.169601e+07,6.144781e+06,5.027638e+13,6.875351e+13,1.882841e+13,2.112601e+07,2.881134e+14,1.245827e+09,1.332041e+08,-5.345279e+16,-2.247705e+15,-4.080603e+16,2.990884e+06,2.816912e+12,3.809495e+05,8.857796e+04,1.443673e+10,-1.128226e+11,2.020564e+10,1.991040e+07,3.256347e+14,1.766332e+07,1.202664e+07,1.748941e+14,2.013712e+14,1.193058e+14,2.066268e+07,3.074302e+14,1.528262e+09,1.897485e+08,-1.021358e+17,-3.326006e+15,-6.955364e+16,2.624187e+06,5.829772e+11,7.122887e+05,1.108752e+06,8.562774e+11,6.740544e+11,9.463923e+11,9.919371e+06,5.505439e+13,1.322971e+08,1.870805e+07,3.338974e+14,-1.531742e+13,6.239317e+14,9.524009e+06,6.171171e+13,4.764229e+08,7.047145e+07,-1.174729e+16,-5.197385e+14,-7.189352e+15,2.105277e+06,9.715561e+11,2.773911e+06,8.726341e+05,6.088563e+11,-2.960080e+11,1.751561e+12,0,28
1.171656e+07,8.515859e+13,9.240687e+07,1.184871e+07,-2.419978e+12,-3.990700e+13,5.469454e+13,1.083456e+07,1.050735e+14,8.002274e+07,1.057774e+07,-1.913574e+14,-8.382823e+13,-4.814904e+13,1.611678e+06,1.072772e+12,7.936275e+05,1.297464e+05,-3.072483e+10,-1.242779e+11,-5.604667e+10,1.795853e+07,2.594236e+14,2.017495e+07,2.405994e+06,-1.351883e+13,-3.520264e+13,-1.222086e+13,1.938650e+07,2.176784e+14,9.379023e+08,7.839368e+07,-1.893821e+16,-1.095477e+15,-1.711600e+16,3.285778e+06,2.757288e+12,3.042478e+06,9.354312e+05,1.335225e+12,1.470403e+12,6.055425e+11,2.248038e+07,4.193573e+14,3.043129e+05,1.408834e+05,2.867679e+10,1.793884e+12,3.725106e+10,2.288256e+07,4.062711e+14,1.223902e+09,1.382368e+08,-5.477239e+16,-2.726167e+15,-5.043506e+16,2.405765e+06,1.767699e+11,1.767362e+06,2.404151e+05,5.273336e+10,-1.913521e+10,-1.057449e+11,1.114649e+07,8.102054e+13,1.851336e+08,2.790747e+07,1.457019e+14,-8.120878e+13,6.629776e+14,1.049561e+07,9.417755e+13,2.100213e+08,2.901040e+07,-1.131356e+15,-1.921296e+14,-2.546047e+14,1.494641e+06,5.026427e+11,1.127408e+05,4.092114e+04,1.251637e+08,-2.900817e+10,3.234181e+09,0,27
6.324519e+06,1.973575e+13,3.557942e+07,2.362888e+06,-2.071229e+13,-1.021870e+13,-1.996722e+13,6.454761e+06,1.865500e+13,1.298670e+08,5.319852e+06,-1.391580e+14,-2.290274e+13,-1.304197e+14,2.012719e+06,9.329693e+10,6.099003e+06,1.491831e+06,4.082015e+12,3.700363e+11,4.227866e+12,1.212507e+07,1.111618e+14,2.055892e+07,6.717488e+06,6.442962e+13,3.071462e+13,3.210803e+13,1.537502e+07,5.358810e+13,1.338733e+09,1.311495e+08,-5.439135e+16,-9.545360e+14,-4.433216e+16,4.832038e+06,1.084124e+13,1.476225e+06,9.250412e+04,1.130751e+10,2.115008e+11,5.036831e+09,1.461843e+07,1.623557e+14,3.155533e+07,2.177324e+07,5.616557e+14,2.298680e+14,6.336218e+14,1.572561e+07,1.356051e+14,1.270234e+09,1.790647e+08,-6.962577e+16,-1.832380e+15,-4.643297e+16,2.984245e+06,2.033662e+12,1.507867e+05,1.395338e+06,6.164378e+11,1.919523e+12,7.307438e+11,6.718372e+06,2.396613e+13,1.033712e+08,1.452883e+07,-5.034745e+14,-6.619168e+13,-5.159652e+14,6.774710e+06,2.345077e+13,1.177974e+08,1.986965e+07,-9.081237e+14,-9.143122e+13,-8.150790e+14,1.880667e+06,3.606087e+11,6.894951e+05,4.417464e+05,-6.143443e+10,2.602014e+11,-9.140213e+10,0,17
9.445340e+06,5.297597e+13,6.317440e+07,8.884725e+06,7.591985e+13,-6.201606e+12,8.828912e+13,8.779759e+06,6.547458e+13,8.597652e+07,1.005158e+07,-1.643914e+14,-6.063943e+13,-2.929175e+13,1.502743e+06,4.942239e+11,1.829345e+06,3.880574e+04,5.184504e+09,-1.539404e+10,-7.832079e+09,1.565013e+07,1.956401e+14,8.142900e+06,1.479078e+06,1.411742e+12,-5.885078e+12,1.800853e+12,1.741023e+07,1.496987e+14,1.287123e+09,1.163610e+08,-4.481132e+16,-1.418969e+15,-4.123336e+16,3.444497e+06,3.598294e+12,2.422068e+06,4.990187e+05,4.566050e+11,9.022391e+11,3.740804e+11,1.906803e+07,2.961895e+14,3.676883e+05,1.002842e+05,1.925012e+10,1.555904e+12,-2.441705e+09,1.941138e+07,2.850715e+14,1.212689e+09,1.463986e+08,-6.072343e+16,-2.442970e+15,-5.993558e+16,2.201305e+06,1.554625e+11,1.067904e+06,3.639029e+05,2.210378e+11,1.268329e+11,1.320815e+10,9.517727e+06,5.396820e+13,1.486686e+08,2.863551e+07,9.693469e+14,1.776733e+13,1.815446e+15,9.324625e+06,5.684164e+13,4.221500e+08,6.316162e+07,-4.581319e+15,-2.830274e+14,-1.528655e+15,1.980871e+06,2.035671e+12,4.425619e+05,1.167164e+05,1.443092e+10,-5.439633e+10,3.575803e+10,0,80
1.118337e+07,7.287510e+13,1.290953e+08,2.248842e+07,7.592610e+14,2.788743e+13,6.963052e+14,1.026689e+07,9.184024e+13,1.249443e+08,2.061871e+07,-3.279624e+13,-7.844176e+13,1.964790e+14,1.740106e+06,1.539191e+12,9.632471e+05,8.599064e+04,-2.452827e+10,-9.992190e+10,1.973311e+09,1.943107e+07,3.103384e+14,3.207096e+07,4.823477e+06,-9.792001e+12,-3.514632e+13,1.032721e+13,2.065597e+07,2.711011e+14,1.249430e+09,1.316112e+08,-4.180877e+16,-1.893763e+15,-4.116711e+16,3.039788e+06,2.210627e+12,1.016759e+06,8.319395e+04,-2.671046e+08,9.336117e+10,-1.251102e+10,2.258758e+07,4.260451e+14,1.118971e+07,8.184510e+06,7.832381e+13,1.656855e+14,3.021562e+13,2.306660e+07,4.097628e+14,1.610906e+09,1.957789e+08,-1.077418e+17,-3.916177e+15,-8.436111e+16,2.426946e+06,3.291704e+11,5.043570e+05,5.310498e+05,1.818066e+11,3.040257e+11,1.855160e+11,1.160767e+07,8.294526e+13,1.732237e+08,2.477431e+07,2.060190e+14,-5.817139e+13,6.480434e+14,1.127740e+07,8.937063e+13,6.108867e+08,8.363816e+07,-1.736357e+16,-7.392049e+14,-1.110844e+16,2.175467e+06,8.181322e+11,1.850430e+06,7.040134e+05,5.692855e+11,-2.512933e+09,8.220686e+11,0,101
1.101592e+07,7.127316e+13,7.501516e+07,1.626003e+07,4.849141e+14,5.570830e+13,3.342550e+14,1.034829e+07,8.855224e+13,1.205861e+08,1.572375e+07,-8.964313e+13,-7.131867e+13,9.278465e+13,1.909266e+06,5.079699e+11,2.327560e+06,2.290923e+04,-4.126512e+07,-1.387304e+10,-6.343135e+09,1.954440e+07,3.129375e+14,1.909744e+07,2.498956e+06,-8.088798e+12,-3.516141e+13,-9.783209e+12,2.161797e+07,2.490343e+14,1.469586e+09,1.573979e+08,-6.588877e+16,-2.298756e+15,-5.924731e+16,3.932782e+06,5.162182e+12,4.686154e+05,5.900147e+03,2.748866e+08,-7.196114e+09,2.829537e+08,2.203904e+07,3.984193e+14,1.325964e+07,1.858639e+06,-3.513366e+12,-2.285758e+13,-2.261245e+12,2.203007e+07,4.083604e+14,9.660551e+08,1.173371e+08,-3.606601e+16,-2.248844e+15,-3.134761e+16,2.069652e+06,1.505217e+11,7.248409e+04,4.097974e+05,-1.145885e+10,4.696931e+10,1.215032e+10,1.012360e+07,6.365815e+13,1.029368e+08,1.569611e+07,1.482685e+13,-4.486029e+13,1.516251e+14,1.054386e+07,5.712302e+13,5.661285e+08,8.620223e+07,-1.837205e+16,-6.191738e+14,-1.373582e+16,2.566672e+06,3.602154e+12,1.707974e+06,1.488127e+06,2.319462e+12,2.009648e+12,2.122406e+12,0,80
9.216331e+06,5.020464e+13,7.434367e+07,1.116673e+07,1.646605e+14,1.630824e+12,1.642689e+14,8.524105e+06,6.189458e+13,8.954906e+07,1.290583e+07,-1.407306e+14,-5.980909e+13,1.618394e+13,1.439769e+06,9.798059e+11,8.194427e+05,4.358700e+04,-7.772675e+09,-3.884075e+10,2.520605e+09,1.307982e+07,1.306280e+14,1.257831e+06,8.734123e+05,9.070700e+11,7.486712e+12,9.082866e+10,1.475621e+07,9.499912e+13,1.100699e+09,8.706881e+07,-2.653231e+16,-8.455935e+14,-2.353959e+16,3.343190e+06,3.221789e+12,5.668231e+06,1.421770e+06,3.066305e+12,2.119776e+12,7.768913e+11,1.384298e+07,1.474211e+14,5.594759e+06,5.405982e+06,2.967646e+13,6.550725e+13,3.776160e+12,1.546015e+07,1.112535e+14,1.420633e+09,1.842414e+08,-9.144547e+16,-1.913934e+15,-7.725690e+16,3.319089e+06,2.616879e+12,1.880661e+06,1.052970e+06,1.441783e+12,1.202083e+12,5.682575e+11,8.151208e+06,3.483951e+13,7.976932e+07,7.676907e+06,-1.794279e+14,-4.387942e+13,-1.865894e+14,8.012590e+06,3.651498e+13,3.380004e+08,5.622938e+07,-7.740494e+15,-3.394932e+14,-7.291020e+15,2.111169e+06,3.162225e+11,4.352042e+06,1.613813e+06,4.169097e+12,4.100913e+11,2.493137e+12,0,93
7.268605e+06,2.645164e+13,4.407558e+07,4.317879e+06,2.070322e+12,-6.829168e+12,1.160335e+13,6.617701e+06,3.467269e+13,8.351480e+07,8.502479e+06,-2.098398e+14,-4.784679e+13,-1.047439e+14,1.477746e+06,5.281657e+11,1.881485e+06,4.200364e+03,3.544199e+07,-2.847351e+09,3.535526e+08,1.304228e+07,1.323354e+14,1.570690e+07,3.926592e+06,1.937081e+13,7.953723e+12,1.471064e+13,1.552770e+07,8.310619e+13,1.242442e+09,1.017014e+08,-3.529612e+16,-9.137235e+14,-2.892373e+16,4.024910e+06,6.735102e+12,2.900266e+06,9.738038e+05,1.496433e+12,2.439370e+12,1.450331e+12,1.522372e+07,1.842773e+14,8.121567e+06,8.013018e+06,6.464092e+13,1.062907e+14,2.849476e+13,1.611347e+07,1.632609e+14,1.251971e+09,1.492176e+08,-6.414486e+16,-1.899525e+15,-4.739439e+16,2.541091e+06,7.992098e+11,1.499127e+06,5.381029e+05,4.745991e+11,2.271722e+11,-9.268104e+10,7.553867e+06,3.079401e+13,1.434323e+08,2.201798e+07,1.089377e+14,-3.613512e+13,3.923104e+14,7.121213e+06,3.582068e+13,2.721683e+08,4.016785e+07,-2.747807e+15,-1.884570e+14,-1.491711e+15,1.576446e+06,7.809604e+11,7.114372e+05,2.196363e+05,8.668467e+10,3.561001e+10,5.867909e+10,0,4
