3.696210e-08,-2.151655e-07,2.858537e-05,-1.119637e-03,-1.844878e-08,1.444623e-05,2.019754e-04,-3.638003e-03,4.823166e-04,-2.402459e-03,2.665567e-01,-8.563216e+00,6.588549e-09,4.412716e-06,-2.975681e-04,2.456834e-02,-1.730353e-05,-2.202876e-04,7.764848e-03,-6.256902e-01,6.278982e-05,4.052768e-02,-2.852091e+00,1.912955e+02,2.492806e-04,-6.216324e-03,3.695447e-01,-2.294063e+01,1.151378e-03,-1.983925e-02,5.020491e+00,-4.167507e+02,2.221537e+00,-5.001537e+01,2.566191e+03,-1.342963e+05,0,100
5.749240e-08,-3.297857e-07,6.551971e-05,-2.527528e-03,-2.710309e-08,-4.840273e-05,-1.205027e-04,-1.370183e-01,7.618833e-04,1.256607e-03,6.198828e-01,-1.133284e+01,-6.050250e-09,-3.356557e-06,5.007424e-04,-3.493077e-02,-2.985824e-05,3.580636e-04,-6.438104e-02,5.051084e+00,1.173532e-03,-1.551360e-02,4.982125e+00,-1.410683e+02,4.218060e-04,-1.336801e-02,8.940381e-01,-6.473656e+01,4.207084e-03,-3.366551e-01,2.203919e+01,-1.916129e+03,3.815787e+00,-9.047504e+01,5.772399e+03,-3.668463e+05,0,35
3.890411e-08,-2.912559e-07,5.806579e-05,-2.551367e-03,-4.341086e-09,-2.945796e-05,-1.334367e-03,-5.880868e-02,4.921928e-04,-1.256936e-03,4.866589e-01,-1.418131e+01,4.512228e-10,-3.722384e-06,6.867299e-04,-8.185278e-02,2.713259e-06,-7.229638e-04,4.276421e-02,-4.949219e+00,-9.722306e-05,8.201980e-03,2.566072e+00,-2.177693e+02,2.479918e-04,-9.069552e-03,7.047215e-01,-5.854045e+01,6.809843e-04,-3.545836e-02,-7.753008e-01,-3.162799e+02,2.044390e+00,-5.994025e+01,4.332748e+03,-3.181217e+05,0,36
4.173161e-08,-3.176658e-07,6.160375e-05,-2.658903e-03,-5.576336e-08,6.258974e-05,-9.624079e-04,1.717851e-01,5.316616e-04,-3.701022e-03,6.401598e-01,-2.680658e+01,3.780045e-09,8.735728e-07,-4.262050e-05,1.908144e-03,-1.239609e-05,7.791659e-04,-5.932929e-02,5.701673e+00,-1.035718e-03,9.468294e-04,1.218481e+00,-1.584824e+02,2.968355e-04,-9.338504e-03,7.346560e-01,-5.676610e+01,4.401808e-03,1.763967e-01,-7.525726e+00,9.619336e+02,2.476704e+00,-6.362283e+01,5.031828e+03,-3.553586e+05,0,94
4.555379e-08,-3.223992e-07,5.494079e-05,-2.378929e-03,-1.026281e-08,-9.760402e-05,2.847815e-03,-3.654732e-01,7.253799e-04,-7.003543e-03,1.001182e+00,-4.577157e+01,-2.787491e-08,-2.581519e-06,-1.916757e-04,2.108647e-02,-2.597867e-05,1.436116e-03,-9.053793e-02,8.575163e+00,-2.328726e-03,1.058989e-01,-1.469243e+01,1.426057e+03,2.981718e-04,-7.980473e-03,5.904133e-01,-4.382813e+01,4.339538e-03,-6.297469e-01,4.818676e+01,-4.348244e+03,3.306951e+00,-1.133677e+02,8.567367e+03,-6.718216e+05,0,25
4.427923e-08,-2.888158e-07,5.288968e-05,-2.670499e-03,-5.735877e-08,7.990754e-06,-8.144762e-04,5.137196e-02,5.118653e-04,2.698248e-04,3.875631e-01,-1.578584e+01,1.680259e-08,-3.075167e-06,1.825064e-04,-2.022612e-02,6.639423e-06,-8.825781e-04,5.865176e-02,-5.637379e+00,1.221925e-03,-2.346040e-02,-2.660362e-01,6.791096e+01,3.252377e-04,-1.071171e-02,7.712032e-01,-5.916815e+01,2.802702e-03,3.999643e-02,-4.499631e+00,5.169357e+02,2.419848e+00,-5.800761e+01,4.061690e+03,-2.874276e+05,0,92
5.589204e-08,-3.266533e-07,6.778734e-05,-2.632611e-03,-5.209231e-08,-3.083210e-05,8.337083e-05,-1.057077e-01,7.969137e-04,1.451877e-03,6.859131e-01,-1.761222e+01,1.177616e-08,-1.190390e-05,9.162949e-04,-7.703002e-02,-4.249347e-06,-4.478796e-04,1.140416e-02,-8.739017e-01,1.568921e-03,-1.789818e-01,1.277600e+01,-9.056940e+02,4.169608e-04,-1.374814e-02,9.369622e-01,-6.623192e+01,6.412186e-03,-3.256718e-01,2.259205e+01,-1.830424e+03,4.086963e+00,-1.038621e+02,7.151632e+03,-4.807255e+05,0,35
3.223880e-08,-2.041899e-07,2.629076e-05,-8.340171e-04,-2.416145e-08,-1.127696e-05,2.082079e-04,-3.629179e-02,5.047662e-04,-2.765691e-03,2.901702e-01,-9.573161e+00,-5.358603e-09,-3.167001e-06,2.130631e-04,-1.684472e-02,-4.450714e-06,2.675550e-04,-1.393079e-02,9.389355e-01,-1.720950e-04,-2.226979e-02,1.382225e+00,-1.002192e+02,2.119307e-04,-5.712426e-03,3.248413e-01,-1.978215e+01,2.626956e-03,-1.094569e-01,7.787691e+00,-5.558992e+02,2.194158e+00,-5.518920e+01,2.812478e+03,-1.521148e+05,0,54
4.738669e-08,-2.759194e-07,5.121205e-05,-2.287444e-03,-2.567752e-08,1.281823e-05,-8.081229e-04,6.369920e-02,6.070486e-04,6.067580e-04,4.262756e-01,-1.480305e+01,-1.842468e-08,5.105058e-06,-3.842432e-04,4.081395e-02,-2.041919e-05,-4.569268e-04,2.302256e-02,-3.793500e+00,-1.152527e-03,1.050611e-01,-7.360444e+00,6.775530e+02,3.507445e-04,-1.086326e-02,7.325671e-01,-5.213735e+01,2.376353e-03,7.386234e-02,-7.538543e+00,9.004030e+02,2.990322e+00,-6.501605e+01,4.430264e+03,-2.974094e+05,0,39
4.686282e-08,-2.886835e-07,4.239706e-05,-1.432920e-03,-9.427015e-08,6.038923e-05,-7.106995e-04,1.106578e-01,5.423809e-04,-3.306743e-03,4.564403e-01,-1.506006e+01,-1.497889e-08,7.024206e-06,-9.432015e-05,4.142091e-03,-1.646276e-05,8.161467e-04,-3.723318e-02,3.655758e+00,-2.811488e-03,1.096690e-01,-4.426839e+00,3.119931e+02,3.079883e-04,-7.396168e-03,4.505954e-01,-2.681559e+01,1.229007e-03,2.199977e-01,-1.011221e+01,8.385416e+02,2.342886e+00,-5.610192e+01,3.526406e+03,-2.031169e+05,0,89
3.397916e-08,-2.221995e-07,6.490958e-05,-1.448396e-03,-4.954188e-08,1.031262e-04,-5.686042e-04,3.383931e-01,4.315403e-04,-2.497421e-03,9.301401e-01,-1.254833e+01,1.105912e-08,-1.233303e-06,-4.658132e-04,5.842396e-02,-1.461402e-05,2.462861e-04,-4.202583e-02,3.564526e-01,1.972619e-03,-1.121024e-01,2.347586e+00,-3.617984e+02,2.516896e-04,-6.530711e-03,5.877783e-01,-3.955908e+01,3.185999e-03,4.341978e-01,-1.357027e+01,1.876203e+03,2.208938e+00,-3.740882e+01,4.887324e+03,-2.348456e+05,0,24
3.985617e-08,-2.565836e-07,6.635758e-05,-3.707388e-03,6.519334e-09,-3.900181e-05,-2.168683e-03,-9.861691e-03,5.427212e-04,7.594983e-04,6.258456e-01,-1.079534e+01,-2.990141e-08,-5.015684e-06,2.233232e-04,-4.910395e-02,-3.236731e-06,8.161298e-04,1.538617e-02,-9.944477e-01,-5.164914e-03,1.384963e-01,-1.772145e+01,1.195898e+03,3.051947e-04,-1.136885e-02,1.012899e+00,-9.665840e+01,-3.308784e-04,-6.772054e-03,-1.406391e+01,1.493085e+03,2.921594e+00,-7.330186e+01,5.790937e+03,-4.389426e+05,0,16
3.920058e-08,-2.528905e-07,5.229370e-05,-2.167417e-03,-2.544682e-08,-4.469991e-05,-1.424725e-04,-1.149485e-01,5.610425e-04,-7.832126e-04,5.073487e-01,-1.286778e+01,1.037198e-08,5.667220e-06,-6.584447e-04,8.328303e-02,-1.153696e-05,4.162784e-04,-5.081603e-02,5.032715e+00,-1.332771e-04,4.558559e-02,-2.766016e+00,3.438139e+02,2.715436e-04,-9.338855e-03,6.894823e-01,-5.283837e+01,3.128667e-03,-2.503320e-01,1.499730e+01,-1.350933e+03,2.555096e+00,-6.911956e+01,4.726030e+03,-3.140032e+05,0,93
