l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,sample,subject
-6.282835e+04,2.051989e+06,-8.511702e+06,1.484283e+09,-1.676506e+07,-6.756063e+07,-3.291588e+10,2.940814e+12,3,72
-3.673551e+04,1.361974e+06,7.336428e+06,-4.988470e+08,-4.858926e+06,6.061441e+08,-1.249141e+10,9.864111e+11,3,93
-3.255902e+04,-1.936718e+06,-4.533806e+06,1.667009e+07,2.509848e+07,-1.409881e+09,-8.952173e+09,6.614031e+11,0,26
-5.229168e+04,3.588107e+06,-2.712256e+06,7.108160e+08,-3.618761e+07,1.971262e+09,-9.738892e+09,7.094310e+11,3,96
6.211128e+02,-1.578904e+06,-2.058382e+06,3.044962e+08,-5.347754e+06,1.354802e+09,-7.436478e+09,6.072215e+11,1,55
-4.376422e+04,2.240660e+06,2.726325e+06,-5.853387e+08,3.208046e+07,-1.806611e+09,-6.788373e+09,6.681873e+11,3,90
2.128878e+04,-5.796875e+06,9.943421e+06,-9.679827e+06,-5.247735e+07,3.325659e+09,-1.620091e+10,1.217520e+12,1,5
-2.837203e+05,1.396915e+07,1.252746e+07,1.406738e+09,-3.844446e+07,7.176733e+07,-1.574763e+10,1.476465e+12,0,27
-2.006436e+04,-2.106120e+05,-8.212547e+06,4.661468e+08,1.092002e+07,-8.625124e+08,-6.932185e+09,4.636957e+11,0,28
-4.316149e+04,1.125364e+06,2.873190e+06,1.038706e+09,-5.980648e+07,3.515633e+09,-1.303429e+10,1.262557e+12,0,67
-2.224989e+04,-4.633419e+06,1.153151e+07,-2.179439e+08,-2.326187e+07,1.855442e+09,-9.888828e+09,7.223833e+11,3,91
-1.571750e+04,7.577411e+06,-1.478186e+07,4.799309e+08,4.744493e+06,-4.847585e+09,-1.740574e+10,1.664348e+12,0,16
-7.928267e+04,-2.449000e+05,1.332617e+07,2.229601e+08,-2.053965e+07,1.153775e+09,-1.141912e+10,9.018870e+11,3,99
-4.561474e+04,-1.386853e+06,-2.696515e+06,1.952988e+08,2.642245e+07,-2.565500e+09,-1.076605e+10,9.227476e+11,3,78
6.165061e+04,-3.687829e+06,4.948738e+06,-2.872811e+08,2.447592e+06,-6.148084e+08,-6.672054e+09,4.370775e+11,2,102
2.218272e+04,-1.714274e+06,-2.935118e+06,1.145559e+08,-2.331634e+07,5.586415e+08,-1.214200e+10,8.824903e+11,0,22
-7.921105e+04,1.831041e+06,-5.044138e+05,4.878078e+07,1.873520e+07,-1.598814e+09,-8.193085e+09,6.056538e+11,1,84
5.159027e+03,-1.256386e+06,2.030803e+06,-1.269754e+08,-1.885644e+07,6.451952e+08,-7.961034e+09,5.536494e+11,2,82
1.111702e+05,-8.168261e+06,3.370843e+06,-1.993321e+08,-2.061922e+07,1.059189e+09,-8.279825e+09,5.285439e+11,3,68
2.504138e+04,-8.803513e+05,-3.338807e+06,1.144803e+08,-1.169620e+06,-6.947545e+08,-7.847893e+09,6.092986e+11,3,80
-1.071795e+05,2.050200e+06,1.706075e+06,1.019034e+08,-3.022020e+05,-2.123017e+08,-9.058520e+09,6.829348e+11,1,10
-6.983590e+04,9.987070e+05,1.019278e+07,-5.609512e+08,1.967211e+07,-1.257370e+09,-8.620648e+09,7.160839e+11,0,56
2.924094e+04,-3.648815e+06,7.725410e+06,-5.086978e+08,-2.425466e+07,7.440050e+08,-9.296154e+09,6.101448e+11,1,86
-3.805616e+04,-7.377154e+05,1.550440e+06,1.098346e+09,-6.204031e+07,2.444747e+09,-1.013569e+10,9.987310e+11,1,73
7.417122e+04,-4.346986e+06,1.908700e+06,-5.063242e+07,-4.023508e+06,-4.353495e+07,-8.997138e+09,5.829500e+11,1,40
-9.110656e+02,-4.072578e+06,-1.153144e+07,1.127180e+09,5.088699e+07,-3.355068e+09,-9.958170e+09,1.015374e+12,2,76
9.204947e+04,-1.300990e+07,-2.320017e+07,2.428332e+09,5.441651e+07,-3.243402e+09,-8.306455e+09,9.014131e+11,0,76
5.968191e+03,-1.445333e+06,1.213365e+06,-3.675838e+08,1.507279e+07,-9.893505e+08,-5.500189e+09,4.337624e+11,2,53
-1.185727e+05,6.187863e+06,1.081516e+06,-1.271130e+08,6.793631e+06,5.633433e+08,-6.000934e+09,5.809996e+11,1,65
