4.236818e+06,4.519167e+12,1.207422e+18,3,68
3.954981e+06,4.045994e+12,1.093840e+18,0,35
5.009054e+06,6.283718e+12,1.957896e+18,0,56
3.026995e+06,2.396604e+12,5.143520e+17,1,78
4.814381e+06,5.674784e+12,1.682070e+18,2,91
3.802772e+06,3.683916e+12,1.008637e+18,1,58
5.137015e+06,7.389345e+12,3.061558e+18,3,89
4.498052e+06,4.872175e+12,1.439137e+18,2,97
2.951423e+06,2.363377e+12,5.224217e+17,0,50
4.325836e+06,4.691205e+12,1.293809e+18,0,22
2.953155e+06,2.348691e+12,5.296062e+17,0,61
4.836637e+06,5.116957e+12,1.327756e+18,0,11
4.086933e+06,4.266615e+12,1.233759e+18,2,58
3.608222e+06,3.136175e+12,7.260211e+17,1,38
6.733050e+06,1.073157e+13,4.222858e+18,2,90
5.795900e+06,8.364030e+12,3.047558e+18,2,104
4.127515e+06,4.173610e+12,1.047100e+18,0,88
4.419609e+06,4.871883e+12,1.349161e+18,0,91
3.400805e+06,2.854923e+12,5.879839e+17,0,82
3.996142e+06,3.965479e+12,9.715765e+17,3,102
3.848962e+06,3.973520e+12,1.149545e+18,2,79
7.003158e+06,1.253035e+13,5.177605e+18,2,101
6.141711e+06,9.781631e+12,3.999403e+18,1,103
3.746857e+06,4.235754e+12,1.445902e+18,2,57
5.397166e+06,7.437991e+12,2.670261e+18,1,60
4.116009e+06,5.114823e+12,1.869950e+18,0,59
3.763573e+06,3.637525e+12,9.687004e+17,0,32
7.549300e+06,1.378716e+13,5.335212e+18,3,49
7.933356e+06,1.530601e+13,6.706372e+18,1,101
4.750768e+06,5.627164e+12,1.810197e+18,1,94
4.612454e+06,5.576502e+12,1.601577e+18,2,74
5.332165e+06,7.896646e+12,3.347223e+18,1,80
4.812382e+06,6.060868e+12,2.099909e+18,3,79
3.590158e+06,3.682499e+12,1.141445e+18,3,57
5.629385e+06,7.801212e+12,2.416725e+18,0,6
5.196245e+06,6.472140e+12,2.161342e+18,1,97
3.634684e+06,3.525078e+12,1.012985e+18,3,53
5.211710e+06,6.605266e+12,2.264543e+18,3,63
4.846224e+06,5.768265e+12,1.530637e+18,0,101
4.213951e+06,4.225737e+12,1.080331e+18,2,96
3.402090e+06,3.092072e+12,7.980605e+17,1,83
3.891481e+06,3.811150e+12,9.256888e+17,0,29
6.470872e+06,1.076139e+13,4.670502e+18,2,55
4.219678e+06,4.793171e+12,1.460079e+18,2,37
3.561554e+06,3.228852e+12,7.331361e+17,0,71
3.595114e+06,3.356315e+12,8.761001e+17,0,17
5.953952e+06,9.730929e+12,4.123206e+18,1,48
4.839760e+06,6.053112e+12,1.870218e+18,3,92
3.494311e+06,3.557170e+12,1.083818e+18,2,66
4.396619e+06,4.911641e+12,1.493844e+18,2,63
5.392950e+06,8.052733e+12,3.058674e+18,3,72
4.257735e+06,4.842566e+12,1.584780e+18,3,51
3.556051e+06,3.162488e+12,7.379476e+17,0,93
7.102720e+06,1.174100e+13,4.270421e+18,3,95
5.203247e+06,6.833768e+12,2.201733e+18,0,24
8.104750e+06,1.569987e+13,6.349423e+18,2,49
8.625463e+06,2.017790e+13,1.295113e+19,2,67
5.365686e+06,6.569473e+12,1.925763e+18,2,84
3.156249e+06,2.461947e+12,4.886287e+17,0,94
