1.515661e+08,1.038072e+15,1.227851e+16,1.149666e+17,6.947065e+07,2.598055e+15,1.208993e+18,1.436504e+17,1.008315e+08,8.381126e+15,9.198783e+16,5.771804e+16,0,103
1.243956e+08,8.252275e+14,9.496061e+15,4.170900e+16,5.555314e+07,1.650058e+15,9.742353e+17,1.217940e+17,8.387170e+07,5.743483e+15,5.326168e+16,1.295618e+16,0,31
1.118318e+08,1.237061e+15,2.437517e+17,9.722439e+15,4.634801e+07,9.334021e+14,7.523974e+17,1.136405e+17,8.128033e+07,4.833365e+15,1.482491e+17,4.006366e+16,0,92
8.599457e+07,7.280912e+14,3.866175e+16,3.409195e+16,3.826534e+07,4.417084e+14,6.069183e+17,9.903315e+16,6.497910e+07,2.628320e+15,2.890874e+17,4.227370e+16,0,44
1.420789e+08,1.205032e+15,6.126426e+16,5.749544e+16,6.150787e+07,2.190451e+15,1.229172e+18,1.519702e+17,9.537484e+07,7.467211e+15,3.724885e+16,5.723340e+16,0,18
8.926015e+07,1.153776e+15,6.860803e+15,7.028481e+16,3.547485e+07,4.291508e+14,5.028290e+17,7.078709e+16,6.859760e+07,3.112283e+15,2.124902e+17,2.940178e+16,0,75
1.238292e+08,5.709678e+14,8.012473e+16,6.673424e+16,5.565682e+07,1.989657e+15,7.720484e+17,1.060420e+17,7.934943e+07,5.046411e+15,3.035105e+17,3.441142e+16,0,104
1.268380e+08,9.458505e+14,3.336780e+16,4.487277e+16,5.370158e+07,1.797939e+15,1.092223e+18,1.322173e+17,8.445315e+07,5.668977e+15,5.390430e+16,1.101575e+16,0,84
1.159404e+08,1.279906e+15,3.148198e+17,6.361667e+16,4.953711e+07,9.484699e+14,6.727861e+17,1.121814e+17,8.517454e+07,5.275832e+15,3.356177e+16,3.000707e+15,0,85
1.157907e+08,1.245111e+15,6.360751e+17,9.186190e+16,5.112592e+07,8.729729e+14,7.230062e+17,1.399688e+17,8.625281e+07,5.235651e+15,7.361190e+16,1.348766e+16,0,24
9.977598e+07,1.658528e+13,1.184715e+18,7.293591e+16,5.299590e+07,1.846706e+15,7.385925e+17,8.965793e+16,5.684087e+07,2.357070e+15,1.985325e+17,3.736423e+16,0,104
