9.880748e+01,8.582538e+03,5.611229e+00,5.329098e+00,2.913863e+01,4.858914e+02,1.515945e+01,1.019710e+02,8.036676e+03,6.264673e+00,4.874169e+00,2.681225e+01,4.163829e+02,-6.074743e+00,9.743317e+00,1.001999e+01,1.962082e-03,1.441648e-03,1.840451e-06,4.422462e-03,1.262054e-06,3.741584e+02,1.118203e+02,6.293536e-04,6.842249e-04,3.597661e-07,-5.659417e-03,5.597843e-07,3.048610e+02,6.411809e+03,8.042045e-02,1.085453e-02,-2.615709e-04,-7.859078e-01,-2.304035e-04,2.951041e+02,5.926357e+03,6.865192e-03,8.021659e-04,-1.879640e-06,-3.193436e-02,2.310379e-07,1.127361e+03,4.789588e+04,1.020144e-02,1.562685e-02,-1.961843e-04,3.416767e+00,-1.614522e-04,5.464221e+02,1.325326e+05,6.826248e-02,4.593355e-03,-7.764719e-05,-1.633942e+00,-6.855049e-05,7.652725e+02,3.469701e+05,4.260960e-02,7.528966e-03,-6.200094e-05,-9.732078e-01,3.851315e-05,2.003155e+03,1.045214e+06,1.841648e+00,6.257487e-01,6.395667e-01,6.268554e+02,6.217872e-01,5.370475e+02,1.997861e+05,9.696270e-02,1.451069e-02,-1.749844e-04,-3.991473e+00,-1.240261e-05,1.559214e+03,2.162202e+06,9.632151e-01,9.328512e-01,8.838891e-01,1.266173e+03,-1.583386e-01,0,42
1.422567e+02,1.216771e+04,1.390233e+00,3.074281e-01,-7.284493e-02,-3.388489e+01,-3.646059e-02,1.056075e+02,1.036077e+04,2.674089e-01,7.365818e-02,8.127016e-03,2.389115e+00,1.354052e-02,4.065297e+01,1.364726e+03,1.069121e-02,6.089602e-03,4.912538e-05,2.245423e-01,1.704622e-05,3.927472e+02,7.503204e+02,7.804879e-04,7.466095e-04,-5.479722e-07,1.980880e-02,-4.384245e-07,2.763412e+02,8.302034e+03,6.049431e-02,4.618058e-03,-7.025481e-05,-3.850838e-01,-7.815266e-05,3.031610e+02,1.362298e+04,1.156208e-02,3.843208e-04,-7.595557e-07,-4.096389e-02,-3.308836e-07,1.268280e+03,1.895028e+04,3.757559e-04,1.930650e-03,-1.370380e-06,2.173642e-01,9.222596e-07,5.870811e+02,2.965732e+05,1.985988e-02,2.181315e-03,-8.449942e-06,-8.920599e-01,-7.222731e-06,7.244397e+02,4.748188e+05,1.243278e-02,2.580616e-03,4.164235e-06,-4.252909e-02,8.786707e-06,2.152929e+03,5.562551e+05,3.747539e-03,1.377315e-02,-5.666064e-05,9.560291e+00,-1.151184e-04,7.245271e+02,4.675034e+05,5.863101e-02,6.300409e-03,-1.201405e-04,-4.292346e+00,-1.270274e-04,1.469948e+03,2.040449e+06,1.300167e-01,1.970479e-02,-9.664732e-05,-1.265884e+01,7.618604e-05,0,83
9.242767e+01,7.899532e+03,1.045385e+00,8.254648e-01,7.660509e-01,7.015130e+01,-1.459581e-01,9.651229e+01,7.154863e+03,1.868784e+00,1.014584e+00,1.348538e+00,6.240269e+01,1.831231e+00,8.003325e+00,1.997069e+01,4.891437e-04,3.774156e-04,1.610003e-07,1.640211e-03,1.782347e-07,3.905562e+02,4.401011e+02,4.013277e-04,6.590662e-04,-3.301919e-07,-1.381182e-02,-4.120863e-07,2.987322e+02,1.278690e+04,7.820129e-02,8.540204e-03,-2.206489e-04,-9.631805e-01,-2.251438e-04,2.777638e+02,8.457878e+03,5.753140e-03,4.892812e-04,-7.617267e-07,-3.841722e-02,-1.859993e-07,1.206706e+03,7.598413e+04,5.678329e-03,2.961104e-02,3.839532e-04,8.118944e+00,3.236183e-04,5.253255e+02,1.653405e+05,4.135429e-02,4.211550e-03,-5.542336e-05,-1.712441e+00,-5.722915e-05,8.009735e+02,5.032002e+05,2.364824e-02,2.347320e-02,5.525095e-04,1.352560e+01,-1.196413e-04,2.086920e+03,1.310824e+06,9.909086e-02,6.162308e-01,1.432887e-01,7.040844e+02,1.980055e-01,5.145278e+02,1.871700e+05,6.818363e-02,8.081123e-03,-1.238834e-04,-2.786423e+00,-1.147661e-04,1.654894e+03,2.474668e+06,8.608520e-01,4.568506e-01,2.806481e-01,6.046470e+02,3.166676e-01,2,78
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.759356e+02,1.774546e+02,7.212885e-06,1.732197e-04,-5.494745e-09,4.399066e-04,-1.182939e-10,2.856715e+02,1.107629e+04,5.786562e-02,7.094498e-03,-1.403371e-04,-7.284894e-01,-1.646872e-04,2.724499e+02,8.467924e+03,9.119625e-03,1.440058e-03,-3.913514e-06,-1.040816e-01,-4.026522e-06,1.075096e+03,3.375409e+04,1.312957e-04,2.063874e-03,1.501375e-07,3.690371e-01,8.906094e-07,5.414178e+02,1.253083e+05,9.880107e-02,2.478033e-03,-2.598916e-05,-7.105595e-01,-3.233515e-05,7.249034e+02,2.894958e+05,2.311908e-03,5.262964e-03,-1.673036e-05,-1.444010e+00,-5.313886e-06,1.996728e+03,1.138229e+06,3.065803e-01,1.035935e-01,1.651494e-02,1.049994e+02,1.884554e-02,5.282618e+02,1.663560e+05,8.722068e-02,8.230533e-03,-1.634050e-04,-2.865923e+00,-1.439313e-04,1.592235e+03,2.263085e+06,4.657496e-01,2.449537e-01,8.186537e-02,2.730440e+02,5.576837e-02,1,94
7.769646e+00,4.548466e+01,2.455347e-02,8.750622e-03,1.182685e-04,3.822429e-02,1.709757e-04,8.174420e+00,5.361259e+01,5.839921e-02,4.423216e-02,2.247164e-03,3.218242e-01,1.556083e-04,1.236530e+01,2.191152e+01,3.121902e-01,3.353527e-02,2.516221e-03,8.658953e-02,-2.318527e-03,3.892302e+02,1.773407e+02,1.979356e-03,1.628744e-04,-8.673688e-08,-2.109747e-03,-8.733543e-08,2.768456e+02,1.184376e+04,5.614503e-02,7.184915e-03,-9.182094e-05,-5.809275e-01,-9.078467e-05,2.833955e+02,1.625666e+04,9.950194e-03,1.923116e-03,1.182060e-06,1.103554e-02,9.406298e-07,1.272908e+03,1.973945e+04,3.958081e-03,1.623427e-03,-2.300557e-06,1.764607e-01,2.707089e-06,5.944361e+02,2.901347e+05,3.249277e-02,3.627713e-03,-2.166235e-05,-1.466523e+00,-1.299974e-05,7.349063e+02,4.742426e+05,3.754415e-02,6.504992e-03,8.235415e-06,-1.147456e+00,1.482869e-05,2.229019e+03,5.628769e+05,1.198253e-02,2.325813e-03,-7.507635e-06,9.153315e-01,-2.620502e-06,7.783602e+02,4.949320e+05,5.308392e-02,6.099263e-03,-7.679108e-05,-3.530862e+00,-4.854474e-05,1.526406e+03,2.126071e+06,1.166389e-01,1.363980e-02,-4.429152e-04,-1.784611e+01,-5.065841e-04,2,84
1.433515e+02,6.043618e+03,3.291049e+00,4.481904e+00,1.627283e+01,1.586417e+02,-1.878559e+00,1.110962e+02,1.070340e+04,4.192755e+00,3.389932e+00,1.276883e+01,3.383346e+02,6.711041e+00,3.990108e+01,1.085950e+03,5.223033e-02,6.270750e-02,3.585863e-03,2.065859e+00,1.167804e-03,3.821651e+02,1.030656e+03,2.778588e-04,3.513822e-04,-9.550316e-08,8.209184e-03,-2.611549e-08,2.714982e+02,6.248704e+03,5.738580e-02,5.156833e-03,-8.820014e-05,-4.059102e-01,-7.864448e-05,3.034545e+02,1.327886e+04,1.224967e-02,6.176673e-04,-4.690065e-07,-5.042148e-02,-4.273275e-07,1.262027e+03,3.705193e+04,4.248909e-04,2.753778e-03,-2.215036e-07,5.030484e-01,-8.806778e-07,5.655273e+02,2.565624e+05,2.113584e-02,2.143497e-03,-1.378643e-05,-1.055260e+00,-1.018360e-05,7.573783e+02,5.151670e+05,8.907124e-03,2.369184e-03,6.934090e-06,7.709657e-02,3.670289e-06,2.148605e+03,5.166948e+05,2.703416e-02,7.640194e-03,1.096289e-04,4.656287e+00,9.404419e-05,7.393460e+02,4.800502e+05,5.888425e-02,6.241459e-03,-1.187523e-04,-4.297684e+00,-9.714001e-05,1.457389e+03,1.999876e+06,1.342298e-01,2.376761e-02,3.241214e-04,-5.593349e+00,6.154437e-04,2,83
1.273706e+02,6.553769e+03,1.567229e+02,5.092054e+01,1.919259e+03,9.521996e+02,2.435684e+03,9.876299e+01,8.477910e+03,6.791564e+01,6.907836e+01,4.731201e+03,6.329765e+03,1.965995e+03,4.000362e+01,1.045880e+03,6.710654e+00,6.085766e+00,3.880188e+01,1.952535e+02,2.777000e+01,3.867853e+02,1.199929e+01,2.174673e-03,4.490276e-04,-3.603878e-07,6.490454e-04,-3.633347e-07,2.890251e+02,1.006062e+04,5.629409e-02,7.850517e-03,-1.336221e-04,-6.667991e-01,-1.257585e-04,2.889906e+02,1.145807e+04,6.862136e-03,1.203937e-03,-2.130254e-06,-9.397021e-02,-1.587903e-06,1.246108e+03,3.246404e+04,1.757711e-03,1.129649e-03,8.802695e-07,-2.027734e-01,5.661591e-07,6.081927e+02,2.141363e+05,5.495413e-02,4.311423e-03,-5.387754e-05,-1.761188e+00,-3.337756e-05,7.846121e+02,4.729277e+05,5.834658e-02,8.222742e-03,-9.851839e-05,-3.910814e+00,-8.535318e-05,2.267162e+03,1.258044e+06,3.924729e-03,9.945178e-03,-5.684185e-05,1.091587e+01,-7.963433e-05,6.379404e+02,2.629624e+05,7.324147e-02,8.634773e-03,-2.070828e-04,-4.301267e+00,-1.574910e-04,1.755907e+03,2.701838e+06,2.125552e-01,2.357267e-02,-1.289084e-03,-3.416764e+01,-7.160893e-04,2,65
9.207110e+01,4.997134e+03,7.783491e-01,1.188599e-01,-3.396252e-02,-8.103603e+00,-3.380021e-02,8.680894e+01,5.782509e+03,4.613568e-01,5.113474e-02,-6.949085e-03,-3.593156e+00,-7.002385e-03,1.615438e+01,5.968133e+01,3.385725e-03,2.809200e-03,6.175732e-06,2.120778e-02,5.994603e-06,4.409009e+02,2.374248e+02,1.891640e-03,3.087850e-03,-7.111952e-06,-4.119980e-02,-7.454572e-06,2.966837e+02,2.525395e+04,5.715585e-02,7.436831e-03,-1.532830e-04,-1.177286e+00,-1.476161e-04,2.821749e+02,2.111768e+04,5.212481e-03,7.028007e-04,-2.122812e-07,-3.106645e-03,-4.454786e-07,1.288797e+03,1.826184e+04,1.105349e-02,2.575662e-04,2.104596e-07,1.021832e-02,2.173191e-07,6.289061e+02,2.764630e+05,2.011854e-02,1.933993e-03,-6.865346e-06,-8.446554e-01,-6.979194e-06,7.630852e+02,4.959394e+05,6.832661e-03,1.057034e-03,-2.238482e-06,-6.952189e-01,-6.720360e-07,2.235240e+03,3.976471e+05,4.303571e-03,4.204111e-03,-1.039448e-05,2.474587e+00,-1.112727e-05,8.494882e+02,5.799841e+05,3.291495e-02,3.340555e-03,-1.601141e-05,-1.553537e+00,-6.645577e-06,1.474160e+03,2.043690e+06,5.113022e-02,6.378158e-03,-8.670467e-05,-7.773780e+00,-1.794593e-05,0,79
4.601345e+01,1.665547e+03,1.835667e+01,1.639856e+01,2.845104e+02,6.441569e+02,-5.266610e+01,1.189563e+01,8.276079e+01,1.208767e-01,1.107402e-01,1.259671e-02,8.534126e-01,1.573501e-02,4.580119e+01,1.236458e+03,1.297028e+01,1.129021e+01,1.365970e+02,3.789214e+02,1.413990e+02,3.918018e+02,3.333296e+02,1.030803e-04,1.019959e-04,7.522906e-09,-1.108256e-03,5.643384e-09,2.725405e+02,1.024948e+04,6.277755e-02,4.907925e-03,-7.954636e-05,-4.806791e-01,-7.910109e-05,2.905621e+02,1.428359e+04,1.382467e-02,6.328055e-04,-1.756353e-06,-7.327831e-02,-1.659273e-06,1.281775e+03,2.908349e+04,3.565254e-03,2.065208e-02,1.707297e-04,3.381699e+00,1.764680e-04,5.770456e+02,2.858766e+05,1.897762e-02,1.918477e-03,-9.691669e-06,-9.305698e-01,-9.865865e-06,7.471889e+02,5.035395e+05,2.793960e-02,1.657838e-02,3.480549e-04,1.014100e+01,4.169103e-04,2.139411e+03,4.914355e+05,1.367675e-03,8.707232e-02,4.869015e-04,5.906477e+01,5.757280e-05,7.499598e+02,4.761887e+05,3.587192e-02,3.956922e-03,-2.002055e-05,-1.698405e+00,-1.029523e-05,1.449710e+03,1.951853e+06,1.282964e-01,7.300346e-02,6.946863e-03,7.545798e+01,2.770896e-03,3,57
8.487888e+01,5.962252e+03,1.285284e+00,2.783644e-01,7.613673e-02,-3.207179e-01,1.377382e-01,8.594802e+01,6.066247e+03,1.067484e+00,1.695871e-01,-2.082036e-02,-6.079324e+00,4.078761e-03,8.741565e+00,4.049450e+00,2.372608e-03,2.220931e-03,3.066724e-06,4.356710e-03,2.374226e-06,4.018029e+02,1.725688e+02,9.075211e-04,7.483108e-04,-1.106702e-07,-8.149726e-03,6.296430e-07,2.988790e+02,1.350853e+04,7.599360e-02,9.176936e-03,-2.256276e-04,-1.026474e+00,-1.877112e-04,2.869922e+02,1.189435e+04,5.188877e-03,8.935243e-04,-1.003667e-06,-1.740013e-02,6.408270e-09,1.247664e+03,5.016369e+04,3.201309e-03,1.192297e-02,-7.337978e-05,2.555505e+00,-4.082410e-05,5.663294e+02,2.135933e+05,5.134213e-02,4.655236e-03,-7.193211e-05,-2.151390e+00,-5.805873e-05,7.889729e+02,4.657267e+05,4.206567e-02,7.298686e-03,1.243792e-06,-4.783512e-01,9.268679e-05,2.243322e+03,1.193874e+06,2.509772e-01,1.510287e-01,2.775858e-02,1.623878e+02,2.540501e-02,6.526409e+02,2.515935e+05,1.160167e-01,1.184652e-02,-3.901713e-04,-5.599209e+00,-2.650151e-04,1.744907e+03,2.604977e+06,5.056428e-01,2.718849e-01,9.980431e-02,3.270778e+02,5.711902e-02,0,55
