8.543934e+01,6.071807e+03,2.647643e-01,1.303912e-01,2.232638e-02,6.639655e+00,3.001768e-02,8.690246e+01,5.850794e+03,7.887696e-01,1.488916e-01,7.823963e-03,-1.077105e+00,4.360762e-03,9.741693e+00,2.245532e+00,8.236201e-04,1.259719e-03,-2.221773e-07,1.409696e-03,1.222598e-07,3.777055e+02,1.585131e+02,1.404989e-03,1.665744e-03,-1.856481e-06,-1.354752e-02,-1.676723e-06,3.041829e+02,7.159067e+03,4.895261e-02,8.760847e-03,-1.516642e-04,-6.977343e-01,-1.410738e-04,2.931684e+02,5.464870e+03,4.603231e-03,4.253823e-04,-4.297025e-07,-2.548815e-02,4.118540e-07,1.092699e+03,3.273896e+04,2.484372e-02,5.159156e-03,-5.595404e-05,8.825002e-01,-6.417498e-05,5.871222e+02,1.082763e+05,2.900050e-02,2.595581e-03,-1.919953e-05,-8.095677e-01,-1.823063e-05,7.637144e+02,3.550789e+05,2.969483e-02,4.354564e-03,-3.507724e-05,-1.173400e+00,-3.500910e-05,1.935810e+03,9.205322e+05,1.383785e+00,3.718646e-01,2.587224e-01,3.512288e+02,2.849568e-01,6.210383e+02,1.392209e+05,2.857050e-02,3.911519e-03,-3.709455e-05,-1.409902e+00,-3.637791e-05,1.562767e+03,2.179377e+06,5.690820e-01,5.209692e-01,2.835830e-01,6.939463e+02,1.139877e-02,0,42
1.483637e+02,9.268711e+03,1.494426e+01,1.005995e+01,1.071685e+02,8.223972e+02,1.461941e+02,1.149296e+02,1.229309e+04,5.000918e+00,4.804989e+00,2.355333e+01,5.217702e+02,-1.370054e+00,3.894595e+01,1.133403e+03,1.386634e-01,2.013286e-01,3.363822e-02,6.777458e+00,7.641948e-03,3.730524e+02,5.849936e+02,1.014809e-03,1.396013e-03,-4.313506e-07,6.130342e-03,5.280457e-08,2.748724e+02,5.721797e+03,4.076050e-02,3.824720e-03,-4.697278e-05,-2.861598e-01,-3.366708e-05,2.979196e+02,1.049929e+04,8.974148e-03,3.957714e-04,-6.771071e-07,-4.028138e-02,-9.259348e-08,1.227690e+03,1.918843e+04,2.703219e-03,1.869103e-03,2.305597e-07,2.585348e-01,5.963589e-07,5.937394e+02,2.621233e+05,1.218500e-02,1.092344e-03,-3.086580e-06,-5.073841e-01,-2.652497e-06,7.203434e+02,4.570924e+05,8.606588e-03,2.030031e-03,4.206145e-06,2.969219e-01,4.928110e-06,2.117735e+03,5.109908e+05,3.018915e-03,2.724433e-02,1.668076e-05,1.895632e+01,-3.860251e-05,7.474134e+02,4.510422e+05,4.069788e-02,4.142175e-03,-4.121453e-05,-2.350809e+00,-1.495256e-05,1.453278e+03,1.973059e+06,8.079042e-02,1.896020e-02,4.775550e-04,4.418253e+00,1.197673e-04,0,83
8.028547e+01,5.959727e+03,1.374101e-01,5.675053e-02,4.662048e-03,2.897093e+00,6.474970e-03,8.466275e+01,5.282773e+03,1.263702e+00,1.978178e-01,-2.694112e-02,-8.109779e+00,-2.265146e-03,7.711519e+00,2.164832e+01,3.804579e-04,3.550774e-04,1.182203e-07,1.604359e-03,1.107314e-07,3.903621e+02,1.342743e+02,1.391861e-03,1.714975e-03,-1.532503e-06,-1.710537e-02,-9.248069e-07,2.941177e+02,1.171512e+04,4.562917e-02,5.629900e-03,-9.019348e-05,-6.091914e-01,-7.184483e-05,2.828025e+02,1.019604e+04,4.216069e-03,3.406657e-04,-3.790398e-07,-2.823683e-02,2.330974e-08,1.174812e+03,5.512054e+04,1.116268e-02,1.553487e-02,2.002703e-04,3.643820e+00,2.133973e-04,5.694399e+02,1.400126e+05,2.798328e-02,2.690646e-03,-2.309170e-05,-1.005561e+00,-1.930948e-05,8.012558e+02,4.962512e+05,1.463187e-02,1.419822e-02,2.039685e-04,7.910917e+00,-3.319821e-05,2.046175e+03,1.182435e+06,6.827409e-03,2.724428e-01,4.871132e-03,2.961857e+02,1.498242e-02,5.525144e+02,1.679739e+05,2.746866e-02,2.416906e-03,-1.950423e-05,-9.905282e-01,-1.548495e-05,1.636753e+03,2.417911e+06,4.608546e-01,2.294620e-01,7.258104e-02,2.909053e+02,9.740977e-02,2,78
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.816759e+02,5.749025e+01,7.909145e-04,1.763727e-03,-8.487762e-07,-1.256444e-02,-2.605513e-07,2.865169e+02,1.038770e+04,3.768259e-02,5.060758e-03,-6.891589e-05,-5.100028e-01,-5.139751e-05,2.801839e+02,9.204546e+03,6.676941e-03,1.172070e-03,-2.198835e-06,-8.033042e-02,-2.629523e-07,1.075609e+03,3.287545e+04,4.830631e-03,1.033730e-03,-1.827512e-06,1.156559e-01,-5.631659e-07,5.677940e+02,1.092310e+05,5.220591e-02,1.282842e-03,-1.032197e-05,-4.158707e-01,-7.452552e-06,7.458466e+02,3.254707e+05,2.409474e-03,3.098411e-03,-8.178361e-06,-1.322438e+00,-8.732370e-06,2.064732e+03,1.329388e+06,4.961511e-01,1.795738e-01,5.359674e-02,2.062641e+02,5.438396e-02,5.053598e+02,1.694460e+05,4.890579e-02,6.651984e-03,-1.095898e-04,-2.628013e+00,-1.035731e-04,1.653829e+03,2.473620e+06,4.247336e-01,2.500308e-01,8.106715e-02,3.185131e+02,-1.104270e-02,1,94
4.112760e+00,9.646296e+00,4.484810e-03,2.734684e-03,9.549930e-06,7.714844e-03,-1.563670e-06,7.096841e+00,4.091257e+01,9.071022e-03,2.606575e-03,1.235423e-05,1.570102e-02,1.547185e-05,9.024101e+00,9.669960e+00,3.480065e-02,7.171505e-04,-3.384663e-06,-1.833652e-03,-3.122186e-06,3.880585e+02,2.260366e+02,2.276876e-03,2.610775e-04,-1.826748e-07,2.421625e-03,-1.694514e-07,2.827944e+02,1.012244e+04,3.502464e-02,4.706807e-03,-4.532367e-05,-4.050928e-01,-4.118012e-05,2.892817e+02,1.754684e+04,6.921453e-03,1.127497e-03,-7.491415e-07,-4.305161e-02,-1.009352e-06,1.255489e+03,1.538509e+04,2.848350e-04,2.261230e-04,-3.632354e-08,-6.870028e-04,4.204930e-08,6.145475e+02,2.706493e+05,2.206195e-02,1.839194e-03,-1.090519e-05,-9.201540e-01,-7.951347e-06,7.375632e+02,4.765017e+05,2.042287e-02,2.625264e-03,-1.325019e-05,-1.425573e+00,-9.693355e-06,2.231809e+03,5.722424e+05,3.838083e-03,1.189875e-03,-2.128902e-06,4.578788e-01,7.607339e-08,7.777632e+02,4.919151e+05,3.913806e-02,4.415561e-03,-4.630907e-05,-2.732105e+00,-2.693963e-05,1.534002e+03,2.137268e+06,8.219798e-02,9.065147e-03,-2.474150e-04,-1.325261e+01,-2.066701e-04,2,84
1.390773e+02,4.135085e+03,6.006318e+00,4.470874e+00,5.203528e+00,-1.040738e+02,7.444811e+00,1.051303e+02,9.833374e+03,2.430017e+00,1.398742e+00,2.539817e+00,1.208079e+02,3.109473e+00,4.133283e+01,1.215826e+03,4.529125e-01,4.327703e-01,1.915274e-01,1.508869e+01,8.757055e-02,3.745924e+02,6.312597e+02,6.820735e-04,9.753344e-04,-1.772215e-07,3.191304e-03,7.136465e-08,2.729967e+02,6.117536e+03,4.069685e-02,3.690992e-03,-4.494326e-05,-2.879669e-01,-2.900391e-05,2.979111e+02,1.175193e+04,7.366511e-03,3.200052e-04,-2.814077e-07,-3.025910e-02,-3.814122e-08,1.221125e+03,2.910961e+04,5.884768e-04,1.071939e-03,-2.016015e-07,1.682514e-01,-5.800211e-08,5.735972e+02,2.416051e+05,1.509019e-02,1.459103e-03,-6.715198e-06,-7.136950e-01,-3.983504e-06,7.398941e+02,4.760247e+05,5.748856e-03,1.083362e-03,1.042362e-06,-2.035482e-01,8.302186e-07,2.104907e+03,4.517555e+05,3.646668e-03,6.108028e-04,-8.916097e-07,1.417783e-01,2.929438e-07,7.596802e+02,4.819403e+05,3.733760e-02,3.646194e-03,-4.216490e-05,-2.503824e+00,-2.004855e-05,1.424788e+03,1.873494e+06,7.643618e-02,8.133258e-03,-2.023163e-04,-1.109145e+01,-1.523782e-04,2,83
9.134928e+01,8.026840e+03,4.585063e+01,4.598342e+01,2.111419e+03,4.119653e+03,-3.025818e+02,9.447880e+01,7.970619e+03,4.790550e+01,4.674762e+01,2.212227e+03,4.163733e+03,8.799331e+02,5.606012e+00,1.102989e+01,1.125265e-04,1.675309e-04,4.384246e-09,5.208063e-04,-1.197313e-09,3.831040e+02,1.356080e+02,3.277874e-03,8.850793e-04,-1.195630e-06,-8.569873e-03,-1.268530e-06,2.980182e+02,8.955104e+03,3.388321e-02,5.332781e-03,-5.935653e-05,-4.416826e-01,-4.968939e-05,2.917512e+02,1.121076e+04,3.904201e-03,8.302339e-04,-7.038182e-07,-5.573517e-02,-1.471176e-07,1.207558e+03,1.919539e+04,4.589426e-03,3.811330e-04,4.901123e-07,-4.126355e-02,3.718364e-07,6.501186e+02,1.860290e+05,3.907799e-02,1.679770e-03,-1.329539e-05,-7.237435e-01,-8.579426e-06,7.791467e+02,4.641894e+05,3.917124e-02,6.436347e-03,-4.972657e-06,-1.449922e+00,-1.671398e-05,2.203468e+03,1.052496e+06,8.488604e-03,2.394561e-02,2.077488e-04,2.441015e+01,1.347099e-04,7.061978e+02,2.411341e+05,6.273841e-02,5.181527e-03,-9.266246e-05,-2.493544e+00,-5.361774e-05,1.714737e+03,2.545625e+06,1.548532e-01,2.137699e-02,-1.012389e-04,-1.550993e+01,9.562746e-05,2,65
9.581731e+01,5.503632e+03,5.502670e-01,8.841491e-02,-1.095510e-02,-4.968738e+00,-7.215693e-03,9.012420e+01,6.431374e+03,3.407332e-01,5.191091e-02,-1.409224e-03,-2.259447e+00,6.370499e-04,1.661493e+01,9.131003e+01,3.228208e-03,2.629386e-03,6.421867e-06,2.499551e-02,2.449548e-06,4.365979e+02,4.394433e+02,1.756837e-03,2.610454e-03,-5.154266e-06,-5.202365e-02,-4.448652e-06,2.994225e+02,2.504900e+04,3.525657e-02,4.904577e-03,-6.434166e-05,-7.676365e-01,-5.742944e-05,2.784611e+02,2.050714e+04,3.298336e-03,4.270307e-04,4.497562e-08,1.097270e-02,-4.143080e-07,1.237858e+03,4.195178e+03,8.337515e-03,4.572830e-05,-1.054463e-08,1.506648e-03,-2.259004e-08,6.667576e+02,2.635879e+05,1.244434e-02,1.073556e-03,-1.605966e-06,-4.403230e-01,-1.785293e-06,7.244914e+02,4.456630e+05,3.550561e-03,7.588420e-04,-1.407056e-08,-2.586899e-01,-3.009758e-08,2.186329e+03,3.301085e+05,5.967941e-03,2.929698e-03,2.640057e-06,1.682408e+00,-9.247817e-07,9.043554e+02,5.403535e+05,2.231186e-02,1.379617e-03,-6.396450e-06,-7.942363e-01,-2.728897e-06,1.452175e+03,1.978831e+06,3.137418e-02,3.976140e-03,-3.136374e-05,-4.640751e+00,-1.364426e-07,0,79
4.630361e+01,1.646612e+03,6.077390e+00,5.453127e+00,3.139254e+01,2.092515e+02,-6.316574e+00,1.394827e+01,1.619783e+02,1.013081e-01,1.148477e-01,1.233112e-02,1.450930e+00,-1.966053e-03,5.108916e+01,1.536066e+03,7.553029e+00,6.599213e+00,4.658875e+01,2.475795e+02,5.483649e+01,3.835868e+02,4.736364e+02,3.905507e-04,9.603326e-04,-4.172371e-07,2.062522e-02,-3.992753e-07,2.733921e+02,8.835608e+03,3.935222e-02,3.961780e-03,-3.073800e-05,-2.843084e-01,-3.035128e-05,2.915186e+02,1.375475e+04,9.174241e-03,5.343305e-04,-1.151949e-06,-6.150631e-02,-2.306479e-07,1.250873e+03,2.462070e+04,4.869868e-05,9.353643e-03,-5.276032e-06,1.348994e+00,-4.213170e-06,5.986974e+02,2.480434e+05,1.146093e-02,1.065331e-03,-1.499003e-06,-3.602516e-01,-5.102197e-07,7.553013e+02,5.102342e+05,1.652939e-02,8.580531e-03,9.779132e-05,4.925683e+00,1.263530e-04,2.135321e+03,4.705776e+05,8.307426e-03,4.934547e-02,2.682916e-04,3.366782e+01,-8.219654e-04,7.669955e+02,4.675902e+05,2.953656e-02,3.092039e-03,-2.729742e-05,-1.999257e+00,-1.947834e-05,1.452687e+03,1.967069e+06,6.593965e-02,2.971589e-02,1.252183e-03,2.566972e+01,-1.078511e-04,3,57
9.360372e+01,7.445011e+03,5.807367e-01,9.102096e-02,-3.153809e-03,-4.090002e+00,-3.089576e-03,9.497830e+01,7.269791e+03,1.242733e+00,1.823663e-01,-4.324014e-02,-1.075077e+01,-4.371436e-02,8.935717e+00,1.095704e+01,6.020298e-04,6.900811e-04,-7.308621e-08,2.283891e-03,-4.884075e-08,4.010713e+02,2.069659e+02,3.344403e-03,3.779442e-03,-1.236951e-05,-5.422260e-02,-1.077523e-05,2.984957e+02,1.403639e+04,4.621234e-02,7.102100e-03,-1.144687e-04,-7.744161e-01,-1.057779e-04,2.841616e+02,1.101609e+04,3.585297e-03,7.157438e-04,-6.435285e-08,1.506376e-02,-1.005137e-06,1.181718e+03,1.826470e+04,1.894503e-02,3.358924e-03,-2.646933e-05,4.450714e-01,-3.135325e-05,6.399941e+02,1.681766e+05,2.272438e-02,1.729701e-03,-6.573554e-06,-5.801314e-01,-6.638447e-06,7.718625e+02,4.507322e+05,2.617638e-02,4.643764e-03,-2.143727e-07,-2.680387e-01,-9.942632e-06,2.174299e+03,1.106498e+06,3.332213e-01,1.673180e-01,3.873584e-02,1.753169e+02,4.231187e-02,6.970066e+02,1.907588e+05,5.704421e-02,5.995370e-03,-1.101110e-04,-2.560253e+00,-9.023003e-05,1.737811e+03,2.585541e+06,3.131170e-01,1.802745e-01,4.257055e-02,2.217513e+02,-1.135416e-02,0,55
