1.236316e+03,-1.247428e+02,-6.605307e+02,9.224032e+01,1.052929e+02,-2.114363e+02,-6.115474e+02,3.390197e+02,-3.977481e+02,-2.957347e+01,3.400694e+02,-9.012646e+01,8.016357e+00,-4.267812e+02,8.738630e+02,-4.146137e+02,-9.618510e+00,-3.455791e+02,-1.963786e+02,-3.808990e+01,-5.490083e+02,2.276887e+02,-5.264058e+02,6.428633e+02,-2.241770e+02,-9.348354e+00,1.906228e+02,4.028083e+02,-1.770037e+02,1.060477e+02,1.019161e+03,-4.673329e+02,3.875421e+02,-4.317301e+01,2.151598e+02,-4.572072e+01,-1.027419e+02,-1.211864e+02,-1.679550e+02,4.413229e+02,-1.543613e+02,2.632095e+02,-6.513029e+02,2.873239e+02,-4.152356e+02,-9.044844e+01,1.621397e+02,-1.296043e+02,2.191156e+01,0,100
1.255096e+03,-4.027033e+01,-7.371889e+02,1.456557e+02,-3.819767e+00,-2.323780e+02,-6.566719e+02,4.207656e+02,-3.574751e+02,9.913254e+01,3.509438e+02,-1.794218e+02,2.609499e+02,-6.123907e+02,8.166622e+02,-4.350585e+02,-1.215867e+02,-2.582728e+02,-4.195393e+01,-7.105708e+01,-4.971707e+02,2.668214e+02,-4.475102e+02,6.194284e+02,-3.195790e+02,1.424041e+01,-3.124762e+01,2.533175e+02,-2.589704e+02,8.895031e+01,9.690293e+02,-4.831781e+02,2.436244e+02,-8.727876e+01,3.265595e+02,-1.444089e+02,-9.234965e+01,2.208268e+02,-3.559822e+01,6.134157e+02,-1.955662e+02,3.011250e+02,-7.962999e+02,3.738940e+02,-4.826243e+02,-3.687541e+01,-5.135067e+01,2.743225e+01,-4.605754e+00,0,35
1.238544e+03,-9.843654e+01,-7.857280e+02,1.289733e+02,2.298451e+02,-3.468585e+02,-6.831853e+02,2.620901e+02,-3.412534e+02,2.097641e+02,5.903540e+02,-2.441664e+02,2.801107e+02,-5.701010e+02,4.998610e+02,-3.936242e+02,-1.575881e+02,-1.601450e+02,1.727991e+02,-4.531959e-01,-5.341488e+02,3.666870e+02,-2.648828e+02,3.020857e+02,-2.219651e+02,-9.473662e+01,3.568676e+01,-1.235810e+01,-4.345744e+02,1.773418e+02,1.209212e+03,-3.903871e+02,3.064500e+02,1.443105e+02,1.073854e+02,9.768816e+00,7.227407e+00,-8.487999e+01,-1.822963e+01,3.816259e+02,-6.046008e+02,2.508739e+02,-7.466567e+02,3.681494e+02,-3.940199e+02,-8.134000e+01,1.630954e+02,9.780725e+00,1.569282e+02,0,36
1.076524e+03,-6.402863e+01,-7.766644e+02,-6.501361e+01,1.626887e+00,-1.114635e+02,-6.862103e+02,5.936987e+02,-3.931262e+02,4.821828e+01,1.763055e+02,2.955242e+00,5.984155e+02,-6.727371e+02,8.007338e+02,-3.607969e+02,-1.706541e+02,-2.703312e+02,-1.484122e+02,1.081752e+02,-5.744065e+02,3.093213e+02,-4.098985e+02,4.472422e+02,-1.801784e+02,2.316748e+01,2.135101e+02,3.578230e+02,-1.374997e+02,1.823207e+02,8.952991e+02,-4.063988e+02,2.431880e+02,1.254036e+02,5.020564e+01,4.327885e+00,5.446727e+01,-1.003354e+02,-2.142049e+02,2.247831e+02,-8.471521e+01,1.738626e+02,-4.393526e+02,4.437781e+02,-4.317598e+02,-2.128401e+02,1.254388e+02,-3.496738e+02,9.141250e+01,0,94
1.231859e+03,-1.398656e+02,-5.905384e+02,-1.334548e+02,2.384666e+02,-1.864473e+02,-7.346353e+02,5.416080e+02,-4.904883e+02,-3.819108e+01,1.876000e+02,-7.476955e+01,3.411239e+02,-3.749359e+02,8.786461e+02,-3.274328e+02,-6.895011e+01,-4.976199e+01,-3.154791e+02,7.468485e+01,-7.665953e+02,3.174625e+02,-6.022227e+02,6.804236e+01,-1.747432e+02,2.743645e+01,3.311734e+01,5.767631e+02,-2.086982e+02,3.431049e+02,8.127546e+02,-4.773709e+02,3.767831e+02,2.990624e+02,3.116004e+01,5.162576e+01,5.410771e+00,-5.526828e+01,-3.090790e+02,1.919621e+02,-3.916160e+02,3.277185e+02,-2.795660e+02,2.320921e+02,-1.868857e+02,7.028029e+01,1.193641e+02,-1.042856e+02,8.809174e+01,0,25
1.101989e+03,-5.318529e+01,-7.999189e+02,1.486280e+00,-4.646311e+01,-1.294332e+02,-5.928091e+02,4.754748e+02,-3.886097e+02,2.217647e+01,2.310660e+02,-7.344071e+00,3.324024e+02,-6.584491e+02,8.085547e+02,-3.908338e+02,-4.596416e+01,-2.600881e+02,6.258114e-01,1.297586e+02,-5.522627e+02,2.919540e+02,-4.478614e+02,5.517988e+02,-2.225478e+02,1.143979e+02,1.672725e+02,1.578731e+02,-1.768510e+02,1.819985e+02,1.137022e+03,-4.084414e+02,2.325889e+02,6.717671e+01,1.777357e+02,-3.447934e+01,-7.666586e+01,-9.829218e+01,-2.635676e+02,2.380375e+02,-2.097703e+02,1.426592e+02,-7.295245e+02,5.247299e+02,-3.811427e+02,-2.195580e+02,1.819311e+02,-1.813021e+02,8.701585e+01,0,92
1.263372e+03,-5.297070e+01,-7.849293e+02,1.338597e+02,1.327476e+02,-1.414829e+02,-7.161861e+02,4.245334e+02,-4.300450e+02,9.287031e-01,2.546332e+02,-6.126830e+01,4.413644e+02,-5.790316e+02,1.004306e+03,-4.631355e+02,-1.136981e+02,-2.581579e+02,-2.798943e+02,-9.640737e+01,-5.200800e+02,2.218634e+02,-5.541272e+02,6.487891e+02,-3.334139e+02,6.556892e+01,9.209411e+01,4.080364e+02,-2.178991e+02,-6.586830e+01,9.067846e+02,-5.302864e+02,8.936140e+01,-1.588277e+02,1.866209e+02,-1.543848e+02,-9.994266e+01,1.599414e+02,-9.831839e+01,5.206649e+02,1.435620e+02,1.482881e+02,-7.204018e+02,5.465926e+02,-3.778679e+02,1.087226e+02,2.142641e+02,-1.185855e+02,1.427038e+01,0,35
1.050423e+03,-6.750215e+01,-8.392803e+02,-1.107488e+02,-1.125202e+02,-1.923835e+02,-6.685650e+02,5.628511e+02,-3.003003e+02,9.485341e+01,2.332889e+02,3.711926e+01,6.672599e+02,-4.703363e+02,7.838586e+02,-1.495216e+02,7.731081e+01,-7.966037e+01,-2.098256e+02,2.050841e+02,-4.686477e+02,1.581431e+02,-5.830272e+02,1.201664e+02,-1.011841e+02,-2.158560e+02,-1.067871e+02,3.143469e+02,-4.165042e+02,2.212733e+02,7.178921e+02,-4.285083e+02,3.403081e+02,2.569523e+02,-2.597875e+01,-1.040889e+02,2.721084e+02,1.346578e+02,-1.886842e+02,3.163414e+02,-2.512814e+02,1.529020e+02,-2.404099e+02,5.782998e+02,-4.397723e+02,-1.389697e+02,1.557834e+02,-6.759753e+00,-1.043541e+02,0,54
1.120132e+03,-9.716164e+01,-7.306764e+02,-1.072080e+01,7.583774e+01,-1.777965e+02,-6.059749e+02,5.126877e+02,-4.471938e+02,-2.080079e+01,3.177771e+02,1.521060e+01,3.769646e+02,-6.154021e+02,7.679104e+02,-4.300702e+02,-7.229184e+01,-2.195873e+02,-1.274123e+02,1.740538e+02,-6.464875e+02,3.169361e+02,-3.115490e+02,4.244128e+02,-2.289794e+02,4.103045e+01,1.107093e+01,3.095306e+02,-3.782195e+02,2.043604e+02,1.002483e+03,-5.314778e+02,2.204584e+02,1.426255e+02,9.950834e+01,8.198773e+00,3.023401e+01,5.355930e+00,-2.238081e+02,5.238323e+02,-2.650746e+02,1.347941e+02,-6.259573e+02,4.135328e+02,-3.973301e+02,-4.607209e+00,1.076378e+02,-1.781912e+02,1.806962e+02,0,39
1.140186e+03,-1.293746e+02,-8.308342e+02,2.844502e+01,-8.673811e+01,-2.966800e+02,-5.923038e+02,4.671720e+02,-2.076720e+02,9.773544e+01,3.437237e+02,-1.637196e+02,1.585056e+02,-6.275430e+02,7.816786e+02,-8.632755e+01,7.093487e+01,-2.255487e+02,3.421098e+01,-1.618969e+01,-1.882592e+02,3.067645e+02,-5.854619e+02,3.571648e+02,3.693750e+01,-6.566640e+01,1.547883e+02,2.025805e+02,-1.813702e+02,9.591791e+01,1.119767e+03,-3.419497e+02,2.023228e+02,3.411052e+00,4.616711e+00,5.414804e+01,9.610454e+01,-8.294837e+01,-2.122570e+02,2.008603e+02,-4.071518e+02,1.008606e+02,-9.387054e+02,3.929672e+02,-4.067660e+02,-4.280409e+02,1.340848e+02,-1.236523e+02,-2.753238e+01,0,89
