3.094153e+08,2.426101e+16,2.812017e+23,2,93
3.128967e+08,2.490633e+16,2.409317e+23,0,90
4.029937e+08,4.180213e+16,3.554974e+23,0,86
4.071046e+08,4.175955e+16,5.264182e+23,1,73
3.511795e+08,3.132306e+16,3.181413e+23,0,23
3.063895e+08,2.389243e+16,1.844267e+23,0,89
3.229549e+08,2.670377e+16,2.765909e+23,0,3
3.450525e+08,2.998535e+16,3.291784e+23,0,6
3.165772e+08,2.485790e+16,2.827084e+23,1,87
3.204916e+08,2.621437e+16,2.061036e+23,1,74
3.090120e+08,2.432293e+16,2.083178e+23,1,62
3.381475e+08,2.915422e+16,2.776210e+23,0,31
3.546439e+08,3.240340e+16,3.202487e+23,1,95
3.199096e+08,2.609949e+16,2.290321e+23,1,60
2.769357e+08,1.965944e+16,2.061011e+23,1,92
3.067225e+08,2.364336e+16,2.726026e+23,3,93
3.456584e+08,2.996506e+16,3.495379e+23,3,80
3.135242e+08,2.522800e+16,2.629812e+23,1,25
3.417372e+08,2.966874e+16,2.969134e+23,3,103
3.017269e+08,2.316558e+16,2.672934e+23,0,93
4.317679e+08,4.648024e+16,6.316980e+23,2,73
3.191581e+08,2.585125e+16,2.509010e+23,1,76
3.079641e+08,2.364307e+16,2.247925e+23,1,61
3.304766e+08,2.746857e+16,3.657567e+23,3,55
3.261358e+08,2.711014e+16,2.438635e+23,1,43
3.124610e+08,2.490051e+16,2.433713e+23,3,84
2.971037e+08,2.224066e+16,2.507385e+23,1,44
3.196272e+08,2.613876e+16,2.746059e+23,1,45
2.341719e+08,1.427540e+16,1.625604e+23,1,54
3.236148e+08,2.603535e+16,3.115296e+23,2,87
2.999555e+08,2.250001e+16,2.077193e+23,2,61
3.183140e+08,2.573907e+16,2.314754e+23,0,27
3.324791e+08,2.812906e+16,2.742156e+23,2,60
3.677593e+08,3.482294e+16,3.350062e+23,0,95
3.487058e+08,3.048980e+16,3.226855e+23,2,70
3.161203e+08,2.536084e+16,2.562179e+23,1,52
3.560284e+08,3.255424e+16,4.256236e+23,3,67
2.652906e+08,1.761995e+16,1.720535e+23,0,77
2.761995e+08,1.909198e+16,1.940458e+23,1,77
3.034227e+08,2.270554e+16,3.051212e+23,2,64
2.894554e+08,2.131759e+16,2.024602e+23,2,71
3.213551e+08,2.630808e+16,2.679898e+23,1,90
3.861605e+08,3.791493e+16,3.645772e+23,2,49
3.783975e+08,3.633793e+16,3.875388e+23,0,13
3.246394e+08,2.686003e+16,2.859390e+23,0,25
2.863515e+08,2.078361e+16,1.779681e+23,2,83
3.580589e+08,3.269387e+16,2.868423e+23,0,49
3.656230e+08,3.425570e+16,4.611665e+23,2,67
2.791283e+08,1.969228e+16,2.331760e+23,1,33
3.216156e+08,2.576547e+16,3.058592e+23,0,87
2.682885e+08,1.828214e+16,1.910936e+23,3,58
3.256809e+08,2.671381e+16,3.394939e+23,3,59
2.535074e+08,1.632778e+16,1.606097e+23,2,37
3.043091e+08,2.377912e+16,1.918605e+23,1,89
3.262028e+08,2.711314e+16,2.823736e+23,0,11
2.917925e+08,2.166277e+16,2.626058e+23,1,10
3.160904e+08,2.551494e+16,3.250645e+23,3,85
3.222172e+08,2.641078e+16,2.332944e+23,0,43
