setting,classifier,rate
"[('frontal', 'husiq'), ('frontal', 'hututu')]",DMC_manhattam,39.62
"[('frontal', 'husiq'), ('frontal', 'hu1980')]",DMC_manhattam,38.36
"[('frontal', 'husiq'), ('frontal', 'legendre')]",DMC_manhattam,53.69
"[('frontal', 'husiq'), ('frontal', 'chebyshev')]",DMC_manhattam,54.19
"[('frontal', 'husiq'), ('frontal', 'zernike')]",DMC_manhattam,47.85
"[('frontal', 'husiq'), ('radial', 'husiq')]",DMC_manhattam,47.19
"[('frontal', 'husiq'), ('radial', 'hututu')]",DMC_manhattam,48.39
"[('frontal', 'husiq'), ('radial', 'hu1980')]",DMC_manhattam,41.62
"[('frontal', 'husiq'), ('radial', 'legendre')]",DMC_manhattam,53.34
"[('frontal', 'husiq'), ('radial', 'chebyshev')]",DMC_manhattam,55.07
"[('frontal', 'husiq'), ('radial', 'zernike')]",DMC_manhattam,53.84
"[('frontal', 'husiq'), ('sagittal', 'husiq')]",DMC_manhattam,42.16
"[('frontal', 'husiq'), ('sagittal', 'hututu')]",DMC_manhattam,40.62
"[('frontal', 'husiq'), ('sagittal', 'hu1980')]",DMC_manhattam,40.66
"[('frontal', 'husiq'), ('sagittal', 'legendre')]",DMC_manhattam,48.85
"[('frontal', 'husiq'), ('sagittal', 'chebyshev')]",DMC_manhattam,51.58
"[('frontal', 'husiq'), ('sagittal', 'zernike')]",DMC_manhattam,49.23
"[('frontal', 'husiq'), ('transversal', 'husiq')]",DMC_manhattam,48.69
"[('frontal', 'husiq'), ('transversal', 'hututu')]",DMC_manhattam,50.04
"[('frontal', 'husiq'), ('transversal', 'hu1980')]",DMC_manhattam,40.62
"[('frontal', 'husiq'), ('transversal', 'legendre')]",DMC_manhattam,56.19
"[('frontal', 'husiq'), ('transversal', 'chebyshev')]",DMC_manhattam,54.57
"[('frontal', 'husiq'), ('transversal', 'zernike')]",DMC_manhattam,45.93
"[('frontal', 'husiq'), ('whole', 'husiq')]",DMC_manhattam,41.43
"[('frontal', 'husiq'), ('whole', 'hututu')]",DMC_manhattam,43.35
"[('frontal', 'husiq'), ('whole', 'hu1980')]",DMC_manhattam,39.39
"[('frontal', 'husiq'), ('whole', 'legendre')]",DMC_manhattam,48.5
"[('frontal', 'husiq'), ('whole', 'chebyshev')]",DMC_manhattam,48.81
"[('frontal', 'husiq'), ('whole', 'zernike')]",KNN_euclidean,50.42
"[('frontal', 'husiq'), ('upper', 'husiq')]",DMC_manhattam,42.35
"[('frontal', 'husiq'), ('upper', 'hututu')]",DMC_manhattam,46.96
"[('frontal', 'husiq'), ('upper', 'hu1980')]",DMC_manhattam,40.28
"[('frontal', 'husiq'), ('upper', 'legendre')]",DMC_manhattam,51.54
"[('frontal', 'husiq'), ('upper', 'chebyshev')]",DMC_manhattam,49.62
"[('frontal', 'husiq'), ('upper', 'zernike')]",DMC_manhattam,59.03
"[('frontal', 'husiq'), ('lower', 'husiq')]",DMC_manhattam,40.43
"[('frontal', 'husiq'), ('lower', 'hututu')]",DMC_manhattam,40.85
"[('frontal', 'husiq'), ('lower', 'hu1980')]",DMC_manhattam,39.55
"[('frontal', 'husiq'), ('lower', 'legendre')]",DMC_manhattam,41.7
"[('frontal', 'husiq'), ('lower', 'chebyshev')]",LDA,0.0
"[('frontal', 'husiq'), ('lower', 'zernike')]",LDA,0.0
"[('frontal', 'hututu'), ('frontal', 'hu1980')]",DMC_manhattam,39.09
"[('frontal', 'hututu'), ('frontal', 'legendre')]",DMC_manhattam,51.46
"[('frontal', 'hututu'), ('frontal', 'chebyshev')]",DMC_manhattam,51.69
"[('frontal', 'hututu'), ('frontal', 'zernike')]",DMC_manhattam,47.35
"[('frontal', 'hututu'), ('radial', 'husiq')]",DMC_manhattam,47.58
"[('frontal', 'hututu'), ('radial', 'hututu')]",DMC_manhattam,49.54
"[('frontal', 'hututu'), ('radial', 'hu1980')]",DMC_manhattam,41.89
"[('frontal', 'hututu'), ('radial', 'legendre')]",DMC_manhattam,52.5
"[('frontal', 'hututu'), ('radial', 'chebyshev')]",DMC_manhattam,54.46
"[('frontal', 'hututu'), ('radial', 'zernike')]",DMC_manhattam,55.65
"[('frontal', 'hututu'), ('sagittal', 'husiq')]",DMC_manhattam,42.89
"[('frontal', 'hututu'), ('sagittal', 'hututu')]",DMC_manhattam,43.39
"[('frontal', 'hututu'), ('sagittal', 'hu1980')]",DMC_manhattam,40.89
"[('frontal', 'hututu'), ('sagittal', 'legendre')]",DMC_manhattam,48.81
"[('frontal', 'hututu'), ('sagittal', 'chebyshev')]",DMC_manhattam,52.04
"[('frontal', 'hututu'), ('sagittal', 'zernike')]",DMC_manhattam,50.04
"[('frontal', 'hututu'), ('transversal', 'husiq')]",DMC_manhattam,47.46
"[('frontal', 'hututu'), ('transversal', 'hututu')]",DMC_manhattam,49.77
"[('frontal', 'hututu'), ('transversal', 'hu1980')]",DMC_manhattam,39.78
"[('frontal', 'hututu'), ('transversal', 'legendre')]",DMC_manhattam,56.11
"[('frontal', 'hututu'), ('transversal', 'chebyshev')]",DMC_manhattam,54.61
"[('frontal', 'hututu'), ('transversal', 'zernike')]",DMC_manhattam,47.23
"[('frontal', 'hututu'), ('whole', 'husiq')]",DMC_manhattam,40.55
"[('frontal', 'hututu'), ('whole', 'hututu')]",DMC_manhattam,42.58
"[('frontal', 'hututu'), ('whole', 'hu1980')]",DMC_manhattam,38.74
"[('frontal', 'hututu'), ('whole', 'legendre')]",DMC_manhattam,45.89
"[('frontal', 'hututu'), ('whole', 'chebyshev')]",DMC_manhattam,46.16
"[('frontal', 'hututu'), ('whole', 'zernike')]",DMC_manhattam,49.62
"[('frontal', 'hututu'), ('upper', 'husiq')]",DMC_manhattam,40.93
"[('frontal', 'hututu'), ('upper', 'hututu')]",DMC_manhattam,45.35
"[('frontal', 'hututu'), ('upper', 'hu1980')]",DMC_manhattam,38.89
"[('frontal', 'hututu'), ('upper', 'legendre')]",DMC_manhattam,48.89
"[('frontal', 'hututu'), ('upper', 'chebyshev')]",DMC_manhattam,47.31
"[('frontal', 'hututu'), ('upper', 'zernike')]",DMC_manhattam,58.07
"[('frontal', 'hututu'), ('lower', 'husiq')]",DMC_manhattam,39.58
"[('frontal', 'hututu'), ('lower', 'hututu')]",DMC_manhattam,39.85
"[('frontal', 'hututu'), ('lower', 'hu1980')]",DMC_manhattam,38.36
"[('frontal', 'hututu'), ('lower', 'legendre')]",DMC_manhattam,40.89
"[('frontal', 'hututu'), ('lower', 'chebyshev')]",LDA,0.0
"[('frontal', 'hututu'), ('lower', 'zernike')]",LDA,0.0
"[('frontal', 'hu1980'), ('frontal', 'legendre')]",DMC_manhattam,52.46
"[('frontal', 'hu1980'), ('frontal', 'chebyshev')]",DMC_manhattam,52.42
"[('frontal', 'hu1980'), ('frontal', 'zernike')]",DMC_manhattam,46.5
"[('frontal', 'hu1980'), ('radial', 'husiq')]",KNN_euclidean,40.47
"[('frontal', 'hu1980'), ('radial', 'hututu')]",DMC_manhattam,40.89
"[('frontal', 'hu1980'), ('radial', 'hu1980')]",KNN_euclidean,30.02
"[('frontal', 'hu1980'), ('radial', 'legendre')]",DMC_manhattam,50.46
"[('frontal', 'hu1980'), ('radial', 'chebyshev')]",DMC_manhattam,51.11
"[('frontal', 'hu1980'), ('radial', 'zernike')]",DMC_manhattam,50.27
"[('frontal', 'hu1980'), ('sagittal', 'husiq')]",DMC_manhattam,33.13
"[('frontal', 'hu1980'), ('sagittal', 'hututu')]",DMC_manhattam,31.9
"[('frontal', 'hu1980'), ('sagittal', 'hu1980')]",DMC_manhattam,28.21
"[('frontal', 'hu1980'), ('sagittal', 'legendre')]",DMC_manhattam,44.35
"[('frontal', 'hu1980'), ('sagittal', 'chebyshev')]",KNN_euclidean,47.04
"[('frontal', 'hu1980'), ('sagittal', 'zernike')]",MLP,48.12
"[('frontal', 'hu1980'), ('transversal', 'husiq')]",KNN_euclidean,44.2
"[('frontal', 'hu1980'), ('transversal', 'hututu')]",DMC_manhattam,44.31
"[('frontal', 'hu1980'), ('transversal', 'hu1980')]",KNN_euclidean,29.82
"[('frontal', 'hu1980'), ('transversal', 'legendre')]",DMC_manhattam,53.38
"[('frontal', 'hu1980'), ('transversal', 'chebyshev')]",DMC_manhattam,50.23
"[('frontal', 'hu1980'), ('transversal', 'zernike')]",MLP,43.24
"[('frontal', 'hu1980'), ('whole', 'husiq')]",KNN_euclidean,31.25
"[('frontal', 'hu1980'), ('whole', 'hututu')]",DMC_manhattam,31.78
"[('frontal', 'hu1980'), ('whole', 'hu1980')]",KNN_euclidean,24.17
"[('frontal', 'hu1980'), ('whole', 'legendre')]",DMC_manhattam,44.12
