1.729541e+03,7.049125e+05,6.369017e+07,3,72,N,N
1.444440e+03,5.118536e+05,5.193319e+07,3,93,N,N
1.571743e+03,4.792318e+05,3.861026e+07,0,26,N,N
1.631952e+03,6.417923e+05,6.013238e+07,3,96,N,N
1.478336e+03,5.498190e+05,5.033788e+07,1,55,N,N
1.661138e+03,6.536083e+05,7.236856e+07,3,90,N,N
1.654690e+03,6.374275e+05,5.068086e+07,1,5,N,N
1.808818e+03,4.989349e+05,3.724499e+07,0,27,N,N
1.596927e+03,6.205913e+05,6.139133e+07,0,28,N,N
1.752350e+03,7.108360e+05,6.199029e+07,0,67,N,N
1.576271e+03,6.457786e+05,6.913839e+07,3,91,N,N
1.941739e+03,9.937675e+05,1.459050e+08,0,16,N,N
1.787447e+03,7.517886e+05,7.459126e+07,3,99,N,N
1.705143e+03,7.031476e+05,8.484132e+07,3,78,N,N
1.733028e+03,7.164351e+05,7.640594e+07,2,102,N,N
1.725482e+03,6.786901e+05,7.435109e+07,0,22,N,N
1.710721e+03,7.261842e+05,7.736270e+07,1,84,N,N
1.562570e+03,6.268185e+05,6.355914e+07,2,82,N,N
1.603950e+03,5.751702e+05,4.180685e+07,3,68,N,N
1.610032e+03,6.963083e+05,8.101802e+07,3,80,N,N
1.556105e+03,6.606332e+05,7.560445e+07,1,10,N,N
1.912952e+03,8.817894e+05,1.155716e+08,0,56,N,N
1.804061e+03,7.474697e+05,6.707391e+07,1,86,N,N
9.387745e+02,1.378815e+05,2.892810e+06,1,73,N,N
1.640572e+03,6.017033e+05,4.731006e+07,1,40,N,N
1.678754e+03,6.635209e+05,6.566479e+07,2,76,N,N
1.714722e+03,6.988188e+05,6.731442e+07,0,76,N,N
1.631479e+03,6.573635e+05,7.347857e+07,2,53,N,N
1.504572e+03,5.755495e+05,4.868103e+07,1,65,N,N
1.707627e+03,7.064001e+05,7.767959e+07,0,32,N,N
1.160515e+03,2.529038e+05,7.704023e+06,3,98,N,N
1.630563e+03,7.241769e+05,8.913234e+07,0,10,N,N
1.922966e+03,6.901084e+05,6.926066e+07,2,99,N,N
1.699563e+03,6.132129e+05,5.830203e+07,3,61,N,N
1.648301e+03,6.461155e+05,6.058927e+07,3,95,N,N
1.510930e+03,5.869775e+05,5.723612e+07,0,55,N,N
1.676231e+03,6.191772e+05,6.323226e+07,2,66,N,N
1.908623e+03,7.674593e+05,7.750384e+07,3,56,N,N
1.650475e+03,6.365137e+05,5.966234e+07,2,84,N,N
1.728220e+03,7.624906e+05,8.891342e+07,2,92,N,N
1.380862e+03,5.190706e+05,4.540266e+07,2,62,N,N
1.542850e+03,5.418879e+05,4.753225e+07,0,83,N,N
1.611778e+03,6.280463e+05,6.034487e+07,1,57,N,N
1.649305e+03,6.023483e+05,6.090548e+07,3,59,N,N
1.508472e+03,5.703922e+05,5.263598e+07,0,11,N,N
1.666402e+03,6.651488e+05,6.704113e+07,0,13,N,N
1.106585e+03,2.942379e+05,1.092828e+07,1,64,N,N
1.660195e+03,6.537039e+05,6.902812e+07,1,35,N,N
1.746941e+03,5.856983e+05,5.416384e+07,0,8,N,N
1.706803e+03,6.458828e+05,5.155962e+07,0,86,N,N
1.430493e+03,4.833509e+05,3.865126e+07,1,63,N,N
1.741783e+03,7.143746e+05,7.447399e+07,2,51,N,N
1.403660e+03,4.987094e+05,4.311327e+07,3,48,N,N
1.568183e+03,5.814501e+05,5.431841e+07,0,14,N,N
1.555174e+03,5.631358e+05,4.744836e+07,1,54,N,N
1.479374e+03,5.620071e+05,5.313293e+07,1,52,N,N
1.464848e+03,5.129482e+05,4.189285e+07,0,63,N,N
1.638436e+03,6.151788e+05,5.193742e+07,3,101,N,N
1.539666e+03,5.907648e+05,5.880630e+07,2,91,N,N
1.424355e+03,4.318748e+05,3.696716e+07,3,49,N,N
1.731934e+03,7.352043e+05,7.904172e+07,0,102,N,N
1.795901e+03,7.297189e+05,7.652323e+07,1,0,N,N
1.648767e+03,7.070127e+05,8.729063e+07,0,36,N,N
1.557158e+03,5.767148e+05,5.150943e+07,0,18,N,N
