1.581516e+03,7.616292e+05,7.668353e-04,4.830234e-05,-9.107523e-09,-4.154246e-02,-9.378858e-09,1.337975e+03,1.256486e+06,5.353325e-03,7.691958e-04,-1.412102e-06,-8.176301e-01,-1.598272e-06,4.653002e+02,8.740107e+04,2.592762e-05,6.773916e-06,-8.682856e-11,1.522848e-03,-9.343896e-11,0,100,LFAU,28
1.417290e+03,6.516793e+05,2.005975e-03,1.644449e-04,-7.134194e-08,-1.216050e-01,-9.968700e-08,1.284228e+03,9.213854e+05,2.169151e-02,3.796161e-03,-2.881514e-05,-3.236238e+00,-2.529612e-05,4.799023e+02,1.776425e+04,1.561754e-04,7.828777e-05,7.161261e-09,-9.722748e-03,8.621516e-09,0,35,LFAU,28
1.359813e+03,7.602614e+05,2.158047e-03,3.733513e-04,1.221860e-07,-1.680829e-02,2.206473e-07,1.488218e+03,6.516843e+05,3.118632e-02,8.753010e-03,-6.922647e-05,-3.835765e+00,-1.076096e-04,6.191314e+02,1.868086e+04,8.011364e-04,6.070836e-04,4.232750e-07,6.029237e-02,4.845854e-07,0,36,UFAU,43
1.391523e+03,5.988620e+05,3.982054e-03,3.508994e-04,-2.152215e-07,-1.937240e-01,-1.560896e-07,1.290682e+03,7.700894e+05,1.507685e-02,2.999285e-03,-1.735022e-05,-2.388662e+00,-1.728120e-05,5.169959e+02,2.585076e+04,1.025585e-04,1.081430e-04,5.470541e-09,-6.637015e-03,1.449004e-08,0,94,LFAU,12LW
1.370856e+03,5.292750e+05,4.347315e-03,3.002362e-04,-2.470846e-07,-1.734763e-01,-1.908585e-07,1.170953e+03,8.854248e+05,1.277882e-02,2.044705e-03,-6.988532e-06,-1.501313e+00,-6.932404e-06,4.449418e+02,4.292750e+04,3.304308e-05,4.016911e-05,-1.374389e-09,-4.437752e-03,-6.886600e-10,0,25,E,HAPPY
1.428133e+03,4.544674e+05,6.876353e-04,4.987525e-05,-8.287659e-09,-3.264957e-02,-9.373260e-09,1.255943e+03,7.181019e+05,1.239491e-02,2.465085e-03,-1.330352e-05,-2.065415e+00,-1.436402e-05,5.818041e+02,4.765220e+04,2.504808e-04,5.481493e-05,5.454676e-09,-6.911383e-03,6.449206e-09,0,92,LFAU,16
1.404211e+03,3.422606e+05,3.370860e-04,2.434745e-05,-1.914226e-09,-1.369667e-02,-2.255492e-09,1.176779e+03,6.693511e+05,1.255365e-02,2.260674e-03,-1.108762e-05,-1.764157e+00,-1.009479e-05,5.917798e+02,6.307178e+04,3.926609e-04,1.397221e-05,9.857694e-10,-3.002242e-03,1.163304e-09,0,35,LFAU,26
1.363510e+03,3.583255e+05,1.555476e-03,1.054927e-04,1.946598e-09,-1.640857e-02,1.251985e-09,1.097793e+03,7.174808e+05,6.812697e-03,1.041768e-03,-2.709579e-06,-8.655922e-01,-2.468635e-06,5.164735e+02,7.707458e+04,6.843908e-05,1.301152e-05,-3.863157e-10,1.034739e-03,-3.845357e-10,0,54,LFAU,28
1.516976e+03,9.345718e+05,2.665361e-03,7.734988e-04,9.962649e-07,4.134479e-01,1.323623e-06,1.465457e+03,1.190793e+06,2.707330e-02,7.491517e-03,2.234667e-05,-1.199546e+00,-7.401430e-06,5.179268e+02,3.809539e+03,3.428197e-04,3.325441e-04,1.094280e-07,-1.969345e-02,1.423173e-07,0,39,LFAU,23
1.519514e+03,6.191232e+05,1.709918e-03,2.121175e-04,-6.230188e-08,-1.232314e-01,-6.512491e-08,1.299015e+03,1.012202e+06,7.012784e-03,8.234284e-04,-1.731725e-06,-7.590963e-01,-1.964689e-06,5.225844e+02,8.364602e+04,1.463290e-04,1.521537e-05,7.087188e-10,3.387027e-03,8.748053e-10,0,89,E,DISGUST
