8.415798e+05,2.618875e+10,3.538386e+13,6.293856e+06,1.334438e+12,1.950282e+14,5.219601e+06,5.154980e+12,3.814130e+14,6.244790e+06,5.590162e+12,5.223378e+15,0,56,LFAU,12
1.205254e+06,2.576211e+10,4.964311e+13,3.577568e+06,1.116341e+12,2.454776e+14,5.123357e+06,5.047475e+12,4.049023e+14,4.939459e+06,3.351644e+12,1.440624e+15,0,85,UFAU,44
1.544204e+06,1.025413e+11,5.434538e+13,1.594351e+06,5.599575e+11,2.487117e+14,3.641958e+06,3.248742e+12,9.230108e+14,3.894226e+06,2.183817e+12,1.299047e+15,0,81,LFAU,10
9.105453e+05,2.632285e+10,9.316742e+13,4.030275e+06,1.283765e+12,2.676582e+14,5.174919e+06,5.007711e+12,5.826907e+14,3.890667e+06,1.662940e+12,9.077211e+14,0,94,LFAU,34
1.297145e+06,2.481488e+10,4.503311e+13,3.633611e+06,9.257665e+11,1.103357e+14,5.000251e+06,4.786995e+12,2.194830e+14,7.736094e+06,1.000741e+13,8.751495e+15,0,43,LFAU,26
8.944038e+05,3.410141e+10,1.354289e+13,2.221674e+06,1.084648e+12,2.620946e+14,5.329834e+06,6.658600e+12,5.976101e+14,6.435265e+06,4.661900e+12,6.995397e+15,0,101,LFAU,17
4.391098e+05,8.984321e+09,2.651587e+13,7.619977e+06,1.573748e+12,7.067455e+13,4.100081e+06,3.761270e+12,1.186995e+14,7.390049e+06,7.629179e+12,6.128338e+15,0,84,CAU,A26A12lw
1.019347e+06,2.183342e+10,3.936382e+13,3.999446e+06,1.068869e+12,2.917332e+14,4.423876e+06,4.038925e+12,4.493065e+14,4.538949e+06,3.083068e+12,3.060940e+15,0,10,UFAU,44
1.157481e+06,1.882909e+10,5.988352e+13,1.991996e+06,6.830247e+11,1.224748e+14,5.261054e+06,5.715521e+12,2.148155e+14,5.967340e+06,7.237070e+12,2.712238e+15,0,8,LFAU,12L
1.269981e+06,4.302440e+10,5.949278e+13,1.927193e+06,6.922802e+11,2.653541e+14,3.458311e+06,2.928053e+12,4.891260e+14,3.960240e+06,2.380974e+12,1.460495e+15,0,81,UFAU,4
1.116585e+06,1.920838e+10,5.969131e+13,3.680512e+06,1.255382e+12,9.396785e+13,5.348105e+06,5.989823e+12,2.473716e+14,8.594947e+06,1.067523e+13,1.865156e+16,0,34,E,DISGUST
4.664189e+05,1.651226e+10,1.200407e+13,2.165283e+06,5.197327e+11,1.611037e+14,5.248794e+06,3.610135e+12,4.168515e+14,5.445016e+06,4.534226e+12,4.173605e+15,0,36,LFAU,17
1.143273e+06,2.047218e+10,7.077694e+13,6.372439e+06,9.854445e+11,8.759726e+13,4.210985e+06,3.312065e+12,3.601714e+14,6.079136e+06,4.876845e+12,1.609210e+16,0,64,UFAU,43
7.605292e+05,2.053314e+10,3.264846e+13,3.918355e+06,1.589805e+12,1.694211e+14,5.748591e+06,6.276186e+12,3.898543e+14,7.886285e+06,7.719743e+12,1.090861e+16,0,46,UFAU,44
9.229397e+05,2.858432e+10,2.743616e+13,3.117432e+06,1.637755e+12,2.550572e+14,4.827763e+06,5.325040e+12,3.241708e+14,7.158305e+06,7.280989e+12,7.873266e+15,0,20,LFAU,24
7.109171e+05,1.247830e+10,4.969037e+13,4.774105e+06,6.616445e+11,7.988878e+13,4.679930e+06,3.495363e+12,1.807687e+14,4.991809e+06,4.673602e+12,2.799299e+15,0,53,LFAU,27
8.509065e+05,1.552334e+10,4.734683e+13,7.644440e+06,1.827261e+12,7.479687e+13,4.103111e+06,3.996058e+12,1.229720e+14,7.677199e+06,7.675247e+12,4.034092e+15,0,84,LFAU,12LW
8.111325e+05,2.087343e+10,3.418374e+13,4.151994e+06,1.012362e+12,2.656984e+14,4.927812e+06,4.564201e+12,3.703935e+14,5.357836e+06,4.774272e+12,4.265959e+15,0,93,LFAU,12L
8.662834e+05,1.815652e+10,2.487863e+13,3.384298e+06,1.444801e+12,2.038728e+14,5.453829e+06,6.261763e+12,3.036587e+14,7.780265e+06,1.041360e+13,1.289333e+16,0,1,LFAU,15
9.206664e+05,2.086773e+10,3.531168e+13,3.341901e+06,1.776222e+12,1.866832e+14,5.954528e+06,7.618247e+12,4.698334e+14,7.488650e+06,7.737498e+12,1.233302e+16,0,46,LFAU,12LW
1.629474e+06,5.188225e+10,5.834671e+13,5.604214e+06,2.724922e+12,1.912520e+14,6.219988e+06,8.799523e+12,8.160315e+14,6.163983e+06,5.234542e+12,4.240043e+15,0,23,E,ANGER
1.830822e+06,1.270761e+11,6.587005e+13,1.698287e+06,6.476544e+11,1.245200e+14,4.831006e+06,5.826860e+12,4.594495e+14,7.354714e+06,1.148355e+13,4.969020e+15,0,79,LFAU,12
9.786039e+05,2.914716e+10,4.225658e+13,3.072055e+06,1.217990e+12,2.050931e+14,4.901935e+06,5.250774e+12,4.721559e+14,6.942810e+06,7.376931e+12,1.285588e+16,0,71,UFAU,4
1.133078e+06,1.874184e+10,5.260926e+13,5.313428e+06,1.982545e+12,1.438934e+14,5.942721e+06,7.307507e+12,3.680590e+14,7.534836e+06,8.721621e+12,5.551092e+15,0,104,LFAU,26
5.750072e+05,1.665720e+10,3.254618e+13,5.376753e+06,1.310960e+12,2.101211e+14,5.201456e+06,4.317758e+12,4.055819e+14,5.432435e+06,3.866973e+12,4.447086e+15,0,93,UFAU,43
1.614149e+05,3.466648e+09,1.293872e+13,5.009549e+06,1.848519e+12,9.196876e+13,5.387756e+06,6.251649e+12,2.144319e+14,6.573147e+06,7.383110e+12,2.456185e+15,0,102,CAU,A26A12lw
4.696373e+05,1.613854e+10,2.616925e+13,7.808226e+06,1.789463e+12,1.159991e+14,4.449927e+06,4.415725e+12,2.431018e+14,8.034924e+06,7.487768e+12,9.506445e+15,0,84,LFAU,22
9.067714e+05,2.374852e+10,3.095408e+13,4.273052e+06,1.581254e+12,3.187170e+14,4.807007e+06,4.730115e+12,3.011391e+14,7.369172e+06,8.487132e+12,1.344808e+16,0,22,LFAU,24
4.845203e+05,3.114482e+10,1.934231e+13,3.039805e+06,1.764836e+12,2.926090e+14,6.772146e+06,7.857772e+12,4.282741e+14,8.152561e+06,1.023963e+13,2.756655e+16,0,69,LFAU,34
3.491903e+05,9.357050e+09,4.002112e+13,6.110986e+06,3.242011e+12,1.925117e+14,5.091015e+06,6.399037e+12,1.542307e+14,6.878350e+06,8.650344e+12,2.741690e+15,0,5,LFAU,12
1.433492e+06,1.854229e+10,4.936830e+13,5.781826e+06,1.476338e+12,8.008581e+13,5.039987e+06,5.107322e+12,3.261228e+14,6.735236e+06,5.852554e+12,4.262941e+15,0,57,UFAU,4
8.781761e+05,1.996459e+10,4.790028e+13,4.254763e+06,1.506141e+12,2.223491e+14,5.310296e+06,5.912000e+12,4.375618e+14,5.946416e+06,4.694287e+12,6.230243e+15,0,25,UFAU,4
1.269705e+06,2.893123e+10,8.058207e+13,4.828286e+06,1.182206e+12,3.637877e+14,4.357965e+06,3.383229e+12,2.093437e+14,4.900083e+06,3.700070e+12,1.944269e+15,0,91,E,SADNESS
8.688835e+05,2.233853e+10,3.044346e+13,1.941077e+06,6.479308e+11,1.113231e+14,3.621381e+06,3.177209e+12,2.206852e+14,7.708657e+06,1.079108e+13,1.712741e+16,0,62,LFAU,9
1.452752e+06,3.229315e+10,1.420817e+14,6.964006e+06,1.002398e+12,1.404734e+14,4.944985e+06,4.039882e+12,3.176264e+14,4.454877e+06,3.142262e+12,1.254389e+15,0,9,UFAU,1
6.586833e+05,1.661370e+10,1.222951e+13,3.157971e+06,1.857762e+12,1.672570e+14,5.480258e+06,6.974479e+12,3.612698e+14,8.718547e+06,1.303328e+13,1.419037e+16,0,86,UFAU,4
1.283806e+06,2.716599e+10,7.985345e+13,4.469004e+06,1.778443e+12,7.761178e+13,6.002778e+06,7.499820e+12,2.361991e+14,9.062965e+06,1.137439e+13,1.205095e+16,0,100,LFAU,27
1.159042e+06,2.702454e+10,1.111125e+14,2.246339e+06,9.529172e+11,1.341537e+14,5.990739e+06,8.243301e+12,4.997652e+14,5.981604e+06,8.351012e+12,2.830895e+15,0,40,CAU,A26A12lw
1.103589e+06,1.898475e+10,6.154731e+13,5.484908e+06,1.252194e+12,1.009761e+14,4.974381e+06,4.564226e+12,1.693460e+14,6.726042e+06,7.290259e+12,2.367557e+15,0,0,E,SURPRISE
6.886629e+05,2.499355e+10,1.133388e+13,1.643591e+06,6.098026e+11,2.239660e+14,4.630478e+06,4.560684e+12,4.921741e+14,7.028828e+06,7.793299e+12,1.105058e+16,0,20,LFAU,18
1.299789e+06,3.937152e+10,9.440718e+13,6.739354e+06,1.513782e+12,1.904556e+14,4.447058e+06,4.054029e+12,3.380583e+14,6.263606e+06,4.593688e+12,7.055695e+16,0,56,LFAU,27
6.661078e+05,1.365418e+10,5.351610e+13,6.543483e+06,1.029081e+12,7.320886e+13,4.816968e+06,4.488986e+12,1.561588e+14,6.192022e+06,6.322759e+12,6.402827e+15,0,5,LFAU,16
3.092452e+05,7.171266e+09,2.655962e+13,3.483432e+06,1.268278e+12,1.821029e+14,6.977979e+06,8.654547e+12,5.403253e+14,5.857384e+06,7.778419e+12,2.753680e+15,0,54,LFAU,34
6.413457e+05,1.236411e+10,3.761123e+13,6.213141e+06,1.162644e+12,1.016045e+14,4.959283e+06,4.461512e+12,3.117908e+14,6.787315e+06,5.962443e+12,1.021648e+16,0,34,E,SURPRISE
