1.122781e-06,-5.089109e-06,8.532887e-04,-2.525261e-08,-2.627421e-04,1.481042e-02,6.525609e-03,-8.012641e-02,4.444836e+00,-2.020692e-06,6.026716e-04,-1.206877e-02,-6.308807e-04,1.445888e-02,-8.230079e-01,-4.505424e-02,2.765041e+00,-8.927373e+01,7.413438e-04,-5.610402e-03,9.358107e-01,1.169806e-02,-6.739855e-01,3.033060e+01,3.382677e+00,-6.587487e+01,4.122783e+03,0,100,LFAU,28
1.764633e-06,-8.874117e-06,1.562013e-03,-7.718244e-09,-1.294038e-03,4.278353e-02,9.238026e-03,-1.149927e-01,7.539531e+00,1.267191e-06,-1.054315e-03,2.375520e-02,1.414156e-03,-2.813380e-02,2.245750e+00,1.974969e-02,-4.887370e+00,1.777305e+02,1.091576e-03,-1.327778e-02,1.884135e+00,1.442759e-02,-1.760707e+00,6.940864e+01,5.292921e+00,-1.144291e+02,9.123825e+03,0,35,LFAU,28
2.718333e-06,-1.143334e-05,2.918241e-03,7.973059e-08,8.437212e-04,4.810056e-03,1.249079e-02,-9.481774e-02,8.521826e+00,2.193724e-06,-1.240232e-03,2.625534e-02,-7.559155e-04,-2.280975e-04,-1.654064e-01,1.530107e-02,-3.384858e+00,8.247405e+01,7.803823e-04,-6.775442e-03,1.607502e+00,8.910125e-04,2.223320e-01,9.930139e+00,2.081534e+00,-2.909133e+01,2.859129e+03,0,36,UFAU,43
1.521081e-06,-8.587181e-06,1.453034e-03,9.622889e-07,-1.210949e-04,2.117362e-02,8.273663e-03,-1.394967e-01,8.749350e+00,-1.741591e-06,7.960925e-04,-1.607505e-02,-1.632555e-03,3.431001e-02,-1.994182e+00,-4.540502e-02,3.815001e+00,-1.767430e+02,1.067686e-03,-1.167973e-02,1.584467e+00,2.343130e-02,-1.527968e+00,7.621174e+01,6.423869e+00,-1.631579e+02,1.044902e+04,0,94,LFAU,12LW
2.142501e-06,-7.436452e-06,1.860654e-03,-7.682555e-06,-3.638952e-04,-1.009432e-02,6.131415e-03,-4.759918e-02,4.189221e+00,-1.398654e-06,1.093923e-03,-3.035665e-02,2.470120e-03,-1.115623e-02,7.535067e-01,-5.484818e-02,2.199213e+00,-1.059486e+02,2.871187e-03,-2.244566e-02,2.449747e+00,1.648038e-02,9.616853e-01,-2.397437e+01,9.893956e+00,-1.234264e+02,6.079022e+03,0,25,E,HAPPY
1.375417e-06,-5.836369e-06,1.287481e-03,-2.166565e-06,1.045271e-04,-2.656296e-03,7.127435e-03,-7.480538e-02,5.577125e+00,2.573607e-06,-8.158882e-04,1.647034e-02,4.145324e-04,-7.257172e-03,4.038217e-01,4.399600e-02,-2.678278e+00,8.207335e+01,8.638381e-04,-5.983533e-03,1.375426e+00,1.342169e-02,-3.663736e-01,1.812434e+01,2.578319e+00,-4.928021e+01,3.840321e+03,0,92,LFAU,16
1.416139e-06,-6.158733e-06,1.314863e-03,-2.647287e-06,-6.780302e-04,1.147572e-02,8.758196e-03,-1.162240e-01,8.054987e+00,2.819744e-06,-9.229096e-04,1.291743e-02,7.243364e-04,-1.869909e-02,1.379878e+00,6.517865e-02,-4.807729e+00,1.605128e+02,9.646900e-04,-6.424099e-03,1.499627e+00,2.424932e-02,-1.120189e+00,4.399916e+01,4.531072e+00,-1.131921e+02,7.751335e+03,0,35,LFAU,26
9.549552e-07,-3.458576e-06,6.823637e-04,1.095092e-06,-2.662941e-06,1.044571e-03,5.482251e-03,-5.583546e-02,3.305018e+00,2.131710e-06,-5.456736e-04,9.554760e-03,-4.156249e-04,5.573089e-03,-3.410290e-01,4.665490e-02,-2.182709e+00,5.782546e+01,7.680444e-04,-4.650269e-03,8.734483e-01,-1.225875e-02,4.181690e-01,-1.565589e+01,2.582084e+00,-4.751514e+01,2.770358e+03,0,54,LFAU,28
1.575081e-06,-5.474322e-06,1.406329e-03,-8.218756e-07,-5.988582e-04,2.099989e-03,7.333096e-03,-5.731280e-02,4.914360e+00,-8.598168e-07,1.066337e-03,-1.613621e-02,-1.806154e-03,1.362027e-02,-1.385661e+00,-8.308613e-03,4.219225e+00,-1.011080e+02,1.426290e-03,-1.085488e-02,1.961189e+00,8.759753e-03,-1.904633e+00,3.954834e+01,7.440923e+00,-9.656917e+01,8.067823e+03,0,39,LFAU,23
1.163748e-06,-4.675981e-06,7.789063e-04,2.221029e-06,3.117236e-04,4.263186e-03,5.290673e-03,-5.181424e-02,2.648512e+00,1.240022e-06,-5.084846e-04,1.145906e-02,1.455671e-03,-1.714624e-02,4.547866e-01,2.618637e-02,-1.314214e+00,4.415466e+01,1.347451e-03,-1.216685e-02,1.080419e+00,1.047554e-02,-6.392618e-01,2.299566e+01,6.354637e+00,-9.389313e+01,3.520889e+03,0,89,E,DISGUST
2.176199e-06,-9.611353e-06,1.838489e-03,1.975912e-06,9.413355e-04,-7.652569e-03,9.543693e-03,-7.971354e-02,5.319029e+00,-1.644632e-06,7.297449e-04,-1.876484e-02,-1.408568e-03,1.366826e-02,-3.711573e-01,-2.482908e-02,1.029950e+00,-2.973859e+01,9.783687e-04,-9.171639e-03,1.265936e+00,6.759517e-03,-2.574256e-01,9.894621e+00,4.063519e+00,-4.508980e+01,2.443867e+03,0,24,E,DISGUST
