5.577797e-03,-5.254106e-03,1.443122e-01,2.491758e-03,-3.119929e-02,1.260322e-01,6.045522e-02,-1.792802e-02,1.317850e+00,-2.576635e-02,-1.152090e-01,6.861251e-01,4.707425e-02,-4.022607e-02,2.431841e+00,1.458137e-01,-1.918920e+00,8.780888e+00,2.353176e+00,-3.739313e+00,4.043461e+01,2.087653e+00,-9.527464e+00,4.828359e+01,1.619788e+01,-2.168060e+01,2.433854e+02,1.443308e-05,-4.422672e-05,6.028889e-03,-2.643795e-06,4.935568e-04,2.992694e-02,1.305689e-02,-5.672375e-02,3.192030e+00,3.598573e-06,-2.623207e-04,1.925135e-02,2.235699e-04,-8.584016e-03,2.976183e-01,1.436984e-02,-3.063565e-01,1.373774e+01,1.377240e-02,-2.167844e-01,7.317651e+00,-2.625737e-02,2.018622e-01,7.520975e+00,8.773466e+00,-1.305899e+02,3.655454e+03,2.357622e-05,-2.505666e-06,6.455880e-03,-2.138372e-05,-9.682631e-03,7.757045e-03,7.545611e-02,4.140516e-01,2.116296e+01,-5.892131e-06,-2.493748e-04,2.091821e-02,-6.974238e-04,-3.677074e-02,1.680929e-01,-7.197561e-02,-1.029121e-01,3.627994e+01,5.547636e-02,-4.730262e-01,1.312267e+01,-2.868257e-01,-1.754367e+01,1.588642e+02,9.555769e+01,-2.413442e+02,2.329086e+04,5.483618e-05,2.447609e-05,1.119649e-02,7.426623e-05,-2.372219e-02,6.216176e-03,3.796377e-01,1.965238e+00,7.085962e+01,3.311272e-06,-4.274429e-04,3.650990e-02,-1.888854e-03,-1.236983e-01,6.009035e-01,2.934605e-01,-4.419635e+00,2.542159e+02,1.625518e-01,-1.178572e+00,3.339776e+01,-1.575425e+00,-5.498746e+01,6.267652e+02,6.187081e+02,-9.231400e+02,9.664867e+04,3,72
0.000000e+00,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.560575e-05,-4.858329e-05,7.024383e-03,1.203109e-06,-9.822970e-04,3.437373e-02,1.335328e-02,-6.216098e-02,3.668759e+00,3.753791e-06,2.701509e-04,-5.996946e-03,-9.326975e-05,-2.740109e-03,1.097596e-01,6.252349e-03,1.354742e-01,-6.217245e-01,1.318070e-02,-2.271085e-01,7.509059e+00,-3.423641e-02,-5.531650e-01,2.961771e+01,8.225387e+00,-1.256403e+02,3.500474e+03,2.463912e-05,-1.625099e-06,6.965142e-03,1.792550e-06,-8.802794e-03,-1.945612e-02,7.994470e-02,4.805494e-01,2.239223e+01,4.129030e-06,1.332522e-03,-1.748933e-02,-4.740084e-04,-4.073607e-02,-7.677729e-01,-1.093030e-02,1.944429e+00,1.685122e+01,5.594079e-02,-5.460974e-01,1.399882e+01,-1.299326e-01,-1.430190e+01,8.519067e+01,9.728680e+01,-3.108516e+02,1.965733e+04,5.167974e-05,3.720514e-05,1.181457e-02,-1.414285e-05,4.242379e-03,2.449900e-01,3.847044e-01,2.529902e+00,7.788947e+01,-8.102873e-06,1.360113e-03,-7.237165e-02,-1.054705e-02,-1.513679e-01,-2.745634e+00,-3.391788e-01,4.085837e+00,-2.850145e+02,1.292416e-01,-1.370601e+00,3.594887e+01,-4.401951e-01,5.223483e+00,2.480511e+02,5.798156e+02,-1.835689e+03,9.067573e+04,3,93
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.679408e-05,-4.485862e-05,5.254534e-03,-3.017107e-06,-6.620108e-04,-7.934782e-03,1.508275e-02,-1.024828e-01,2.977468e+00,-1.585046e-06,-2.989529e-05,9.675286e-03,-4.388584e-06,-6.904574e-03,1.882897e-01,-5.178971e-03,-1.794547e-01,7.978480e+00,1.462200e-02,-1.864324e-01,4.750504e+00,-1.649991e-02,-2.360275e-01,7.808995e-01,8.798105e+00,-1.283922e+02,2.811405e+03,3.244575e-05,-5.797410e-06,2.610440e-03,8.831319e-06,-5.712409e-03,-4.356745e-02,1.007129e-01,3.094218e-01,9.993867e+00,-2.674260e-06,3.170200e-04,-5.615552e-03,6.378562e-04,-2.447556e-02,-1.722597e-01,6.111360e-03,3.953908e-01,-1.950438e+01,8.457196e-02,-4.287562e-01,4.206160e+00,-1.384548e-02,-5.868175e+00,2.252067e+01,1.361036e+02,-4.345607e+02,6.909017e+03,3.621562e-05,7.982902e-06,4.034689e-03,-1.072033e-05,5.932200e-03,4.423998e-02,2.346036e-01,1.169788e+00,2.727617e+01,7.549619e-06,-3.252122e-04,2.108648e-04,-4.748488e-03,-2.820020e-02,1.419588e-01,2.750502e-02,-3.401639e-01,-3.079370e+01,1.326250e-01,-9.272040e-01,1.425480e+01,3.462100e-01,1.573381e+01,-4.802017e+01,4.594777e+02,-9.382251e+02,3.203060e+04,0,26
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.550762e-05,-4.508083e-05,6.787166e-03,-3.079538e-06,-1.656447e-03,4.355074e-02,1.267344e-02,-6.289555e-02,3.440104e+00,2.097902e-06,-6.195753e-05,2.052719e-02,-8.042856e-05,-5.653244e-03,2.468709e-01,-3.509683e-03,-2.245617e-02,9.643704e+00,1.305015e-02,-2.067079e-01,6.641031e+00,-3.476121e-02,-8.409439e-01,4.503229e+01,7.370747e+00,-1.067338e+02,2.946255e+03,2.745271e-05,-2.666517e-06,1.000477e-02,-1.534418e-05,-1.719275e-02,-4.950747e-02,7.868505e-02,3.249765e-01,2.877837e+01,-4.344959e-06,6.628065e-05,1.546622e-02,-4.477644e-04,-3.126929e-02,-3.114551e-01,-8.109096e-03,-9.697687e-02,5.255074e+01,6.173833e-02,-4.570237e-01,1.453025e+01,-1.874558e-01,-2.324640e+01,2.660093e+02,8.721101e+01,-2.924925e+02,2.761037e+04,5.856399e-05,1.770980e-05,1.602388e-02,5.918041e-05,-4.746728e-02,-4.153029e-01,3.588920e-01,1.696503e+00,1.017302e+02,2.694797e-05,1.611131e-03,3.223240e-02,-3.917930e-03,-1.191536e-01,-5.225278e+00,2.104948e-01,1.311665e+01,3.094643e+02,1.776995e-01,-1.287231e+00,3.614763e+01,-6.631583e-01,-7.995197e+01,7.973898e+02,5.386824e+02,-1.723892e+03,1.159426e+05,3,96
3.045998e-03,-3.496833e-03,8.429629e-02,4.258403e-03,-1.745724e-02,2.036389e-01,7.549966e-02,-3.460081e-02,1.286788e+00,5.596994e-03,-1.116685e-01,1.027346e+00,-2.247436e-04,-2.657500e-01,3.083189e+00,1.076677e-02,-1.191005e+00,1.638546e+01,1.263480e+00,-4.095770e+00,4.744584e+01,4.082099e+00,-1.191990e+01,1.467424e+02,3.073061e+01,-5.831922e+01,7.498518e+02,1.835154e-05,-5.445673e-05,7.373213e-03,-1.139912e-05,1.333237e-03,1.560442e-02,1.669673e-02,-6.450607e-02,3.464101e+00,5.267709e-06,-9.038734e-04,5.485282e-02,5.683143e-05,4.212474e-03,-2.458058e-02,1.338925e-02,-8.184581e-01,3.179346e+01,1.722215e-02,-2.773608e-01,8.482214e+00,-2.650206e-02,7.610103e-01,-1.065430e+01,1.159605e+01,-1.586211e+02,3.859298e+03,2.314128e-05,-1.798900e-06,5.711045e-03,-3.848413e-05,-2.988285e-03,7.296725e-02,7.597914e-02,4.634228e-01,2.092771e+01,-5.011155e-06,-3.406319e-03,7.472121e-02,-3.416662e-04,6.044394e-03,6.124722e-01,1.569773e-02,-6.091441e+00,9.820505e+01,5.553470e-02,-5.199928e-01,1.036365e+01,-2.935483e-01,-5.954552e+00,9.632659e+01,9.713484e+01,-4.964451e+02,1.640182e+04,6.232011e-05,6.011813e-05,2.091884e-02,2.368394e-04,2.864150e-02,9.846464e-01,4.646234e-01,4.011551e+00,1.560280e+02,6.250489e-07,-8.848980e-03,2.777384e-01,4.052905e-03,-1.596137e-02,-3.711153e+00,3.074311e-01,-3.061668e+01,3.027586e+02,1.650728e-01,-2.024402e+00,6.255775e+01,-5.689503e-01,3.684229e+01,7.696174e+02,6.451371e+02,-1.126040e+03,1.917770e+05,1,55
4.441304e-03,-7.144308e-04,8.993381e-02,-9.414424e-03,-2.010067e-02,-9.719150e-02,7.099375e-01,1.136857e+00,9.194180e+00,-3.704691e-02,-4.368252e-02,4.811635e-01,3.304555e-01,2.694007e-02,1.240445e+00,-4.312716e+00,-3.893764e+00,3.419286e+01,3.028056e+00,-1.884969e+00,3.403970e+01,-1.060157e+01,-8.840676e-01,-5.429285e+01,2.700751e+02,1.336738e+02,7.354813e+02,1.706065e-05,-4.529969e-05,5.653615e-03,-2.559085e-06,-9.116109e-04,5.059261e-03,1.625725e-02,-8.159341e-02,2.956415e+00,1.002051e-05,-1.072308e-04,7.460559e-03,1.779101e-05,-1.249649e-02,2.317328e-01,1.504711e-02,-3.004128e-01,6.416457e+00,1.577018e-02,-2.299842e-01,5.461165e+00,-3.211209e-02,-3.120955e-01,1.437303e+01,1.050179e+01,-1.448304e+02,3.102866e+03,2.514355e-05,-1.329683e-06,4.062126e-03,-2.510504e-06,-4.515165e-03,-1.658036e-02,8.311395e-02,4.739616e-01,1.656133e+01,8.572797e-07,4.358209e-04,-1.269820e-02,-1.127344e-03,-1.652014e-02,-9.211230e-01,-4.704047e-02,6.668873e-01,-3.834768e+01,6.570151e-02,-5.207473e-01,7.913267e+00,1.238861e-02,-6.775424e+00,7.223988e+01,1.190080e+02,-4.956649e+02,1.270253e+04,4.967724e-05,2.968250e-05,1.318148e-02,9.913535e-05,2.580978e-02,5.362950e-01,3.463957e-01,2.477381e+00,9.620513e+01,-1.831086e-05,-1.683295e-03,-2.365107e-02,-4.506678e-03,-1.653482e-01,-2.445681e+00,-3.424745e-01,-8.957167e+00,-3.944887e+02,1.568825e-01,-1.577595e+00,4.151299e+01,7.132629e-01,4.217525e+01,2.435722e+02,6.288003e+02,-1.221833e+03,1.328733e+05,3,90
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.316713e-05,-3.818252e-05,6.031883e-03,-1.700877e-07,-1.362646e-03,2.629892e-02,1.191969e-02,-8.582610e-02,3.633453e+00,-3.429072e-07,2.845870e-04,-5.843047e-03,-7.370614e-05,-2.053589e-03,-1.660124e-02,-4.278866e-04,1.538208e-01,-2.074005e+00,1.128301e-02,-1.695629e-01,6.011248e+00,-2.979384e-02,-7.181084e-01,2.770012e+01,6.981003e+00,-1.112035e+02,3.320337e+03,2.612619e-05,1.562650e-05,9.410813e-03,-7.407430e-05,-1.421483e-02,-1.641784e-01,7.552924e-02,4.321677e-01,2.632695e+01,8.660688e-07,1.871406e-03,-9.986650e-03,-2.862718e-04,-2.921414e-02,-1.071335e+00,3.139657e-02,2.158537e+00,3.357104e+01,6.189114e-02,-4.031656e-01,9.600387e+00,-3.887352e-01,-1.627520e+01,1.052961e+02,9.991133e+01,-1.670214e+02,1.955882e+04,5.138382e-05,2.265942e-06,1.193118e-02,1.817562e-04,-3.390426e-02,-2.922589e-01,3.571103e-01,1.393721e+00,7.253403e+01,9.877251e-06,4.860099e-03,-5.083612e-02,-3.021959e-03,-1.290808e-01,-4.968706e+00,2.589336e-01,2.003333e+01,1.399636e+02,1.340221e-01,-1.324354e+00,3.064450e+01,9.418084e-01,-5.163746e+01,6.853054e+02,5.270144e+02,-2.918204e+03,9.189058e+04,1,5
1.076100e-02,-6.082570e-03,4.642861e-01,2.887656e-03,1.827758e-02,3.035463e-01,9.725241e-02,1.680127e-01,3.239222e+00,2.457422e-02,-2.369411e-01,3.881037e+00,2.936180e-01,3.175226e-01,1.073865e+01,2.687737e-01,-4.445364e-01,3.189418e+01,3.982361e+00,-7.969664e+00,1.712980e+02,3.077624e+00,7.632288e+00,1.378032e+02,3.553546e+01,2.108860e+01,1.082942e+03,1.568953e-05,-4.425515e-05,6.564468e-03,-3.047376e-06,-1.610880e-03,5.182904e-02,1.387694e-02,-7.012035e-02,3.600833e+00,-2.539932e-07,1.008581e-04,1.523724e-02,-1.824853e-04,5.061323e-03,-9.501761e-02,-1.089957e-02,1.694549e-01,1.831428e+00,1.312369e-02,-1.988349e-01,6.260339e+00,-3.904594e-02,-8.585030e-01,4.640453e+01,7.925350e+00,-1.128090e+02,3.156212e+03,2.748563e-05,1.636905e-05,1.163659e-02,-4.495236e-05,-2.146054e-02,-2.347046e-01,7.935521e-02,5.603039e-01,4.466274e+01,8.370684e-06,-1.692378e-03,9.078379e-02,-2.524984e-03,-6.947070e-02,8.991691e-01,6.577367e-03,-5.366025e-01,2.255992e+02,6.880284e-02,-3.766098e-01,1.605556e+01,-2.789745e-01,-2.831678e+01,1.173598e+02,1.072807e+02,-8.086105e+00,3.749469e+04,3.758354e-05,7.858827e-06,1.431743e-02,4.130035e-05,-3.901398e-02,-4.541152e-01,2.457063e-01,1.233147e+00,9.776795e+01,-1.220890e-05,-3.078545e-03,2.044004e-01,-1.221962e-02,-2.058439e-01,3.038391e+00,-3.118994e-02,-5.022231e+00,9.035354e+02,1.259471e-01,-1.088199e+00,3.498566e+01,2.014084e-01,-6.582818e+01,6.014331e+02,4.542667e+02,-1.544913e+03,1.159187e+05,0,27
4.868231e-03,-1.068935e-04,2.118036e-01,6.551719e-03,-2.266393e-01,7.108151e-01,1.167783e+00,-6.025927e-01,4.020620e+01,-1.284901e-02,-2.748387e-01,3.248950e-01,6.656817e-01,5.973348e-01,3.228865e+01,1.206640e+00,-5.050010e+01,8.159315e+01,1.441199e+00,3.964848e+00,5.768848e+01,-8.951148e+00,-7.773695e+01,-1.693912e+02,2.149073e+02,5.006656e+02,9.535297e+03,1.841396e-05,-5.265013e-05,5.622078e-03,-6.729954e-06,2.831148e-04,1.346624e-02,1.684053e-02,-8.594790e-02,2.901447e+00,1.523839e-05,-1.537442e-03,4.589515e-02,-2.593165e-04,2.659407e-03,4.162695e-02,3.245691e-02,-1.305772e+00,3.412608e+01,1.712290e-02,-2.395157e-01,5.925978e+00,-3.635608e-02,1.972648e-01,4.363051e+00,1.119261e+01,-1.542968e+02,3.281970e+03,2.908924e-05,-1.006503e-05,4.110574e-03,1.138246e-05,-7.470602e-03,-1.975318e-02,9.377293e-02,2.843423e-01,1.599494e+01,-4.715078e-06,-4.853829e-03,5.456950e-02,-6.955894e-04,2.873380e-02,1.237461e+00,-2.514316e-02,-9.911052e+00,6.186292e+01,7.480520e-02,-4.715926e-01,7.463033e+00,-3.839593e-02,-9.692127e+00,6.182135e+01,1.226951e+02,-6.069461e+02,1.469455e+04,4.449774e-05,1.524005e-05,6.270726e-03,1.168018e-05,-3.000873e-03,6.926173e-02,2.920153e-01,1.545836e+00,4.420450e+01,-1.997710e-05,-1.093373e-02,1.379064e-01,8.732999e-03,1.073475e-01,1.068555e+00,-1.713249e-01,-4.049431e+01,8.215647e+01,1.556162e-01,-1.059043e+00,1.907717e+01,-8.561002e-02,-1.109189e+01,-1.569798e+01,4.824463e+02,-1.516792e+03,5.006292e+04,0,28
6.843869e-04,-1.002025e-03,3.351312e-02,8.689330e-04,-1.698058e-02,1.046036e-01,4.474261e-02,-9.885459e-02,2.001758e+00,-2.787565e-04,-2.590580e-02,1.428623e-01,2.690002e-02,-2.125022e-01,1.828795e+00,3.272944e-01,-3.317168e+00,2.500285e+01,2.967804e-01,-1.295373e+00,1.468614e+01,9.696865e-01,-7.811822e+00,6.959364e+01,1.928400e+01,-9.523953e+01,8.906072e+02,2.606999e-05,-5.624314e-05,9.678316e-03,-1.195643e-05,1.181757e-03,9.830662e-02,2.291411e-02,-5.337244e-03,4.631049e+00,9.374143e-06,-1.771246e-05,2.200995e-03,2.188112e-04,-1.742590e-02,4.322651e-01,2.301962e-02,1.664450e-01,2.083680e+00,2.735975e-02,-3.757392e-01,1.075081e+01,-5.963909e-02,4.311766e-01,3.834883e+01,1.703596e+01,-1.469587e+02,4.072428e+03,2.066181e-05,-4.710527e-06,7.000043e-03,-6.929348e-05,-7.457602e-03,6.712543e-02,6.190217e-02,3.934304e-01,2.279663e+01,-2.171307e-06,4.030258e-04,2.798624e-03,-1.332500e-03,-3.995206e-02,-5.327435e-01,-3.432278e-02,1.191462e+00,2.898340e+01,5.036639e-02,-4.555672e-01,1.202566e+01,-4.725077e-01,-1.233079e+01,2.235786e+02,8.143967e+01,-2.401587e+02,1.948814e+04,5.569746e-05,-2.234947e-05,2.130286e-02,2.397693e-04,-5.147686e-02,-9.776892e-02,3.456637e-01,9.649437e-01,1.361740e+02,-2.522264e-06,4.213868e-03,1.746284e-02,-1.259352e-02,-1.927198e-01,-6.190822e+00,-3.275762e-01,1.527370e+01,3.331436e+02,1.861191e-01,-1.581033e+00,5.159790e+01,-7.433564e-01,-9.650176e+01,1.368406e+03,4.651853e+02,-2.502566e+03,1.895276e+05,0,67
