setting,classifier,rate
"[('frontal', 'spheric'), ('frontal', 'hututu')]",KNN_manhattam,44.95
"[('frontal', 'spheric'), ('frontal', 'hu1980')]",LDA,56.86
"[('frontal', 'spheric'), ('frontal', 'husiq')]",LDA,45.22
"[('frontal', 'spheric'), ('frontal', 'zernike')]",LDA,47.41
"[('frontal', 'spheric'), ('frontal', 'legendre')]",KNN_manhattam,47.45
"[('frontal', 'spheric'), ('frontal', 'chebyshev')]",KNN_manhattam,50.13
"[('frontal', 'spheric'), ('radial', 'spheric')]",LDA,48.14
"[('frontal', 'spheric'), ('radial', 'hututu')]",LDA,50.63
"[('frontal', 'spheric'), ('radial', 'hu1980')]",LDA,56.55
"[('frontal', 'spheric'), ('radial', 'husiq')]",LDA,55.44
"[('frontal', 'spheric'), ('radial', 'zernike')]",DMC_manhattam,47.71
"[('frontal', 'spheric'), ('radial', 'legendre')]",LDA,52.71
"[('frontal', 'spheric'), ('radial', 'chebyshev')]",LDA,52.86
"[('frontal', 'spheric'), ('sagittal', 'spheric')]",KNN_manhattam,46.91
"[('frontal', 'spheric'), ('sagittal', 'hututu')]",DMC_manhattam,49.52
"[('frontal', 'spheric'), ('sagittal', 'hu1980')]",LDA,55.36
"[('frontal', 'spheric'), ('sagittal', 'husiq')]",LDA,51.13
"[('frontal', 'spheric'), ('sagittal', 'zernike')]",LDA,50.9
"[('frontal', 'spheric'), ('sagittal', 'legendre')]",KNN_manhattam,50.21
"[('frontal', 'spheric'), ('sagittal', 'chebyshev')]",KNN_manhattam,53.32
"[('frontal', 'spheric'), ('transversal', 'spheric')]",DMC_manhattam,46.98
"[('frontal', 'spheric'), ('transversal', 'hututu')]",DMC_manhattam,57.66
"[('frontal', 'spheric'), ('transversal', 'hu1980')]",LDA,60.28
"[('frontal', 'spheric'), ('transversal', 'husiq')]",LDA,58.78
"[('frontal', 'spheric'), ('transversal', 'zernike')]",LDA,52.82
"[('frontal', 'spheric'), ('transversal', 'legendre')]",LDA,53.98
"[('frontal', 'spheric'), ('transversal', 'chebyshev')]",DMC_manhattam,57.2
"[('frontal', 'spheric'), ('whole', 'spheric')]",LDA,55.74
"[('frontal', 'spheric'), ('whole', 'hututu')]",LDA,53.75
"[('frontal', 'spheric'), ('whole', 'hu1980')]",LDA,55.94
"[('frontal', 'spheric'), ('whole', 'husiq')]",LDA,56.4
"[('frontal', 'spheric'), ('whole', 'zernike')]",LDA,49.64
"[('frontal', 'spheric'), ('whole', 'legendre')]",LDA,55.51
"[('frontal', 'spheric'), ('whole', 'chebyshev')]",LDA,54.98
"[('frontal', 'spheric'), ('upper', 'spheric')]",LDA,60.35
"[('frontal', 'spheric'), ('upper', 'hututu')]",LDA,62.39
"[('frontal', 'spheric'), ('upper', 'hu1980')]",LDA,57.28
"[('frontal', 'spheric'), ('upper', 'husiq')]",LDA,59.89
"[('frontal', 'spheric'), ('upper', 'zernike')]",LDA,51.86
