1.009042e+02,-6.020077e+01,-1.034532e+02,-3.779723e+01,9.338690e+01,8.479487e+01,-3.080913e+01,7.930832e+01,-5.652284e+01,-4.511073e+01,-1.811799e+02,-6.964308e+00,7.366320e+01,-7.223637e+01,1.176074e+02,5.165107e+01,6.493761e+00,1.845664e+02,2.993230e+01,-4.958899e+01,-5.461987e+01,4.140628e+01,-1.208161e+02,-1.282839e+02,1.119154e+01,4.652375e+00,-1.358073e+02,-5.900548e+01,1.117287e+02,2.950993e+01,4.364942e+01,-2.133890e+01,9.446988e+01,1.791209e+02,-1.428775e+01,-4.226919e+01,-1.672424e+01,1.008850e+02,6.952640e+01,-1.407681e+02,-7.752829e+01,2.132229e+01,-2.454148e+01,1.341538e+01,-8.702579e+01,-1.816111e+02,-5.462460e+00,9.703193e+01,1.357801e+01,0,100,LFAU,28
4.074367e+02,-1.121975e+02,-7.268351e+02,-1.885309e+02,2.452634e+02,1.709885e+02,5.347130e+02,4.472744e+02,2.650535e+01,-2.636967e+02,-4.266457e+02,-1.351230e+02,-3.421193e+02,-5.435207e+02,-6.700491e+01,6.096765e+01,2.505605e+02,5.561929e+02,3.544401e+02,6.653211e+01,1.884299e+02,5.705906e+02,8.995947e+01,-1.634835e+02,-8.897730e+01,-2.316446e+02,-6.143423e+02,-4.993609e+02,-1.775618e+02,1.302385e+00,-4.029359e+01,-5.846415e+02,-9.877271e+01,2.370874e+02,2.409764e+02,7.277052e+01,2.015044e+02,6.576355e+02,5.767991e+02,2.637385e+02,-5.786598e+00,-4.694384e+01,-7.126250e+01,5.706168e+02,1.066435e+02,-2.811804e+02,-3.647055e+02,-1.958448e+02,-3.244936e+01,0,35,LFAU,28
8.934959e+02,-7.250357e+01,-1.678255e+03,-4.732559e+02,1.135631e+02,1.628945e+02,1.256018e+03,1.268938e+03,2.055425e+02,-8.261319e+01,-3.128484e+02,-1.810503e+02,-6.052613e+02,-1.751375e+03,-6.907999e+02,-4.497808e+01,7.614198e+01,2.954502e+02,4.161229e+02,1.409704e+02,-5.641149e+01,2.004754e+03,1.133361e+03,3.076424e+02,-4.699876e+01,-5.828819e+01,-3.009222e+02,-4.531733e+02,-4.128994e+02,-6.939914e+01,6.502173e+02,-2.110211e+03,-1.441657e+03,-6.760164e+02,-3.091927e+01,7.530699e+01,2.243666e+01,3.340562e+02,4.394634e+02,5.421024e+02,3.116480e+02,1.020537e+00,-1.049794e+03,2.026212e+03,1.707657e+03,9.521241e+02,3.046890e+02,-1.379173e+02,-5.486609e+01,0,36,UFAU,43
1.171380e+02,-1.308730e+02,-1.044776e+02,1.206671e+02,1.910293e+02,-1.063483e+02,-4.918628e+01,-2.115875e+02,9.257266e+01,-7.796166e+01,2.077084e+02,-8.018337e+01,6.632026e+01,1.441753e+02,-1.954503e+02,6.912118e+01,2.074102e+01,-1.745065e+02,1.804381e+02,-5.915861e+01,-4.341340e+01,-7.894150e+01,1.884095e+02,-1.646539e+02,5.007575e+01,-3.330124e+01,1.066728e+02,-1.942467e+02,1.489052e+02,-4.169706e+01,8.858491e+01,9.505772e+01,-1.223306e+02,1.947242e+02,-1.335995e+02,3.389475e+01,-1.162462e+01,-1.147662e+02,1.365343e+02,-1.907818e+02,1.189660e+02,-2.658328e+01,-1.139073e+02,-8.943403e+01,1.110955e+02,-1.511455e+02,1.831367e+02,-1.051318e+02,1.971153e+01,0,94,LFAU,12LW
2.893437e+02,-6.407706e+01,-4.670256e+02,-1.737070e+02,1.258923e+02,1.187268e+02,3.400044e+02,3.481598e+02,7.652920e+01,-1.380478e+02,-2.422425e+02,-1.287543e+02,-2.348882e+02,-3.948566e+02,-1.588573e+02,-2.387425e+00,1.454648e+02,2.903510e+02,2.651883e+02,1.097544e+02,9.586320e+01,4.413855e+02,1.817810e+02,1.128756e+01,-5.125646e+01,-1.393610e+02,-3.377824e+02,-3.198427e+02,-2.309818e+02,-7.085823e+01,5.763769e+01,-4.815737e+02,-1.928375e+02,-1.091896e+01,9.856204e+01,8.071840e+01,1.183869e+02,3.885071e+02,3.567604e+02,2.858693e+02,1.556407e+02,2.306000e+01,-1.785965e+02,4.852511e+02,2.141267e+02,-3.244545e-01,-1.223025e+02,-1.618299e+02,-8.479543e+01,0,25,E,HAPPY
7.066479e+01,-7.136517e+01,-8.103024e+01,5.910406e+01,1.161961e+02,-4.817781e+01,7.523294e+00,-1.020042e+02,4.075187e+01,-9.066402e+01,7.759958e+01,-3.625880e+01,4.649861e+01,1.024029e+02,-5.680689e+01,3.376810e+01,4.727397e+01,-8.039491e+01,4.274961e+01,-3.248632e+01,-7.083053e+01,-8.663684e+01,5.115479e+01,-3.500035e+01,3.183700e+01,-6.576229e+00,8.022488e+01,-2.600703e+01,3.204963e+01,-3.144762e+01,7.531568e+01,6.095762e+01,-5.543904e+01,8.865800e+00,-3.216877e+01,3.110900e+01,-2.394638e+01,-6.981187e+01,2.735608e+01,-4.165157e-01,3.381770e+01,-3.072671e+01,-7.445383e+01,-3.530486e+01,5.866153e+01,-2.133255e+00,-4.577316e-01,-3.584975e+01,3.027628e+01,0,92,LFAU,16
4.201690e+01,-1.235669e+01,-7.002483e+01,-2.106236e+01,2.472441e+01,2.065264e+01,5.257861e+01,4.346742e+01,2.965686e+00,-2.627946e+01,-4.434621e+01,-1.778202e+01,-3.810010e+01,-4.973863e+01,-5.765344e+00,8.708367e+00,2.535509e+01,5.532261e+01,3.808075e+01,9.324178e+00,3.214394e+01,4.796557e+01,6.446983e+00,-1.878938e+01,-1.349003e+01,-2.917883e+01,-5.153353e+01,-5.412418e+01,-1.880706e+01,5.711170e-01,-3.214680e+00,-6.146739e+01,-4.251196e+00,3.002726e+01,2.648801e+01,1.180422e+01,2.475794e+01,6.594113e+01,4.651106e+01,3.021982e+01,-1.165924e+00,-8.404932e+00,-1.282589e+01,6.216177e+01,5.791474e+00,-2.793836e+01,-4.754851e+01,-2.042379e+01,-5.409299e+00,0,35,LFAU,26
1.047240e+02,-1.893234e+01,-1.676903e+02,-6.606004e+01,3.338184e+01,3.945751e+01,1.251956e+02,1.304885e+02,3.402598e+01,-2.947464e+01,-7.893357e+01,-4.515924e+01,-1.194917e+02,-1.304604e+02,-7.579814e+01,-8.215868e+00,2.916787e+01,8.159411e+01,9.753565e+01,4.085060e+01,1.267313e+02,1.211965e+02,9.012256e+01,2.282137e+01,-1.109258e+01,-3.707922e+01,-6.732875e+01,-1.202203e+02,-9.107801e+01,-3.019332e+01,-8.747525e+01,-1.503897e+02,-7.884341e+01,-3.423717e+01,1.931914e+01,2.342225e+01,3.925438e+01,7.477549e+01,1.035323e+02,1.289266e+02,6.813295e+01,1.615472e+01,3.466294e+01,1.815774e+02,7.787441e+01,3.638390e+01,-2.476891e+01,-4.536003e+01,-2.866219e+01,0,54,LFAU,28
4.707803e+02,-1.494239e+02,-8.352528e+02,-1.958540e+02,3.276534e+02,2.109024e+02,6.066109e+02,4.521146e+02,-3.264528e+00,-3.372836e+02,-5.370839e+02,-1.413997e+02,-4.159855e+02,-5.201034e+02,3.539019e+01,8.958013e+01,2.944001e+02,6.938863e+02,3.653780e+02,4.852654e+01,3.275335e+02,5.102050e+02,-7.949736e+01,-2.645180e+02,-9.771702e+01,-2.618510e+02,-7.238261e+02,-5.011103e+02,-1.021347e+02,2.278803e+01,-2.535017e+02,-5.143681e+02,1.166292e+02,4.072092e+02,2.685110e+02,6.304639e+01,2.376152e+02,7.270750e+02,5.361023e+02,1.260466e+02,-9.687138e+01,-5.679421e+01,2.257638e+02,4.971278e+02,-1.215490e+02,-4.888673e+02,-4.124471e+02,-1.456071e+02,-1.691581e+01,0,39,LFAU,23
1.572451e+02,-3.557910e+01,-1.642266e+02,-1.368600e+02,5.246906e+01,8.123023e+01,-6.158906e+01,2.793641e+02,6.473490e+01,-1.636747e+01,-1.692669e+02,-8.552917e+01,1.272546e+02,-2.287709e+02,-1.706960e+02,-9.059870e+00,-8.487900e+00,1.531600e+02,2.053906e+02,6.711399e+01,-5.408673e+01,9.701618e+01,2.250527e+02,4.199186e+01,-2.393176e+01,7.096139e+00,-8.319942e+01,-2.546409e+02,-1.704626e+02,-4.092217e+01,1.656170e+01,-4.069807e+01,-1.836829e+02,-9.922999e+01,4.558520e+01,3.791047e+01,-2.839691e+00,4.038692e+01,2.100732e+02,2.584216e+02,1.032471e+02,1.588606e+01,-4.763395e+01,6.296020e+01,1.033037e+02,1.344147e+02,-3.316495e+01,-8.055608e+01,-3.885847e+01,0,89,E,DISGUST
