3.513818e+07,8.852042e+11,4.125922e+14,6.268370e+14,1.989836e+07,2.081123e+14,8.515507e+16,6.489530e+15,2.078667e+07,2.362069e+14,4.222943e+16,2.774183e+15,3.961316e+08,2.984482e+15,5.953601e+17,1.404155e+16,1.788183e+08,2.751370e+16,3.026312e+18,3.201628e+17,2.310767e+08,4.860772e+16,3.092810e+18,3.324862e+17,0,100,LFAU,28
3.487932e+07,4.629202e+12,1.521273e+16,1.197840e+15,2.339774e+07,8.765000e+13,1.927633e+17,2.732414e+16,2.553258e+07,2.110282e+14,1.909210e+16,4.391260e+15,3.800137e+08,1.505392e+16,5.173396e+17,3.949268e+16,1.420736e+08,1.339762e+16,5.150879e+18,5.345504e+17,2.642899e+08,5.914836e+16,1.233691e+19,1.427562e+18,0,35,LFAU,28
5.332784e+07,4.642092e+11,7.324995e+16,3.704584e+15,3.553240e+07,2.943403e+14,4.783272e+17,6.898665e+16,3.620377e+07,5.459410e+14,1.192104e+16,6.196389e+15,3.271297e+08,1.057896e+16,3.728391e+17,1.938663e+18,1.272242e+08,9.510506e+15,5.722654e+18,4.407839e+17,2.298767e+08,4.423463e+16,8.238697e+18,1.015262e+18,0,36,UFAU,43
3.290415e+07,2.176168e+12,1.532452e+14,8.438726e+14,2.150172e+07,1.016436e+14,2.025719e+17,1.547313e+16,2.296029e+07,1.300204e+14,4.120098e+16,2.603511e+15,2.620946e+08,6.440516e+15,1.296553e+18,4.190631e+15,1.040416e+08,6.109503e+15,1.637188e+18,7.505849e+16,1.842337e+08,2.937864e+16,4.412693e+18,5.163092e+17,0,94,LFAU,12LW
3.976670e+07,1.302494e+13,7.292225e+14,4.925820e+15,2.303534e+07,1.727502e+14,1.376606e+17,1.332583e+16,2.663554e+07,2.960056e+14,1.020201e+17,7.009039e+15,3.374029e+08,2.318174e+15,6.969517e+17,1.669222e+17,1.501610e+08,1.945778e+16,9.857838e+17,9.811764e+16,1.981891e+08,3.573693e+16,1.842642e+18,2.067701e+17,0,25,E,HAPPY
2.950518e+07,1.229573e+12,2.260852e+15,1.820452e+15,1.942667e+07,8.642717e+13,1.525476e+17,1.739728e+16,2.044549e+07,1.291113e+14,1.903910e+16,1.824894e+15,3.014710e+08,7.572102e+15,6.400741e+17,2.441391e+17,1.136625e+08,1.043677e+16,2.081701e+18,2.249512e+17,2.005293e+08,3.530125e+16,5.273409e+18,7.821062e+17,0,92,LFAU,16
3.446254e+07,5.777801e+12,1.512595e+16,7.383039e+12,2.330722e+07,7.703009e+13,2.013015e+17,3.081938e+16,2.569095e+07,1.984150e+14,1.184774e+16,6.781342e+15,3.663429e+08,1.798337e+16,5.008940e+17,1.552766e+17,1.288054e+08,1.072176e+16,3.290989e+18,3.176051e+17,2.628318e+08,5.698968e+16,1.046257e+19,1.224875e+18,0,35,LFAU,26
3.588364e+07,1.682173e+13,6.861662e+14,7.167991e+15,2.229643e+07,9.062940e+13,2.213704e+17,1.229241e+16,2.637666e+07,1.907543e+14,8.683180e+16,3.339965e+15,2.474381e+08,5.109859e+15,1.465112e+17,5.613306e+15,9.163921e+07,7.124112e+15,9.994401e+17,1.145994e+17,1.630733e+08,2.428153e+16,1.782581e+18,2.130775e+17,0,54,LFAU,28
2.703807e+07,7.570353e+11,7.295772e+15,1.580909e+15,1.867353e+07,5.665580e+13,1.347875e+17,1.524598e+16,1.952396e+07,8.961317e+13,1.790055e+16,1.640102e+15,3.025077e+08,8.604265e+15,1.441199e+17,2.267845e+16,1.121485e+08,9.633242e+15,2.238142e+18,2.399958e+17,2.043587e+08,3.637917e+16,4.064394e+18,4.642826e+17,0,39,LFAU,23
2.562235e+07,4.063561e+12,8.904600e+15,7.482303e+14,1.694770e+07,1.187985e+14,7.050794e+16,5.797006e+15,1.493222e+07,8.282900e+13,2.169830e+16,1.321838e+15,3.543501e+08,3.304380e+15,3.008630e+18,9.554387e+17,1.606308e+08,1.944130e+16,2.500137e+18,2.339083e+17,2.180665e+08,4.229004e+16,4.182593e+18,1.224805e+18,0,89,E,DISGUST
3.045444e+07,1.701997e+12,4.247259e+14,1.104163e+14,2.065017e+07,7.399713e+13,1.861343e+17,1.835256e+16,2.188125e+07,9.612673e+13,2.635414e+16,2.549642e+15,2.959187e+08,6.409568e+15,5.567004e+17,4.107146e+16,1.287583e+08,7.675337e+15,2.234980e+18,6.309554e+16,2.087763e+08,3.810110e+16,4.518348e+18,8.551768e+17,0,24,E,DISGUST
3.847135e+07,3.988320e+12,1.537968e+15,9.991719e+15,2.451564e+07,1.695884e+14,1.954800e+17,2.232888e+16,2.632748e+07,2.475686e+14,5.369931e+16,5.287786e+15,3.437963e+08,9.787668e+15,2.765741e+18,4.625851e+17,1.359198e+08,1.328959e+16,3.997376e+18,3.829036e+17,2.346416e+08,4.557958e+16,9.752475e+18,2.157954e+18,0,16,E,DISGUST
3.324721e+07,2.302254e+12,2.061416e+16,1.229584e+15,2.251486e+07,8.949341e+13,1.651422e+17,2.314323e+16,2.378873e+07,2.037030e+14,8.680469e+15,2.659546e+15,3.502700e+08,1.342961e+16,1.239327e+17,2.240915e+17,1.284885e+08,1.129278e+16,4.324149e+18,4.435017e+17,2.440654e+08,5.102949e+16,7.545718e+18,8.338908e+17,0,93,UFAU,1
2.855444e+07,3.408540e+12,1.427292e+13,2.728509e+14,1.598380e+07,1.155077e+14,7.345437e+16,5.948657e+15,1.782154e+07,1.684346e+14,1.491048e+16,7.528838e+14,4.008499e+08,7.203140e+15,2.353857e+18,3.903571e+17,1.667534e+08,2.263314e+16,3.927612e+18,4.290805e+17,2.504194e+08,5.692435e+16,5.594462e+18,9.691880e+17,0,29,LFAU,28
3.869895e+07,7.754559e+12,2.455206e+15,1.858871e+15,2.517133e+07,1.158115e+14,2.688511e+17,1.895880e+16,2.793983e+07,2.005543e+14,7.121143e+16,2.602446e+15,2.758295e+08,6.806511e+15,2.949816e+17,8.449043e+17,1.016183e+08,8.551268e+15,1.411108e+18,1.476148e+17,1.833852e+08,3.035670e+16,5.103492e+18,1.123816e+18,0,91,LFAU,16
5.606167e+07,3.357572e+13,1.244013e+16,8.893136e+15,3.444133e+07,2.537617e+14,3.718860e+17,2.307239e+16,4.014764e+07,6.332766e+14,3.169292e+17,3.390776e+16,2.993970e+08,7.593469e+15,1.375907e+18,1.044818e+16,1.155079e+08,9.520856e+15,1.232151e+18,1.311350e+17,2.019422e+08,3.599775e+16,5.298710e+18,6.179288e+17,0,19,E,HAPPY
3.012460e+07,3.351574e+12,2.960718e+12,2.365504e+15,1.923789e+07,8.211181e+13,1.608744e+17,9.631191e+15,2.106342e+07,1.490997e+14,3.615005e+16,1.793128e+15,2.843608e+08,7.247708e+15,7.280695e+16,4.876710e+16,1.115448e+08,7.702205e+15,2.733814e+18,1.701117e+17,1.966014e+08,3.413647e+16,5.035822e+18,6.335085e+17,0,50,LFAU,28
3.486786e+07,1.002831e+12,6.738995e+15,1.609694e+15,2.320758e+07,1.254579e+14,1.930519e+17,1.817602e+16,2.409166e+07,1.960331e+14,3.450711e+16,2.097698e+15,2.788057e+08,3.086248e+15,2.957857e+16,5.895543e+17,1.169859e+08,1.185144e+16,1.781366e+18,2.128711e+17,1.717528e+08,2.619971e+16,2.365030e+18,4.901451e+17,0,96,E,DISGUST
2.697229e+07,2.543256e+11,4.227387e+15,7.101268e+14,1.787492e+07,8.048158e+13,9.111201e+16,8.345041e+15,1.800144e+07,1.412520e+14,1.696758e+16,1.335546e+15,2.620196e+08,3.482409e+14,2.006884e+18,6.863281e+16,1.271180e+08,1.354765e+16,1.977183e+18,1.860288e+17,1.457473e+08,1.872154e+16,6.786063e+17,8.480404e+16,0,43,E,SURPRISE
3.737077e+07,7.031607e+12,1.813759e+15,2.344189e+15,2.151804e+07,1.754581e+14,1.469150e+17,1.336103e+16,2.415489e+07,2.830185e+14,4.310144e+16,2.444528e+15,3.752946e+08,5.467778e+15,5.062982e+18,3.116645e+17,1.573076e+08,2.089803e+16,3.744392e+18,3.872623e+17,2.309822e+08,4.810403e+16,7.186953e+18,2.183286e+18,0,3,LFAU,24
4.804943e+07,6.675769e+12,1.744421e+14,8.303936e+15,2.640348e+07,3.646261e+14,2.093779e+17,1.730458e+16,2.895692e+07,5.010942e+14,5.570418e+16,6.383488e+15,3.708318e+08,9.656722e+15,1.943446e+17,1.755806e+17,1.450524e+08,1.633084e+16,4.102335e+18,3.759597e+17,2.430855e+08,5.287563e+16,7.051948e+18,8.228525e+17,0,76,UFAU,4
3.151825e+07,3.894912e+12,5.760431e+15,4.343839e+14,2.031984e+07,8.797735e+13,1.235725e+17,2.086584e+16,2.218694e+07,1.630089e+14,2.588132e+16,5.573504e+15,3.741975e+08,8.775755e+15,1.417794e+16,1.229923e+16,1.504028e+08,1.700504e+16,3.668533e+18,3.723439e+17,2.438455e+08,5.099111e+16,8.110296e+18,9.685768e+17,0,35,LFAU,12
