2.073546e+07,5.866203e+13,2.854270e+19,2.978476e+08,9.564006e+15,3.990341e+21,2.334640e+08,1.302119e+16,5.454085e+21,2.261520e+08,9.086755e+15,8.278995e+21,3,72
5.662106e+07,2.564697e+14,1.560334e+20,1.979309e+08,5.474012e+15,2.927468e+21,2.085141e+08,9.841232e+15,4.465247e+21,1.927224e+08,7.824456e+15,9.524835e+21,3,93
8.428787e+07,5.107689e+14,4.160124e+20,2.023982e+08,6.726760e+15,1.832853e+21,2.011683e+08,9.971544e+15,3.406807e+21,2.435330e+08,1.141094e+16,1.178698e+22,0,26
2.049503e+07,4.564674e+13,2.099258e+19,1.126782e+08,1.900065e+15,7.171072e+20,2.319762e+08,1.190840e+16,5.383005e+21,1.942602e+08,7.314488e+15,8.299781e+21,3,96
7.101549e+07,4.582073e+14,3.653633e+20,2.073438e+08,5.595284e+15,2.605837e+21,1.903283e+08,8.715088e+15,4.724118e+21,2.117094e+08,9.454354e+15,1.132448e+22,1,55
9.189222e+07,8.570003e+14,6.456899e+20,1.352448e+08,3.436844e+15,1.245839e+21,1.996050e+08,9.763526e+15,4.760214e+21,1.925720e+08,7.755926e+15,1.059826e+22,3,90
1.901206e+07,4.424444e+13,2.146458e+19,1.703491e+08,2.582615e+15,9.525038e+20,2.508459e+08,1.447463e+16,6.002708e+21,1.971414e+08,7.230656e+15,8.599338e+21,1,5
3.993665e+07,1.573506e+14,8.515090e+19,1.136965e+08,2.621704e+15,9.857760e+20,2.240447e+08,1.170771e+16,5.327357e+21,1.928546e+08,6.680518e+15,7.601202e+21,0,27
6.662020e+07,2.563471e+14,1.470162e+20,2.439406e+08,7.328089e+15,2.825404e+21,2.292560e+08,1.286256e+16,5.539156e+21,2.126412e+08,8.917920e+15,1.014209e+22,0,28
6.987392e+07,3.747298e+14,3.001663e+20,1.357705e+08,3.317925e+15,1.514061e+21,2.345411e+08,1.314467e+16,8.021071e+21,1.926174e+08,7.052561e+15,6.851800e+21,0,67
