1.126741e+03,2.634558e+05,1.182612e+06,2.818170e+03,2.479110e+05,8.042563e+05,3,72,N,N
1.112102e+03,2.746057e+05,2.734432e+06,3.029753e+03,3.584898e+05,8.273818e+05,3,93,N,N
8.942536e+02,1.822678e+05,1.888788e+06,2.469495e+03,3.463737e+05,3.311743e+06,0,26,N,N
1.043875e+03,2.542285e+05,3.817047e+06,2.768673e+03,3.186201e+05,1.091663e+06,3,96,N,N
8.196797e+02,1.532845e+05,1.460454e+06,2.372279e+03,3.806830e+05,1.298815e+06,1,55,N,N
8.882902e+02,1.827261e+05,1.078496e+06,2.423200e+03,3.608591e+05,1.517173e+06,3,90,N,N
1.223826e+03,3.064837e+05,3.494200e+06,3.232874e+03,3.565400e+05,6.106134e+05,1,5,N,N
1.046838e+03,2.139575e+05,1.279188e+06,2.831714e+03,1.509569e+05,4.487381e+05,0,27,N,N
9.236969e+02,2.022727e+05,2.393488e+06,2.464272e+03,3.277912e+05,9.672739e+05,0,28,N,N
1.124193e+03,2.595804e+05,2.529885e+06,3.954993e+03,1.295622e+05,1.120694e+05,0,67,N,N
1.055021e+03,2.602741e+05,4.958785e+06,2.767321e+03,2.218101e+05,5.586218e+05,3,91,N,N
9.924798e+02,2.383375e+05,3.151676e+06,2.863516e+03,4.438571e+05,1.599469e+06,0,16,N,N
1.133757e+03,2.807426e+05,6.663466e+06,2.967275e+03,2.142157e+05,6.536358e+05,3,99,N,N
9.161072e+02,1.943038e+05,1.408187e+06,2.458817e+03,3.492835e+05,7.409830e+05,3,78,N,N
9.399147e+02,2.158020e+05,4.601124e+06,2.607112e+03,3.540494e+05,2.390599e+06,2,102,N,N
1.179658e+03,2.920291e+05,2.264440e+06,2.976525e+03,2.859110e+05,4.011258e+05,0,22,N,N
1.097431e+03,2.378759e+05,2.167867e+06,2.829939e+03,1.673207e+05,1.651099e+05,1,84,N,N
8.052916e+02,1.095286e+05,6.346046e+05,2.298210e+03,2.881583e+05,5.814870e+05,2,82,N,N
9.994746e+02,2.209744e+05,3.938274e+06,2.629754e+03,1.194703e+05,2.141260e+05,3,68,N,N
1.021517e+03,2.286563e+05,1.421178e+06,2.671604e+03,2.386012e+05,3.233994e+05,3,80,N,N
1.096675e+03,2.441726e+05,6.200857e+06,3.605812e+03,1.491818e+05,3.500543e+05,1,10,N,N
1.104752e+03,2.500083e+05,3.670661e+06,3.380020e+03,7.604195e+04,6.341528e+04,0,56,N,N
1.126530e+03,2.808586e+05,4.783176e+06,3.029285e+03,3.819017e+05,2.459832e+06,1,86,N,N
1.022313e+03,2.444025e+05,4.524097e+06,2.754585e+03,3.748130e+05,8.093776e+05,1,73,N,N
1.068266e+03,2.387902e+05,2.289424e+06,2.748296e+03,1.802476e+05,2.963927e+05,1,40,N,N
9.751218e+02,1.339291e+05,2.568240e+06,2.733509e+03,3.115001e+05,6.927929e+06,2,76,N,N
8.145542e+02,1.602700e+05,1.144613e+06,2.230119e+03,4.688052e+05,2.890565e+06,0,76,N,N
