1.461655e+01,2.188419e+02,-1.422182e+02,-2.032195e+04,-3.799513e+01,-3.016809e+04,1.081156e+04,1.226958e+06,1.388806e+01,6.623322e+01,8.293060e+01,6.768830e+03,-6.255538e+01,-2.252949e+04,-8.378817e+03,-7.128545e+05,1.433988e+01,2.107175e+02,-1.210065e+02,-1.698861e+04,7.297558e+01,2.743573e+04,-1.142659e+04,-1.188107e+06,1.372522e+01,6.750239e+01,5.264754e+01,9.009118e+03,8.930237e+01,1.903109e+04,7.358720e+03,5.702517e+05,8.355374e+00,2.714524e+01,5.453358e+01,-7.458834e+03,1.736625e+02,-9.047806e+03,-3.699814e+02,-2.791315e+05,1.489698e+01,1.200720e+01,-1.163476e+00,-1.668632e+04,8.845700e+01,-3.342312e+04,-2.549919e+03,1.008129e+05,1.437514e+01,1.995366e+01,9.352431e+00,-1.158036e+04,-6.895896e+01,2.944179e+04,-2.794725e+02,-9.748744e+04,3,72,N,N
1.391993e+01,2.066843e+02,-1.283162e+02,-2.027821e+04,-5.972218e+01,-2.811076e+04,1.092509e+04,1.130963e+06,1.422241e+01,6.320684e+01,6.345446e+01,9.321796e+03,-6.529765e+01,-2.665648e+04,-7.486874e+03,-7.627134e+05,1.348436e+01,1.687090e+02,-1.237225e+02,-1.434320e+04,7.288540e+01,2.368500e+04,-1.256383e+04,-1.125330e+06,1.382270e+01,4.669980e+01,7.201299e+01,9.551197e+03,5.740063e+01,2.357091e+04,4.902238e+03,6.670229e+05,9.390778e+00,3.824457e+01,-9.507089e+01,-1.352288e+04,1.553623e+01,-1.676366e+03,6.754558e+02,-3.616970e+05,1.488508e+01,1.177446e+01,-7.425112e+01,-2.123258e+04,7.474351e+01,-3.637854e+04,4.000972e+03,3.138310e+05,1.457036e+01,1.968360e+01,-1.263208e+02,-1.551769e+04,-6.554276e+01,3.187322e+04,-1.378707e+04,-5.252735e+05,3,93,N,N
1.397436e+01,1.333782e+02,-1.312970e+02,-1.722975e+04,-6.222417e+01,-2.497186e+04,1.099728e+04,1.064590e+06,1.427354e+01,5.884541e+01,8.902817e+01,7.546932e+03,-6.394297e+01,-2.450301e+04,-7.618834e+03,-6.927989e+05,1.405357e+01,1.362864e+02,-1.380734e+02,-1.373256e+04,6.764775e+01,2.420793e+04,-1.322766e+04,-1.121351e+06,1.411680e+01,5.843540e+01,8.815755e+01,8.274873e+03,6.184073e+01,2.493111e+04,6.550407e+03,7.055372e+05,7.037644e+00,2.072956e+01,-8.303376e+01,-6.351521e+03,-8.712463e+00,5.917550e+01,1.656653e+03,-1.692116e+05,1.487982e+01,-1.183778e+01,-7.634977e+01,-1.699093e+04,9.055984e+01,-3.240286e+04,1.067038e+03,4.777292e+05,1.501970e+01,-7.629794e+00,-8.378306e+01,-1.302559e+04,-7.551669e+01,3.265228e+04,-6.033033e+03,-5.800384e+05,0,26,N,N
1.427116e+01,1.994629e+02,-1.104306e+02,-1.941377e+04,-5.657989e+01,-2.956793e+04,8.973723e+03,1.099972e+06,1.444548e+01,8.612241e+01,7.622278e+01,1.451367e+04,-6.786576e+01,-2.874256e+04,-5.432108e+03,-8.686702e+05,1.384183e+01,1.774331e+02,-1.150648e+02,-1.686922e+04,6.835101e+01,2.668485e+04,-9.666944e+03,-1.129862e+06,1.414724e+01,6.871198e+01,8.570261e+01,1.339108e+04,7.679391e+01,2.437702e+04,6.759446e+03,8.194908e+05,8.484579e+00,5.161102e+01,-3.216348e+01,-6.578759e+03,2.763924e+01,-2.920652e+03,-5.811947e+02,-1.678536e+04,1.478820e+01,3.590389e+01,-5.999128e+01,-1.163324e+04,7.036247e+01,-3.586690e+04,1.944010e+03,2.514962e+05,1.430284e+01,2.810075e+01,-5.308931e+01,-1.075383e+04,-6.414973e+01,3.087128e+04,-2.465826e+03,-1.993449e+05,3,96,N,N
1.466461e+01,2.186668e+02,-1.177065e+02,-2.417168e+04,-5.490569e+01,-3.060401e+04,7.890893e+03,1.129860e+06,1.309549e+01,1.363406e+01,5.452890e+01,-4.912883e+03,-5.261939e+01,-2.211422e+04,-6.712459e+03,-3.252789e+05,1.471244e+01,1.913813e+02,-1.310579e+02,-2.028001e+04,6.254136e+01,3.048219e+04,-1.001489e+04,-1.231274e+06,1.346011e+01,1.497344e+01,6.784133e+01,-2.756601e+02,6.622835e+01,2.129146e+04,7.523368e+03,3.478125e+05,9.726731e+00,1.738922e+01,-7.082387e+01,-2.353307e+04,2.154433e+01,-1.496107e+03,-1.743592e+03,-2.915544e+05,1.546755e+01,8.870627e+00,-9.846012e+01,-3.668354e+04,6.976531e+01,-3.756160e+04,-5.036974e+02,8.009594e+05,1.534614e+01,3.503270e+00,-8.306628e+01,-3.004240e+04,-6.001870e+01,3.568168e+04,-5.004577e+03,-6.853905e+05,1,55,N,N
1.459137e+01,1.667900e+02,-1.494744e+02,-2.285612e+04,-4.430539e+01,-3.108989e+04,1.178532e+04,1.241518e+06,1.388333e+01,3.103693e+01,4.892126e+01,2.829397e+03,-6.982988e+01,-2.583836e+04,-7.565998e+03,-4.905806e+05,1.355353e+01,1.407302e+02,-1.313712e+02,-1.435239e+04,5.199639e+01,2.401197e+04,-1.106357e+04,-1.084922e+06,1.371824e+01,2.047431e+01,4.858168e+01,3.966265e+03,8.328443e+01,2.162381e+04,5.310568e+03,4.176321e+05,8.506161e+00,2.306857e+00,-5.899904e+01,-1.081349e+04,1.549471e+01,-5.040585e+03,-1.293892e+03,-1.434953e+05,1.518437e+01,-2.611735e+01,-6.492697e+01,-2.426197e+04,6.679713e+01,-3.741077e+04,-4.357453e+03,6.702150e+05,1.463128e+01,-1.008587e+01,-6.240964e+01,-1.935536e+04,-6.197448e+01,3.046972e+04,-1.502707e+03,-6.884103e+05,3,90,N,N
1.335416e+01,1.905708e+02,-1.172531e+02,-1.786889e+04,-6.274400e+01,-2.486709e+04,8.866406e+03,1.019971e+06,1.435817e+01,9.563981e+01,1.166729e+02,1.601922e+04,-3.020669e+01,-2.807555e+04,-6.425035e+03,-9.434065e+05,1.272524e+01,1.574067e+02,-1.131230e+02,-1.238118e+04,7.403276e+01,2.213705e+04,-1.020707e+04,-1.012695e+06,1.417688e+01,9.497204e+01,1.162760e+02,1.566592e+04,4.183314e+01,2.675305e+04,7.811727e+03,9.758916e+05,9.708909e+00,6.646342e+01,-2.927443e+01,-1.356107e+04,1.796575e+01,-4.808156e+02,-1.704329e+03,-2.604859e+05,1.478151e+01,4.532342e+01,-1.332312e+02,-1.816819e+04,7.506156e+01,-3.341671e+04,1.630623e+04,2.405862e+05,1.450902e+01,4.553783e+01,-1.411004e+02,-1.234094e+04,-5.885968e+01,3.047295e+04,-2.143798e+04,-3.098351e+05,1,5,N,N
1.362803e+01,1.862897e+02,-1.176673e+02,-1.969148e+04,-6.246567e+01,-2.859449e+04,7.444951e+03,1.129336e+06,1.432321e+01,5.828937e+01,6.442312e+01,5.386618e+03,-7.334820e+01,-2.393495e+04,-1.067491e+04,-6.264122e+05,1.288187e+01,1.364602e+02,-1.084754e+02,-1.258088e+04,6.560237e+01,2.144239e+04,-1.017252e+04,-1.015578e+06,1.374816e+01,3.693010e+01,6.919608e+01,4.274144e+03,5.804358e+01,2.049369e+04,7.168020e+03,5.441935e+05,7.727919e+00,3.037848e+01,-5.197098e+01,-1.245555e+04,-9.113724e+00,-1.721110e+03,-1.073554e+02,-2.998416e+05,1.464194e+01,7.343782e+00,-5.264652e+01,-2.329450e+04,8.131254e+01,-3.485721e+04,-1.009870e+03,3.058110e+05,1.427605e+01,2.145465e+01,-1.304446e+02,-1.878598e+04,-7.489790e+01,2.851188e+04,-9.926805e+03,-5.757897e+05,0,27,N,N
1.453335e+01,1.834583e+02,-1.298616e+02,-2.381565e+04,-8.601186e+01,-2.907298e+04,9.808984e+03,1.215213e+06,1.388449e+01,2.554227e+01,7.291645e+01,2.761928e+03,-7.021472e+01,-2.571398e+04,-6.470202e+03,-5.572390e+05,1.444982e+01,1.671058e+02,-1.290709e+02,-1.854716e+04,7.382386e+01,2.535342e+04,-1.056163e+04,-1.124244e+06,1.404429e+01,2.788413e+01,9.057647e+01,6.119775e+03,7.266397e+01,2.328544e+04,7.332607e+03,5.711082e+05,8.218206e+00,3.003494e+01,-1.159438e+02,-1.267346e+04,-1.621273e+01,-4.147075e+03,-4.388010e+02,-1.330990e+05,1.505447e+01,2.364217e+00,-1.407346e+02,-2.521268e+04,7.351229e+01,-3.738166e+04,5.935579e+03,7.594117e+05,1.521818e+01,9.495971e+00,-8.206788e+01,-1.964596e+04,-7.123692e+01,3.183262e+04,-6.415085e+03,-6.585468e+05,0,28,N,N
1.596662e+01,2.426850e+02,-7.177833e+01,-2.987158e+04,-7.943759e+01,-3.325352e+04,1.849666e+03,1.105493e+06,1.341035e+01,6.097535e+00,5.829586e+01,-7.805976e+03,-5.107829e+01,-1.925631e+04,-8.916258e+03,-2.376158e+05,1.593516e+01,2.339452e+02,-9.222023e+01,-2.669742e+04,6.486093e+01,3.480255e+04,-7.401589e+03,-1.164917e+06,1.332934e+01,6.742063e+00,4.560582e+01,-3.834250e+03,5.315367e+01,1.903333e+04,6.365953e+03,1.952126e+05,9.576432e+00,1.049320e+01,4.293266e+01,-2.734871e+04,3.374105e+01,-2.188751e+03,-8.192802e+02,-4.431245e+05,1.523715e+01,1.810498e+01,-4.204289e+01,-3.944690e+04,8.332355e+01,-3.472444e+04,-8.636096e+03,4.715738e+05,1.549912e+01,1.822577e+01,-4.698781e+01,-3.680650e+04,-5.925181e+01,3.695490e+04,-3.741293e+03,-5.336694e+05,0,67,N,N
