1.051098e+03,3.015103e+05,1.317529e+07,3.544834e+03,3.157089e+06,1.671008e+08,0,100
1.073999e+03,3.335047e+05,2.411315e+07,3.492000e+03,2.948852e+06,2.410137e+08,0,35
1.243407e+03,4.413072e+05,3.337194e+07,3.537547e+03,3.020137e+06,2.877508e+08,0,36
1.037716e+03,3.209055e+05,2.555955e+07,3.234815e+03,2.521730e+06,1.682433e+08,0,94
1.090425e+03,3.383625e+05,2.312487e+07,3.410357e+03,2.910286e+06,1.307674e+08,0,25
9.840556e+02,2.846081e+05,1.993372e+07,3.316602e+03,2.673918e+06,1.709918e+08,0,92
1.061697e+03,3.261242e+05,2.427972e+07,3.432576e+03,2.780298e+06,2.429776e+08,0,35
1.062408e+03,3.359979e+05,2.774451e+07,3.267364e+03,2.558501e+06,1.310186e+08,0,54
9.638339e+02,2.767593e+05,2.051712e+07,3.292870e+03,2.627436e+06,1.735778e+08,0,39
9.369803e+02,2.463623e+05,1.265668e+07,3.439487e+03,2.950672e+06,1.545115e+08,0,89
1.001670e+03,3.006982e+05,2.392975e+07,3.286673e+03,2.602704e+06,1.438787e+08,0,24
1.087647e+03,3.378973e+05,2.246408e+07,3.537006e+03,3.034821e+06,2.409767e+08,0,16
1.058564e+03,3.196342e+05,2.125651e+07,3.388480e+03,2.749158e+06,2.148001e+08,0,93
1.003474e+03,2.756795e+05,1.212605e+07,3.468782e+03,2.972701e+06,1.807350e+08,0,29
1.042134e+03,3.257501e+05,2.669920e+07,3.391150e+03,2.753026e+06,1.749114e+08,0,91
1.244044e+03,4.491203e+05,3.875134e+07,3.533656e+03,2.977636e+06,2.001878e+08,0,19
1.038852e+03,3.126197e+05,2.189242e+07,3.370966e+03,2.708454e+06,1.936681e+08,0,50
1.040503e+03,3.127504e+05,2.099869e+07,3.380087e+03,2.801795e+06,1.425651e+08,0,96
9.733484e+02,2.670767e+05,1.423943e+07,3.398005e+03,2.877739e+06,1.499158e+08,0,43
1.065350e+03,3.171497e+05,1.761089e+07,3.514660e+03,3.071275e+06,2.030981e+08,0,3
1.193076e+03,3.909512e+05,2.072532e+07,3.654279e+03,3.278954e+06,2.372570e+08,0,76
1.003994e+03,2.921384e+05,1.992082e+07,3.423121e+03,2.885675e+06,1.985935e+08,0,35
9.937211e+02,2.796608e+05,1.748023e+07,3.342668e+03,2.764126e+06,2.075158e+08,0,34
1.007837e+03,2.941948e+05,1.960907e+07,3.342212e+03,2.750518e+06,1.640472e+08,0,5
1.049865e+03,3.240849e+05,2.447870e+07,3.428608e+03,2.754553e+06,2.255202e+08,0,19
9.503725e+02,2.630782e+05,1.712491e+07,3.286350e+03,2.629922e+06,1.517154e+08,0,92
9.635324e+02,2.636202e+05,1.485695e+07,3.402316e+03,2.893416e+06,1.269181e+08,0,41
1.020919e+03,3.029020e+05,2.112774e+07,3.450577e+03,2.881824e+06,2.836608e+08,0,55
1.043067e+03,3.152099e+05,2.195782e+07,3.420333e+03,2.826214e+06,2.056547e+08,0,4
9.924446e+02,2.771190e+05,1.504064e+07,3.398865e+03,2.843081e+06,1.983533e+08,0,11
1.064703e+03,3.366104e+05,2.775376e+07,3.341648e+03,2.698090e+06,1.952964e+08,0,24
1.064539e+03,3.343638e+05,2.612827e+07,3.358121e+03,2.746609e+06,1.667875e+08,0,19
1.066127e+03,3.160619e+05,1.654809e+07,3.526297e+03,3.096809e+06,3.134862e+08,0,80
1.011052e+03,2.970252e+05,2.038540e+07,3.448131e+03,2.837075e+06,2.442682e+08,0,16
9.575469e+02,2.561680e+05,1.275436e+07,3.427908e+03,2.882615e+06,1.938866e+08,0,43
1.010060e+03,3.012978e+05,2.241187e+07,3.340023e+03,2.728441e+06,2.688730e+08,0,10
9.766044e+02,2.883636e+05,2.329275e+07,3.120089e+03,2.295804e+06,1.923504e+08,0,75
1.088222e+03,3.429050e+05,2.444192e+07,3.317036e+03,2.757577e+06,1.678377e+08,0,59
9.457343e+02,2.571330e+05,1.521731e+07,3.277104e+03,2.644462e+06,1.428607e+08,0,45
1.025074e+03,3.109233e+05,2.347623e+07,3.170537e+03,2.366194e+06,1.564755e+08,0,37
1.042680e+03,3.014729e+05,1.538821e+07,3.503580e+03,3.050035e+06,1.823914e+08,0,43
9.589111e+02,2.816682e+05,2.362500e+07,3.239894e+03,2.330626e+06,1.654996e+08,0,38
1.087581e+03,3.320644e+05,1.915666e+07,3.466550e+03,2.930750e+06,2.011982e+08,0,21
9.752273e+02,2.718378e+05,1.616756e+07,3.265057e+03,2.661069e+06,1.366607e+08,0,83
9.890550e+02,2.866025e+05,2.028565e+07,3.229508e+03,2.479522e+06,1.870646e+08,0,93
1.033533e+03,3.028497e+05,1.826560e+07,3.483862e+03,3.003477e+06,2.125490e+08,0,45
1.031959e+03,2.977956e+05,1.643411e+07,3.518002e+03,3.059724e+06,1.879173e+08,0,104
1.042560e+03,2.973188e+05,1.323645e+07,3.620455e+03,3.261361e+06,2.959097e+08,0,18
1.013759e+03,2.921496e+05,1.778665e+07,3.326189e+03,2.718024e+06,1.647555e+08,0,25
9.351700e+02,2.552242e+05,1.653181e+07,3.237182e+03,2.600003e+06,1.160794e+08,0,8
9.876509e+02,2.916611e+05,2.250744e+07,3.355162e+03,2.776632e+06,1.772104e+08,0,85
9.955826e+02,2.928725e+05,2.144469e+07,3.276267e+03,2.641047e+06,2.287387e+08,0,93
1.028249e+03,2.970198e+05,1.657162e+07,3.410247e+03,2.921870e+06,2.616984e+08,0,55
9.572507e+02,2.539070e+05,1.165338e+07,3.360916e+03,2.824614e+06,1.634788e+08,0,1
9.635232e+02,2.590605e+05,1.386309e+07,3.520377e+03,3.020501e+06,3.176059e+08,0,30
1.095383e+03,3.482452e+05,2.575275e+07,3.287539e+03,2.705576e+06,1.722100e+08,0,59
1.070438e+03,3.124860e+05,1.367600e+07,3.610460e+03,3.286600e+06,2.276575e+08,0,20
1.039121e+03,3.106855e+05,2.082381e+07,3.356907e+03,2.740851e+06,1.877354e+08,0,8
9.975610e+02,2.864579e+05,1.876392e+07,3.234984e+03,2.558796e+06,1.391954e+08,0,25
1.044168e+03,3.096291e+05,1.930900e+07,3.376542e+03,2.814383e+06,1.329760e+08,0,0
1.078119e+03,3.245346e+05,1.837864e+07,3.409981e+03,2.833420e+06,1.592551e+08,0,22
1.001338e+03,2.990317e+05,2.359387e+07,3.249123e+03,2.539697e+06,1.333096e+08,0,39
1.155380e+03,3.679819e+05,1.960293e+07,3.596537e+03,3.145716e+06,2.018085e+08,0,76
9.692776e+02,2.630431e+05,1.329099e+07,3.408168e+03,2.945627e+06,2.249542e+08,0,103
9.826015e+02,2.804279e+05,1.836403e+07,3.287502e+03,2.630675e+06,2.201141e+08,0,36
1.032922e+03,2.997395e+05,1.719834e+07,3.590912e+03,3.189272e+06,2.797286e+08,0,6
9.430744e+02,2.467287e+05,1.121362e+07,3.379191e+03,2.919527e+06,2.383236e+08,0,103
1.014446e+03,2.814899e+05,1.271490e+07,3.524553e+03,3.070301e+06,1.663177e+08,0,26
1.070923e+03,3.553503e+05,3.442574e+07,3.209340e+03,2.401944e+06,1.294426e+08,0,3
9.328751e+02,2.453638e+05,1.258368e+07,3.217235e+03,2.556414e+06,1.457828e+08,0,83
1.037873e+03,2.938792e+05,1.288731e+07,3.568444e+03,3.183037e+06,2.052848e+08,0,100
1.024643e+03,3.150032e+05,2.720884e+07,3.167184e+03,2.267817e+06,9.201277e+07,0,2
9.882464e+02,2.695893e+05,1.258720e+07,3.460752e+03,2.984237e+06,1.862403e+08,0,1
9.950801e+02,2.730810e+05,1.335878e+07,3.508463e+03,3.043348e+06,2.713931e+08,0,29
1.013246e+03,2.888589e+05,1.605526e+07,3.658946e+03,3.316025e+06,3.277188e+08,0,98
9.992761e+02,2.717258e+05,1.087097e+07,3.495215e+03,3.070079e+06,2.386325e+08,0,95
1.023304e+03,2.936830e+05,1.589893e+07,3.446826e+03,2.938168e+06,2.059845e+08,0,11
1.069362e+03,3.210662e+05,1.886581e+07,3.468229e+03,2.948564e+06,2.096343e+08,0,52
9.942327e+02,2.709778e+05,1.156789e+07,3.364249e+03,2.821080e+06,1.942457e+08,0,15
9.378301e+02,2.420691e+05,1.031934e+07,3.492646e+03,3.014132e+06,2.378135e+08,0,18
1.034836e+03,3.177196e+05,2.493794e+07,3.292671e+03,2.616988e+06,1.711633e+08,0,24
1.058719e+03,3.232444e+05,2.190145e+07,2.947848e+03,2.274836e+06,1.577417e+08,0,97
9.564504e+02,2.591961e+05,1.443294e+07,3.386208e+03,2.863507e+06,1.455929e+08,0,27
9.506221e+02,2.522661e+05,1.232758e+07,3.437544e+03,2.961216e+06,2.343671e+08,0,27
9.871570e+02,2.978652e+05,2.514438e+07,3.082358e+03,2.238346e+06,1.210164e+08,0,54
1.078046e+03,3.290112e+05,2.052075e+07,3.523768e+03,2.981859e+06,2.376295e+08,0,21
9.878642e+02,2.914473e+05,2.248553e+07,3.302224e+03,2.633059e+06,1.616193e+08,0,81
1.051759e+03,3.168009e+05,2.033089e+07,3.456240e+03,2.977189e+06,1.718255e+08,0,93
1.018708e+03,2.980220e+05,1.893826e+07,3.456581e+03,2.991512e+06,1.353463e+08,1,7
1.077723e+03,3.151444e+05,1.533502e+07,3.539817e+03,3.111948e+06,2.523084e+08,0,20
9.710842e+02,2.778288e+05,1.941647e+07,3.300332e+03,2.646498e+06,2.485583e+08,0,36
9.832852e+02,2.697816e+05,1.396118e+07,3.377698e+03,2.851729e+06,1.414141e+08,0,1
9.410350e+02,2.507727e+05,1.339847e+07,3.337935e+03,2.735857e+06,1.829223e+08,0,69
9.792942e+02,2.867941e+05,2.196682e+07,3.144155e+03,2.370653e+06,1.718215e+08,0,94
1.086550e+03,3.286465e+05,1.815271e+07,3.462436e+03,2.947453e+06,2.321220e+08,0,11
1.012261e+03,2.888430e+05,1.635296e+07,3.446524e+03,2.932969e+06,2.093657e+08,0,11
9.998854e+02,2.817737e+05,1.615695e+07,3.404062e+03,2.842687e+06,2.203873e+08,0,11
1.017135e+03,3.063448e+05,2.399151e+07,3.144504e+03,2.356084e+06,1.025997e+08,0,2
9.838319e+02,2.654107e+05,1.181976e+07,3.435939e+03,2.918873e+06,2.112276e+08,0,29
1.204895e+03,4.193595e+05,3.319280e+07,3.344879e+03,2.715779e+06,1.248473e+08,0,4
9.746449e+02,2.864697e+05,2.254606e+07,3.172274e+03,2.363353e+06,2.036589e+08,0,19
1.177577e+03,3.883647e+05,2.439941e+07,3.425214e+03,2.889165e+06,1.753008e+08,0,14
1.025947e+03,3.132200e+05,2.459268e+07,3.251784e+03,2.577903e+06,1.719160e+08,0,94
1.049421e+03,3.211011e+05,2.358504e+07,3.452981e+03,2.871149e+06,2.355019e+08,0,33
9.965958e+02,2.975568e+05,2.339015e+07,3.103853e+03,2.345651e+06,1.046499e+08,0,32
1.051626e+03,3.260056e+05,2.481317e+07,3.290435e+03,2.530634e+06,1.788546e+08,0,50
9.651341e+02,2.599878e+05,1.296694e+07,3.448574e+03,2.974446e+06,1.527829e+08,0,89
9.792774e+02,2.711722e+05,1.498401e+07,3.224971e+03,2.554635e+06,1.704390e+08,0,102
9.825844e+02,2.672929e+05,1.258079e+07,3.499068e+03,3.069557e+06,2.010640e+08,0,20
1.080157e+03,3.455735e+05,2.792098e+07,3.347475e+03,2.744784e+06,1.784441e+08,0,66
1.131330e+03,3.653620e+05,2.575640e+07,3.490793e+03,2.958488e+06,1.393620e+08,0,40
1.023930e+03,3.064720e+05,2.166852e+07,3.343088e+03,2.725416e+06,2.558873e+08,0,36
9.907262e+02,2.965486e+05,2.419500e+07,3.136110e+03,2.345505e+06,1.261212e+08,0,91
9.574367e+02,2.576132e+05,1.318054e+07,3.392942e+03,2.856713e+06,2.528135e+08,0,90
9.834934e+02,2.722423e+05,1.508429e+07,3.534493e+03,3.103704e+06,2.088170e+08,0,23
1.091463e+03,3.446298e+05,2.471870e+07,3.428549e+03,2.855688e+06,1.926790e+08,0,51
1.038051e+03,3.245166e+05,2.767811e+07,3.398940e+03,2.711826e+06,2.121399e+08,0,9
1.032940e+03,2.979196e+05,1.589043e+07,3.434058e+03,2.903362e+06,2.037956e+08,0,14
1.098902e+03,3.416817e+05,2.166914e+07,3.488410e+03,2.977437e+06,1.820571e+08,0,40
1.052315e+03,3.224287e+05,2.341163e+07,3.286109e+03,2.650547e+06,1.883137e+08,0,59
1.049645e+03,3.134853e+05,1.956844e+07,3.385862e+03,2.828169e+06,1.551033e+08,0,25
1.010520e+03,2.773821e+05,1.093578e+07,3.327327e+03,2.830728e+06,1.103117e+08,0,88
9.794583e+02,2.884920e+05,2.268247e+07,3.165882e+03,2.369736e+06,1.492802e+08,0,75
1.030927e+03,3.024402e+05,1.923627e+07,3.414649e+03,2.813855e+06,1.848478e+08,0,87
1.011968e+03,2.910041e+05,1.752364e+07,3.360096e+03,2.774130e+06,1.430112e+08,0,0
1.030657e+03,2.945844e+05,1.558462e+07,3.355914e+03,2.799587e+06,1.525228e+08,0,3
