5.684591e+07,9.055622e+14,8.580766e+08,1.115834e+08,1.724004e+15,-1.170307e+15,1.041832e+16,4.853140e+07,1.554675e+15,1.606885e+09,2.002319e+08,-1.102309e+17,-7.746092e+15,-4.974163e+16,1.843909e+07,7.808504e+13,2.596324e+07,2.302161e+06,1.746287e+13,-2.487524e+12,-1.636744e+12,0,34
8.090370e+07,1.826802e+15,9.103438e+08,7.618589e+07,-1.625429e+16,-2.906216e+15,-1.642084e+16,6.918087e+07,2.966119e+15,2.744332e+09,4.149147e+08,-4.299083e+17,-2.218140e+16,-4.089320e+17,2.644247e+07,2.535602e+14,3.414628e+07,8.396344e+06,5.618034e+13,-6.919308e+13,1.270314e+14,0,95
8.693506e+07,1.375839e+15,1.226366e+09,9.121977e+07,1.173777e+16,-2.850307e+14,1.938847e+16,6.988696e+07,2.975684e+15,2.407313e+09,3.429878e+08,-2.930155e+17,-1.793719e+16,-1.723599e+17,3.284972e+07,3.558391e+14,5.887762e+07,5.499690e+06,-4.819426e+13,7.660174e+12,-1.341935e+14,0,28
8.312358e+07,2.077048e+15,1.044566e+09,9.477007e+07,-1.549223e+16,-3.143796e+15,-1.381488e+16,6.878967e+07,3.618371e+15,1.628888e+09,2.044847e+08,-1.125354e+17,-1.195196e+16,-8.277691e+16,2.321540e+07,2.348043e+14,2.151881e+07,6.890348e+05,-9.777691e+11,-1.052391e+13,2.524575e+12,0,27
8.437672e+07,6.076552e+14,7.975037e+08,8.791466e+07,-5.989157e+15,-1.067456e+15,-4.341884e+15,6.526358e+07,1.899004e+15,1.751672e+09,2.584635e+08,-1.566014e+17,-1.046000e+16,-1.236584e+17,4.080198e+07,5.301512e+14,4.696764e+07,4.764108e+06,6.612709e+13,2.927615e+13,-2.289726e+13,0,17
8.374351e+07,1.302827e+15,9.976638e+08,7.831023e+07,-4.878884e+15,-1.348763e+15,-2.177337e+15,6.828175e+07,2.645399e+15,2.242236e+09,3.139575e+08,-2.326930e+17,-1.469266e+16,-1.857900e+17,3.231767e+07,4.746140e+14,3.183957e+07,1.816383e+06,-7.853703e+11,8.602651e+12,-1.473842e+13,0,80
9.071822e+07,2.129358e+15,1.156490e+09,8.611925e+07,-1.134917e+16,-2.441342e+15,-8.941246e+15,7.524477e+07,3.807177e+15,2.651979e+09,3.584562e+08,-3.444278e+17,-2.182904e+16,-2.630107e+17,2.918280e+07,3.383093e+14,2.866590e+07,4.529883e+06,-5.115121e+13,-7.671507e+13,5.935689e+12,0,101
1.330217e+06,1.610647e+12,9.646111e+06,1.245382e+06,-2.291373e+12,-1.125862e+12,-1.559239e+12,1.426708e+06,1.397150e+12,1.007003e+08,1.597961e+07,-6.324835e+14,-1.873543e+13,-7.369537e+14,1.578095e+05,1.062116e+10,3.636834e+05,3.326442e+05,1.156913e+11,3.374358e+10,1.134519e+11,0,80
5.767018e+07,5.981557e+14,5.655102e+08,4.293635e+07,-2.437423e+14,-4.396148e+14,4.726262e+14,4.873853e+07,1.113785e+15,1.812331e+09,2.824543e+08,-1.881615e+17,-9.027706e+15,-1.590325e+17,2.431023e+07,1.137981e+14,5.558231e+07,6.896020e+06,2.301031e+13,-5.484978e+13,1.241429e+14,0,93
6.677878e+07,7.289233e+14,8.220804e+08,7.816537e+07,3.815070e+15,-4.060646e+14,7.623648e+15,5.319807e+07,1.644470e+15,1.687815e+09,2.383568e+08,-1.319067e+17,-8.850443e+15,-8.538260e+16,2.633502e+07,2.545886e+14,4.115077e+07,8.627642e+05,-3.674026e+12,-1.343504e+13,2.655923e+12,0,4
6.552328e+07,1.019957e+15,7.854711e+08,5.818416e+07,-7.871680e+15,-1.405521e+15,-7.541257e+15,5.611427e+07,1.706915e+15,2.167470e+09,3.330535e+08,-2.808201e+17,-1.364570e+16,-2.395440e+17,2.423197e+07,1.582287e+14,3.694556e+07,6.103468e+06,5.994680e+12,-6.038543e+13,1.043261e+14,0,90
7.113128e+07,1.348611e+15,1.081024e+09,9.612066e+07,-1.910292e+16,-2.684981e+15,-1.779575e+16,5.938848e+07,2.421220e+15,1.960492e+09,2.553115e+08,-1.798922e+17,-1.253794e+16,-1.268552e+17,2.267227e+07,1.562543e+14,2.747167e+07,1.876499e+06,4.541421e+12,-2.103142e+13,1.546476e+13,0,29
5.553309e+07,5.777241e+14,7.078715e+08,1.029671e+08,1.230692e+15,-8.103183e+14,6.504812e+15,4.704597e+07,1.071075e+15,1.165313e+09,1.830973e+08,-6.711627e+16,-5.278453e+15,-3.589786e+16,2.304399e+07,7.632459e+13,1.997657e+07,3.772187e+06,2.879986e+13,-3.429806e+12,-1.046326e+13,0,44
7.570840e+07,1.306927e+15,1.086830e+09,5.557174e+07,-6.126376e+15,-1.504554e+15,-5.903757e+15,6.266943e+07,2.419867e+15,2.045293e+09,2.743040e+08,-1.987760e+17,-1.323153e+16,-2.077836e+17,2.652582e+07,1.770478e+14,4.217125e+07,5.483294e+06,-2.925118e+13,6.822576e+12,-7.962738e+13,0,3
6.801346e+07,9.568620e+14,5.325323e+08,3.000161e+07,-3.446369e+15,-8.725402e+14,-3.504845e+15,5.656507e+07,1.794803e+15,1.885241e+09,2.770471e+08,-1.979355e+17,-1.164419e+16,-1.947952e+17,2.565375e+07,1.940665e+14,5.108342e+07,5.220353e+06,6.671397e+12,-5.580161e+13,7.956363e+13,0,93
7.910751e+07,1.198764e+15,9.276257e+08,4.665773e+07,-6.606009e+15,-1.300166e+15,-6.524092e+15,6.358348e+07,2.520435e+15,2.141275e+09,3.093008e+08,-2.517058e+17,-1.552603e+16,-2.169615e+17,2.899774e+07,2.964903e+14,4.232825e+07,5.321626e+06,-7.637913e+13,-5.295778e+13,-4.886741e+13,0,18
5.280019e+07,4.830682e+14,6.348991e+08,4.245194e+07,-4.521290e+15,-7.095456e+14,-4.293533e+15,4.316172e+07,9.978529e+14,1.269396e+09,1.495713e+08,-5.986053e+16,-4.477881e+15,-5.190116e+16,2.121204e+07,9.410238e+13,5.009354e+07,3.524169e+05,9.471465e+11,-3.086200e+12,8.403770e+11,0,53
1.021965e+08,2.773517e+15,1.429518e+09,1.477906e+08,-2.299573e+16,-4.839470e+15,-1.807872e+16,8.492405e+07,4.924384e+15,2.326321e+09,2.748204e+08,-2.062748e+17,-1.847130e+16,-1.429008e+17,3.226687e+07,3.980847e+14,6.864848e+06,1.179809e+06,2.894206e+12,2.298937e+13,2.068623e+12,0,70
5.717301e+07,6.176392e+14,6.053265e+08,1.101563e+08,1.025940e+16,-9.848896e+13,1.971278e+16,4.705966e+07,1.225771e+15,1.327147e+09,1.773063e+08,-5.188048e+16,-4.612895e+15,-1.896399e+16,2.228873e+07,1.102417e+14,3.488681e+07,4.074734e+06,-8.674316e+12,3.567371e+13,-4.142396e+13,0,2
6.312231e+07,6.009680e+14,4.897701e+08,2.388583e+07,1.291701e+15,2.648341e+13,1.850243e+15,5.485001e+07,1.080475e+15,1.951148e+09,3.771103e+08,-2.716561e+17,-1.069115e+16,-2.551545e+17,3.050260e+07,1.772338e+14,8.496704e+07,1.421924e+07,-1.752618e+14,-1.635331e+14,4.927496e+14,0,97
7.382317e+07,8.665972e+14,9.585772e+08,6.485363e+07,-1.117580e+16,-1.461172e+15,-1.096715e+16,5.810358e+07,2.025031e+15,1.746627e+09,2.356643e+08,-1.471149e+17,-1.035275e+16,-1.263369e+17,2.882449e+07,3.638797e+14,3.980732e+07,7.002694e+05,-1.450938e+12,-1.925707e+11,-4.993383e+12,0,50
7.078669e+07,1.333733e+15,1.223546e+09,7.715779e+07,-2.281917e+16,-2.747039e+15,-2.360750e+16,5.792964e+07,2.440378e+15,1.707904e+09,2.078579e+08,-1.236252e+17,-1.025251e+16,-1.139793e+17,2.141000e+07,1.862191e+14,2.660639e+07,1.647739e+06,8.913204e+12,1.927423e+13,-4.051383e+12,0,89
5.825801e+07,6.067998e+14,7.890099e+08,7.972643e+07,3.568504e+14,-7.024720e+14,4.258007e+15,4.745800e+07,1.289099e+15,1.473777e+09,1.953310e+08,-1.017754e+17,-6.867079e+15,-5.741891e+16,2.283891e+07,1.339514e+14,4.050786e+07,1.744841e+06,1.102368e+13,-1.337872e+13,1.240074e+13,0,51
7.273786e+07,1.406094e+15,1.073835e+09,5.680699e+07,-1.393188e+16,-2.116033e+15,-1.441058e+16,5.969853e+07,2.562737e+15,1.726714e+09,2.186932e+08,-1.332247e+17,-1.102281e+16,-1.230592e+17,2.220200e+07,1.915873e+14,3.010083e+07,2.923587e+06,1.604279e+13,3.012670e+13,-1.948409e+13,0,104
5.583650e+07,7.219457e+14,8.262223e+08,6.553563e+07,-1.401374e+16,-1.673079e+15,-1.440141e+16,4.755896e+07,1.241090e+15,1.554897e+09,2.050063e+08,-1.156929e+17,-7.221655e+15,-1.038888e+17,2.069103e+07,6.910848e+13,3.618617e+07,3.277293e+06,1.119412e+13,-2.596528e+13,2.011303e+13,0,102
6.651341e+07,8.243194e+14,7.181511e+08,5.449183e+07,9.210966e+14,-4.394030e+14,3.152013e+15,5.401294e+07,1.719998e+15,1.846851e+09,2.572988e+08,-1.735829e+17,-1.051649e+16,-1.179796e+17,2.536890e+07,2.244841e+14,5.311192e+07,1.939427e+06,-1.131833e+13,-2.905728e+13,1.555117e+13,0,81
