1.468306e+07,1.787152e+14,1.976559e+16,5.921126e+15,1.597281e+06,8.223236e+11,1.325686e+14,1.889424e+13,1.496524e+07,1.857159e+14,9.688475e+15,4.860645e+15,2.554468e+07,6.008945e+14,8.427438e+15,5.960409e+15,2.759288e+06,3.557414e+12,1.041619e+14,1.173675e+14,2.727240e+07,5.576426e+14,1.321652e+17,1.712151e+16,2.687233e+07,6.641820e+14,5.505501e+15,5.835976e+15,1.782106e+06,1.040474e+12,2.132645e+12,2.668866e+12,2.755137e+07,6.583553e+14,5.078862e+16,1.333124e+16,1.332717e+07,1.397196e+14,1.482060e+16,2.550926e+15,1.082162e+06,2.303649e+11,1.264388e+13,7.908764e+11,1.290221e+07,1.559543e+14,6.770531e+15,1.577288e+15,0,34
1.533733e+07,1.831429e+14,2.879054e+16,3.381366e+15,2.233544e+06,9.195280e+11,3.229342e+14,1.602748e+14,1.576563e+07,2.289527e+14,2.557826e+16,3.347175e+15,2.754856e+07,6.857018e+14,2.119463e+16,2.138171e+16,3.895141e+06,6.763992e+12,2.506490e+13,3.015070e+13,3.007725e+07,8.188879e+14,3.142481e+16,2.113456e+16,2.815685e+07,7.148416e+14,7.342416e+15,7.204452e+15,3.156814e+06,3.937367e+12,1.813187e+13,2.596868e+13,2.988503e+07,8.240193e+14,1.072517e+16,5.874579e+15,1.482418e+07,1.745634e+14,1.948907e+16,3.018912e+15,1.604907e+06,5.387872e+11,1.072514e+14,5.982931e+13,1.480771e+07,2.026142e+14,2.961440e+16,6.271554e+15,0,95
1.347366e+07,1.382842e+14,2.535230e+16,5.053498e+15,1.716754e+06,2.591233e+11,1.019120e+14,8.962821e+12,1.347273e+07,1.684213e+14,2.792666e+15,2.650283e+15,2.808303e+07,7.172900e+14,1.545813e+16,1.602208e+16,3.402648e+06,5.363974e+12,3.341009e+14,4.132659e+14,3.018310e+07,7.676220e+14,1.148929e+17,1.434973e+16,2.573176e+07,5.952807e+14,5.087373e+15,4.692444e+15,2.039640e+06,1.143381e+12,5.088664e+12,3.786587e+13,2.643439e+07,6.362849e+14,4.417871e+16,5.525748e+15,1.355709e+07,1.424679e+14,2.425133e+16,1.170524e+16,1.429793e+06,1.246890e+11,5.290713e+13,6.117769e+12,1.336574e+07,1.668118e+14,1.111834e+16,9.378644e+15,0,28
1.639313e+07,2.070953e+14,3.625017e+16,4.913123e+15,1.869629e+06,1.345953e+11,8.276216e+13,6.255191e+12,1.622738e+07,2.399273e+14,1.057287e+16,2.366617e+15,3.040307e+07,8.447312e+14,6.199640e+15,5.318012e+15,3.522569e+06,5.807793e+12,3.962620e+14,4.479322e+14,3.258393e+07,8.476854e+14,8.291716e+16,9.476887e+15,2.594373e+07,6.048076e+14,3.180823e+15,1.830643e+15,2.418923e+06,2.061624e+12,1.594266e+13,4.647131e+13,2.700934e+07,6.159389e+14,3.987597e+16,4.417835e+15,1.465310e+07,1.673311e+14,1.591216e+16,4.910719e+15,1.433877e+06,1.125927e+11,2.565129e+13,5.348740e+12,1.436121e+07,1.916941e+14,1.869467e+16,5.812357e+15,0,27
8.081738e+06,5.089022e+13,3.185992e+15,7.294546e+14,2.313320e+06,2.326349e+12,2.248321e+14,1.750710e+13,9.446445e+06,7.776910e+13,1.078730e+15,5.890256e+14,1.891107e+07,3.300288e+14,1.292696e+17,1.307320e+17,3.991920e+06,1.054260e+13,1.753569e+15,1.812666e+15,2.213471e+07,3.461712e+14,2.571361e+17,9.828645e+16,2.186420e+07,4.434461e+14,6.333523e+16,6.480651e+16,2.845897e+06,4.563249e+12,6.194747e+14,7.447039e+14,2.389731e+07,4.461304e+14,1.999617e+17,4.893343e+16,7.274998e+06,3.840334e+13,4.174739e+15,4.402000e+14,1.708368e+06,6.899654e+11,1.560606e+14,1.020452e+13,7.905395e+06,5.632903e+13,5.418731e+13,1.951002e+13,0,17
1.420787e+07,1.597462e+14,3.799135e+16,9.895726e+15,2.003550e+06,4.002420e+11,2.890546e+14,4.451542e+13,1.463194e+07,1.971179e+14,1.321584e+16,5.267014e+15,2.643878e+07,6.405525e+14,7.210476e+16,7.570940e+16,3.756549e+06,7.597770e+12,2.753141e+14,2.467245e+14,2.906323e+07,7.113102e+14,1.216835e+17,6.448878e+16,2.370938e+07,5.084778e+14,3.198024e+16,3.303672e+16,2.105414e+06,1.661584e+12,3.058469e+13,6.951396e+13,2.465419e+07,5.271386e+14,8.213057e+16,2.637313e+16,1.243785e+07,1.218569e+14,1.090650e+16,1.191764e+15,1.386433e+06,9.150847e+10,3.671243e+13,5.346401e+12,1.242031e+07,1.398454e+14,8.600544e+15,9.852830e+14,0,80
1.437415e+07,1.567585e+14,3.419715e+16,4.965544e+15,2.461290e+06,8.210584e+11,6.054711e+14,9.731341e+13,1.497853e+07,2.097814e+14,6.077307e+15,1.120240e+15,2.998171e+07,8.211619e+14,3.894297e+16,3.998350e+16,4.625712e+06,1.184015e+13,3.762305e+14,3.382212e+14,3.328161e+07,9.817663e+14,6.862027e+16,3.341994e+16,2.789425e+07,6.985649e+14,2.730219e+15,1.420629e+15,2.789734e+06,2.745380e+12,6.994654e+13,1.395368e+14,2.921705e+07,7.818988e+14,2.593719e+16,3.018944e+15,1.358190e+07,1.405581e+14,1.927552e+16,2.354855e+15,1.907112e+06,1.047842e+11,1.472928e+14,1.265133e+13,1.374920e+07,1.758476e+14,6.835513e+15,1.421618e+15,0,101
1.599442e+07,2.011447e+14,4.684771e+16,1.308563e+16,3.326171e+06,2.812766e+12,1.718718e+15,5.821006e+14,1.749914e+07,2.756349e+14,3.858573e+16,6.002801e+15,3.052512e+07,8.525110e+14,1.463078e+17,1.568658e+17,6.017597e+06,2.254352e+13,3.535296e+14,1.588466e+14,3.520706e+07,1.076327e+15,2.605312e+17,1.760592e+17,2.860430e+07,7.398793e+14,4.051649e+16,4.057915e+16,3.228779e+06,4.552579e+12,4.972895e+13,5.734799e+13,3.042680e+07,8.367519e+14,5.615648e+16,3.476969e+16,1.336318e+07,1.371407e+14,1.676672e+16,2.062275e+15,1.652544e+06,5.297960e+10,9.639744e+13,2.944258e+12,1.336322e+07,1.670435e+14,2.085454e+15,5.339908e+14,0,80
1.302538e+07,1.429338e+14,1.451917e+16,7.853082e+15,1.941515e+06,1.151526e+12,2.229457e+14,8.578709e+13,1.389543e+07,1.720195e+14,1.649857e+16,5.303796e+15,2.399503e+07,5.311361e+14,4.675052e+16,4.996088e+16,3.442902e+06,6.840440e+12,4.914670e+14,4.607063e+14,2.648876e+07,5.617885e+14,1.103206e+17,3.711341e+16,2.247496e+07,4.631989e+14,1.410946e+16,1.391169e+16,2.286776e+06,2.460137e+12,1.028603e+14,1.210944e+14,2.380867e+07,4.814722e+14,5.074332e+16,1.134401e+16,1.357523e+07,1.557987e+14,1.004937e+16,1.311335e+15,1.525228e+06,6.836770e+11,1.552715e+14,6.100240e+13,1.400349e+07,1.715353e+14,2.597583e+16,3.388680e+15,0,93
8.573210e+06,5.549578e+13,8.661231e+15,3.629872e+15,1.649949e+06,4.757868e+11,1.172492e+14,6.650639e+12,9.098502e+06,7.552463e+13,4.297361e+15,3.640047e+15,2.408778e+07,5.407365e+14,3.156074e+16,3.209077e+16,3.765680e+06,9.069685e+12,9.283993e+14,1.048878e+15,2.701910e+07,5.527669e+14,2.122827e+17,2.654049e+16,2.194549e+07,4.425918e+14,1.334743e+16,1.307526e+16,2.358199e+06,2.706836e+12,9.141764e+13,1.612750e+14,2.339564e+07,4.485194e+14,1.146970e+17,1.405630e+16,9.600389e+06,6.949846e+13,1.354849e+16,3.947421e+15,1.314813e+06,5.310742e+10,5.814074e+13,3.341700e+12,9.639254e+06,8.720143e+13,2.930458e+15,2.755133e+15,0,4
