8.961672e+02,5.855069e+05,3.863583e-01,4.331273e-02,-4.341896e-03,-2.766723e+01,-4.680458e-03,7.793793e+01,2.853429e+03,6.918033e-05,1.241584e-05,-3.452326e-10,-2.057641e-04,1.042066e-10,8.427633e+02,6.765810e+05,2.847154e-02,5.861704e-03,3.077893e-05,8.608920e-02,8.560626e-05,1.315929e+03,1.559566e+06,3.952772e-02,4.506716e-02,1.902134e-03,5.597380e+01,1.524605e-03,7.666233e+01,1.344417e+03,1.756002e-04,2.262355e-05,8.411945e-10,7.178082e-04,6.618401e-10,1.325425e+03,1.546388e+06,2.407622e-01,6.693501e-02,7.154990e-03,3.871740e+01,4.597570e-03,1.246627e+03,1.395341e+06,5.265032e-03,2.373196e-03,7.738906e-06,1.748248e+00,2.456079e-06,9.363962e+01,3.074675e+03,8.604410e-05,1.205783e-06,-1.193283e-11,2.500053e-05,-1.606577e-11,1.274842e+03,1.368487e+06,2.977845e-01,3.789347e-02,-1.082338e-03,-2.509277e+01,-1.601442e-03,8.845108e+02,5.791122e+05,2.907906e-01,3.358997e-02,-2.694077e-03,-2.152458e+01,1.952876e-03,8.251790e+01,2.053863e+03,3.464730e-04,3.155353e-05,1.709876e-09,1.864079e-04,-1.299992e-09,8.421741e+02,6.645232e+05,3.509759e-03,3.051147e-03,9.984166e-06,2.148856e+00,6.770980e-06,0,100,LFAU,28
1.024112e+03,8.757975e+05,4.345993e-01,1.817185e-01,4.868051e-02,1.269814e+02,2.377708e-02,1.209956e+02,1.954122e+03,1.909539e-03,2.393586e-04,1.452453e-07,9.778445e-03,-5.689500e-08,1.052746e+03,9.248026e+05,4.306479e-01,1.763731e-01,4.332111e-02,5.593040e+01,4.655521e-03,1.350922e+03,1.692805e+06,3.549266e-02,3.677571e-02,1.328542e-03,4.712073e+01,8.574490e-04,1.198318e+02,6.826253e+03,1.058458e-03,1.015364e-03,1.040919e-06,8.083761e-02,1.317686e-06,1.420486e+03,1.646304e+06,2.933092e-01,4.210756e-02,-2.171616e-03,-3.027934e+01,-3.906223e-05,1.306464e+03,1.580425e+06,4.604670e-03,3.226044e-03,1.236634e-05,3.494600e+00,1.171934e-05,1.065376e+02,5.363220e+03,2.410237e-04,2.767953e-04,7.048396e-08,1.878032e-02,1.533522e-08,1.363198e+03,1.556441e+06,1.322664e-01,1.528811e-02,-6.363677e-04,-1.881958e+01,-2.149588e-04,1.035299e+03,8.827501e+05,2.922025e-01,4.350579e-02,-4.298006e-05,-1.172032e+01,3.179365e-03,9.770651e+01,1.490048e+03,1.078676e-03,2.732451e-04,1.474441e-07,9.275854e-03,5.918251e-10,1.036243e+03,9.392742e+05,4.782954e-01,6.680954e-02,-6.817590e-03,-5.408864e+01,-2.461938e-03,0,35,LFAU,28
8.944641e+02,6.558462e+05,6.720917e-02,1.803559e-02,4.970912e-04,4.192338e+00,-2.264429e-04,1.315315e+02,6.196804e+03,2.489437e-03,7.383443e-04,9.603036e-07,5.765608e-02,4.706744e-07,9.405675e+02,7.648714e+05,7.332575e-02,1.117855e-02,-1.761351e-04,-6.696590e+00,-3.973717e-05,1.322775e+03,1.607932e+06,2.081641e-02,1.944026e-02,3.909989e-04,2.390315e+01,2.140997e-04,1.634346e+02,1.290413e+04,1.513746e-03,1.956214e-03,3.354999e-06,2.196109e-01,4.103435e-06,1.431470e+03,1.787757e+06,3.844929e-01,4.394592e-02,-5.616674e-03,-5.823119e+01,-1.414297e-04,1.309362e+03,1.574977e+06,4.820651e-03,1.300471e-03,2.277212e-06,2.476088e-01,-2.137391e-06,1.557385e+02,1.210497e+04,1.507769e-03,1.855466e-03,3.086976e-06,1.940582e-01,2.266409e-06,1.410480e+03,1.736286e+06,3.875518e-01,5.978660e-02,-4.326730e-04,-3.222442e+01,-1.662667e-03,8.708343e+02,6.241814e+05,4.894443e-02,8.197391e-03,5.085782e-05,-1.365739e+00,1.011728e-04,1.114968e+02,4.522937e+03,1.839012e-03,5.680264e-04,5.723645e-07,3.507961e-02,-4.650084e-08,9.000155e+02,7.022102e+05,7.467365e-02,9.909873e-03,-2.594783e-04,-8.238960e+00,-1.497431e-05,0,36,UFAU,43
7.903081e+02,4.824120e+05,7.569083e-01,2.662289e-01,1.091839e-01,1.128393e+02,1.299023e-02,9.599647e+01,2.385856e+03,4.066656e-03,1.197341e-03,2.592112e-06,3.021960e-02,2.302499e-06,7.883735e+02,5.273790e+05,1.803074e-01,2.800608e-01,6.292238e-02,1.943778e+02,8.862942e-03,1.088068e+03,1.091721e+06,5.487646e-02,5.586347e-02,3.092509e-03,5.764074e+01,2.156917e-03,1.354430e+02,9.409771e+03,4.270692e-04,8.564860e-04,5.179117e-07,6.255647e-02,1.041167e-07,1.180089e+03,1.033721e+06,1.088688e+00,2.688511e-01,1.042560e-01,7.689775e+01,1.015765e-01,1.105866e+03,1.130251e+06,6.668855e-02,7.138938e-02,4.925449e-03,7.529104e+01,5.705421e-03,1.364181e+02,9.847935e+03,1.739826e-04,4.651570e-04,1.322408e-07,3.319986e-02,1.496173e-07,1.199279e+03,1.046799e+06,9.741230e-01,2.567665e-01,9.779728e-02,9.088801e+01,9.808967e-02,7.616074e+02,4.421616e+05,5.924897e-01,2.022967e-01,6.330794e-02,7.687329e+01,-1.138573e-03,9.350650e+01,2.678982e+03,2.783733e-03,8.052965e-04,1.172116e-06,1.769221e-02,-2.802760e-07,7.572943e+02,4.828223e+05,1.323107e-01,2.060180e-01,3.401097e-02,1.364742e+02,3.881849e-03,0,94,LFAU,12LW
7.803339e+02,3.915112e+05,5.188702e-01,5.456129e-02,-5.249700e-03,-2.583834e+01,-9.133300e-03,1.111234e+02,1.922060e+03,2.151307e-03,2.940247e-05,6.303530e-09,1.144259e-03,-3.536413e-09,7.367561e+02,4.665999e+05,1.079346e-01,2.313983e-02,5.962699e-04,1.745353e+00,7.690489e-04,1.173722e+03,1.256411e+06,2.239051e-03,3.006074e-04,-1.967667e-07,-3.038845e-01,1.486245e-07,1.206542e+02,6.711674e+03,5.319072e-05,7.561069e-05,2.060681e-09,5.906242e-03,4.366629e-09,1.241407e+03,1.141907e+06,4.555335e-01,5.405777e-02,-5.187421e-03,-4.718481e+01,-4.839573e-03,1.191636e+03,1.289801e+06,1.882779e-03,1.241645e-03,1.884041e-06,1.109970e+00,1.442278e-06,1.096904e+02,4.640000e+03,3.614746e-05,1.364327e-04,8.610080e-09,8.064283e-03,1.573660e-09,1.245380e+03,1.243105e+06,3.323761e-01,3.746325e-02,-2.754652e-03,-3.552367e+01,-2.053048e-03,7.776148e+02,3.913525e+05,5.112144e-01,5.107226e-02,-7.486443e-03,-3.078599e+01,3.602555e-03,1.042822e+02,2.792043e+03,1.219993e-03,3.809225e-05,-7.901588e-09,-9.585088e-04,-6.616843e-09,7.292904e+02,4.680856e+05,1.172691e-01,1.724204e-02,-3.634790e-04,-7.430026e+00,-3.683533e-04,0,25,E,HAPPY
8.949008e+02,6.328454e+05,6.092795e-01,1.761143e-01,4.721017e-02,6.207777e+01,-1.265824e-02,7.841674e+01,2.576660e+03,7.414670e-04,7.249556e-05,1.680650e-08,1.281171e-03,7.949174e-09,8.731058e+02,6.710816e+05,1.599304e-01,1.411252e-01,2.112866e-02,9.479088e+01,-1.626710e-03,1.177473e+03,1.270554e+06,2.996996e-01,3.116964e-01,9.526406e-02,3.509713e+02,8.835033e-02,1.133233e+02,6.037089e+03,6.620273e-05,5.946545e-05,8.268550e-10,4.334438e-03,2.746446e-09,1.240502e+03,1.147662e+06,9.691321e-01,3.396207e-01,1.708204e-01,1.908175e+02,1.817336e-02,1.258893e+03,1.457752e+06,1.583837e-01,1.650206e-01,2.667751e-02,1.990557e+02,2.800635e-02,8.102742e+01,2.138935e+03,5.074576e-05,9.423827e-06,-1.670114e-10,5.698184e-05,-1.635413e-10,1.288399e+03,1.390752e+06,8.927184e-01,2.257370e-01,7.089699e-02,7.350878e+01,3.808884e-02,8.791259e+02,6.193951e+05,4.087101e-01,1.061766e-01,1.709234e-02,3.319723e+01,2.697858e-03,6.975408e+01,1.221947e+03,4.687321e-04,5.028044e-06,-2.368220e-10,-2.582050e-05,7.375251e-11,8.556285e+02,6.677384e+05,4.943789e-02,8.219350e-02,5.231249e-03,6.439219e+01,-7.996306e-04,0,92,LFAU,16
1.049984e+03,9.473178e+05,5.571980e-01,3.727984e-01,1.694610e-01,3.339300e+02,1.751616e-01,1.145780e+02,2.806627e+03,1.891027e-03,4.148472e-04,3.650303e-07,2.192569e-02,1.640524e-07,1.083366e+03,9.392874e+05,7.700670e-01,3.906631e-01,2.009027e-01,1.955778e+02,1.195558e-03,1.178356e+03,1.272513e+06,1.475731e-02,1.256331e-02,1.707801e-04,1.311683e+01,4.045861e-05,1.264229e+02,7.815613e+03,8.792084e-04,9.326638e-04,8.313419e-07,7.810191e-02,1.086341e-06,1.253817e+03,1.190478e+06,2.277222e-01,3.394909e-02,-2.702282e-03,-3.421629e+01,-5.290473e-04,1.138082e+03,1.194922e+06,5.771170e-03,1.010011e-03,8.665901e-08,-3.020189e-01,1.298213e-06,1.063455e+02,4.929384e+03,3.508539e-04,3.664454e-04,1.259189e-07,2.470062e-02,2.636782e-08,1.199250e+03,1.140317e+06,1.842250e-01,3.041036e-02,-6.023940e-04,-1.819273e+01,-8.105234e-04,1.033353e+03,9.148717e+05,3.238813e-01,1.845374e-01,4.470547e-02,1.500545e+02,4.004204e-04,1.018697e+02,2.174986e+03,1.395638e-03,3.648872e-04,2.602531e-07,1.592926e-02,-5.054511e-08,1.057062e+03,9.420720e+05,5.017560e-01,1.856487e-01,4.669148e-02,6.020140e+01,2.393742e-03,0,35,LFAU,26
6.428937e+02,2.913948e+05,4.557949e-01,5.646081e-02,-3.206687e-03,-1.605307e+01,7.542692e-03,6.332250e+01,2.307625e+03,1.397629e-04,2.849867e-05,1.013884e-09,1.294760e-03,1.901979e-09,5.993178e+02,3.362456e+05,3.440746e-02,1.385523e-02,2.780778e-04,4.255513e+00,1.179957e-04,1.008677e+03,9.340890e+05,1.871597e-01,1.830829e-01,3.388839e-02,1.729464e+02,2.345125e-02,1.378455e+02,1.045349e+04,4.371425e-04,1.138958e-04,2.240069e-08,1.164444e-02,2.290834e-08,1.103686e+03,7.738823e+05,1.205275e+00,2.726474e-01,1.084462e-01,9.602812e+01,7.270974e-02,1.027802e+03,9.667940e+05,2.221724e-01,2.277211e-01,5.122087e-02,2.193235e+02,6.091919e-02,1.269637e+02,8.206023e+03,2.581104e-04,3.528829e-05,-2.470643e-09,-1.718487e-04,-4.694181e-10,1.110167e+03,8.259095e+05,1.423989e+00,3.321913e-01,1.517444e-01,1.139628e+02,1.003320e-01,6.397935e+02,2.795850e+05,4.623641e-01,7.992737e-02,5.694474e-03,8.133570e-01,-1.486174e-02,6.628192e+01,2.579730e+03,1.829140e-04,2.782199e-05,1.435043e-09,1.408994e-03,-1.369580e-09,5.934677e+02,3.290385e+05,6.950410e-02,4.340774e-02,2.358928e-03,2.051483e+01,-1.462322e-04,0,54,LFAU,28
6.903015e+02,3.525868e+05,1.908606e-01,3.515016e-02,1.257431e-03,-8.915989e-01,-2.671506e-03,9.196163e+01,1.988589e+03,1.331085e-03,6.495127e-05,1.050421e-09,2.876143e-03,-2.248372e-08,6.857185e+02,4.099902e+05,2.037732e-02,2.069473e-02,3.959003e-04,1.322137e+01,3.521722e-04,1.203410e+03,1.349140e+06,8.441632e-02,8.779631e-02,7.558050e-03,1.012175e+02,5.802299e-03,1.090255e+02,5.944971e+03,2.369949e-04,3.363272e-04,8.579084e-08,2.513686e-02,1.232343e-07,1.270410e+03,1.237659e+06,9.042321e-01,1.374142e-01,-6.568711e-03,-6.421387e+01,6.516740e-03,1.215885e+03,1.378213e+06,1.194570e-01,1.223711e-01,1.479495e-02,1.428772e+02,1.693311e-02,1.016278e+02,5.058764e+03,4.016655e-05,6.885732e-05,1.935504e-09,4.562647e-03,-2.488506e-09,1.275306e+03,1.265402e+06,8.443388e-01,1.613853e-01,2.258457e-02,-5.011759e+00,1.521016e-02,8.430687e+02,5.499945e+05,6.500059e-01,2.692206e-01,1.068227e-01,1.374690e+02,-8.387378e-03,8.754487e+01,1.804100e+03,9.916327e-04,3.007385e-05,-4.463860e-09,1.068701e-03,2.368656e-09,8.267766e+02,6.007687e+05,1.807928e-01,2.245003e-01,4.522766e-02,1.609996e+02,-8.097497e-03,0,39,LFAU,23
8.183201e+02,4.887274e+05,4.103046e-01,5.669157e-02,-1.636491e-03,-1.695280e+01,-1.020236e-02,1.026086e+02,3.814879e+02,1.652893e-03,2.019028e-04,8.273346e-08,-1.192909e-03,8.590703e-08,7.997808e+02,6.082509e+05,5.833995e-02,1.327451e-02,2.138007e-04,8.984645e-01,5.178253e-04,1.335082e+03,1.613570e+06,6.606251e-01,6.943045e-01,4.702213e-01,8.819429e+02,4.423718e-01,1.156637e+02,3.746929e+03,2.249005e-05,1.090777e-04,3.406291e-09,3.991124e-03,-3.730800e-09,1.385243e+03,1.690468e+06,1.161337e+00,9.113482e-01,9.375366e-01,1.130398e+03,2.133769e-01,1.334106e+03,1.616649e+06,5.513218e-01,5.689071e-01,3.186118e-01,7.190082e+02,3.662128e-01,1.243965e+02,6.194887e+03,7.453074e-05,5.947885e-05,2.829615e-09,-7.661791e-04,1.329245e-12,1.395620e+03,1.605294e+06,1.230947e+00,7.741002e-01,7.531249e-01,8.778397e+02,2.683698e-01,7.410715e+02,3.796883e+05,5.063985e-01,5.872014e-02,-7.087642e-03,-3.078663e+01,-8.168765e-03,9.148344e+01,1.254498e+03,3.171352e-04,1.681917e-04,1.549692e-08,-5.941328e-03,3.704743e-08,7.075371e+02,4.685668e+05,6.318824e-02,1.796896e-02,4.525298e-04,3.492839e+00,4.479709e-04,0,89,E,DISGUST
