6.166336e+02,1.026905e+03,2.614921e-03,1.055540e-03,-7.548659e-07,3.159228e-02,-1.224159e-06,4.105138e+02,3.141407e+04,3.669353e-02,5.896659e-03,-8.161805e-05,-1.007614e+00,-6.936977e-05,4.415082e+02,5.557017e+04,5.497860e-03,7.043646e-04,5.145225e-07,-7.717311e-02,3.664633e-07,2.501837e+03,3.672860e+05,2.177366e-03,2.667738e-03,4.783616e-06,1.520847e+00,4.744067e-06,1.027814e+03,7.644062e+05,1.158906e-02,1.175655e-03,-4.244157e-06,-1.006085e+00,-3.028955e-06,1.630056e+03,2.353928e+06,1.787770e-02,3.277901e-03,8.446381e-06,-1.003675e+00,6.175482e-06,3,72
6.323319e+02,3.053567e+02,6.143263e-03,1.120793e-03,-1.781855e-06,1.920553e-02,-1.956923e-06,4.450800e+02,3.069172e+04,4.616643e-02,6.986403e-03,-1.254577e-04,-1.214248e+00,-1.142470e-04,4.574742e+02,6.447327e+04,3.068324e-03,5.186828e-04,5.596601e-07,1.979551e-02,3.108505e-08,2.447722e+03,5.950836e+05,5.642149e-04,2.890359e-03,-3.469299e-06,2.225494e+00,-4.933367e-06,9.327266e+02,5.657216e+05,1.903823e-02,1.864631e-03,-1.105902e-05,-1.402455e+00,-9.675479e-06,1.695765e+03,2.445244e+06,2.814149e-02,3.335045e-03,-2.300785e-05,-4.411917e+00,-5.319254e-06,3,93
6.830507e+02,4.590900e+02,1.316532e-03,1.993894e-04,-6.021783e-08,2.214074e-03,-6.291171e-08,4.114739e+02,6.347947e+04,3.568289e-02,3.413331e-03,-3.764906e-05,-8.599771e-01,-3.545459e-05,4.311107e+02,9.657722e+04,9.288138e-03,7.576477e-04,4.475190e-07,-3.617150e-02,-2.026078e-07,2.637177e+03,2.829049e+05,2.571006e-03,2.319519e-04,-2.199714e-08,9.028528e-02,-3.771555e-08,1.108310e+03,1.004698e+06,1.766887e-02,1.804434e-03,-1.018859e-05,-1.808404e+00,-9.343982e-06,1.635369e+03,2.437680e+06,1.673611e-02,2.068963e-03,-6.650059e-06,-2.408619e+00,-6.657970e-06,0,26
6.726218e+02,4.205089e+02,1.577630e-03,1.327588e-03,-5.956240e-07,3.971043e-03,-7.705918e-08,4.492640e+02,4.211057e+04,4.313013e-02,4.916750e-03,-7.158883e-05,-1.005481e+00,-5.234245e-05,4.680309e+02,7.499450e+04,8.748640e-03,5.733830e-04,-3.585215e-07,-9.405705e-02,5.699863e-08,2.435821e+03,3.622392e+05,2.055549e-03,3.956112e-03,1.023884e-05,2.335803e+00,4.270608e-06,9.746713e+02,7.556587e+05,1.839111e-02,1.942697e-03,-1.124956e-05,-1.667905e+00,-9.601308e-06,1.570496e+03,2.204625e+06,2.218430e-02,4.455080e-03,2.078233e-05,-1.373553e-01,1.330098e-05,3,96
6.180315e+02,8.230891e+02,2.905329e-03,2.994034e-03,-8.666011e-06,6.512876e-02,-8.104029e-06,4.132181e+02,3.312529e+04,3.740322e-02,6.406326e-03,-9.291006e-05,-1.125173e+00,-8.008098e-05,4.377307e+02,6.457333e+04,6.633976e-03,3.969296e-04,-6.436267e-07,-9.449323e-02,5.187393e-08,2.431804e+03,5.269537e+05,2.099341e-03,5.694777e-05,-1.068147e-08,-2.775326e-02,-7.963219e-09,1.015862e+03,4.898423e+05,1.856014e-02,1.258252e-03,-6.043699e-06,-8.680864e-01,-4.380945e-06,1.732766e+03,2.466666e+06,4.199663e-02,5.252193e-03,-4.960504e-05,-5.987288e+00,-3.566905e-05,1,55
6.465484e+02,9.281322e+02,2.752808e-03,2.161162e-03,-5.225938e-06,2.155762e-02,-5.530976e-06,4.290866e+02,4.492768e+04,3.349141e-02,4.471946e-03,-5.376682e-05,-9.459747e-01,-5.393187e-05,4.350243e+02,9.147395e+04,5.510787e-03,2.468701e-04,-2.873564e-07,-7.466274e-02,6.912027e-08,2.497638e+03,3.790846e+05,4.461622e-04,1.468988e-03,-4.265131e-07,8.999646e-01,-1.409689e-06,1.058986e+03,6.970785e+05,2.529974e-02,2.075849e-03,-1.499641e-05,-1.732940e+00,-1.267855e-05,1.663064e+03,2.354304e+06,2.875203e-02,3.188230e-03,-3.043751e-05,-4.884275e+00,-1.003382e-05,3,90
6.358394e+02,1.698436e+03,1.228674e-03,1.058234e-03,7.003258e-07,-4.202603e-02,4.389101e-07,4.303502e+02,2.938292e+04,3.764640e-02,3.336314e-03,-3.474822e-05,-5.286605e-01,-1.793445e-05,4.649367e+02,6.250782e+04,1.352122e-02,1.371715e-03,2.597318e-06,5.336866e-02,3.938599e-07,2.424535e+03,3.913630e+05,4.819143e-03,2.372092e-04,-2.524985e-07,-2.305015e-02,-2.455499e-07,9.614906e+02,7.413501e+05,1.569025e-02,1.672262e-03,-7.716434e-06,-1.345043e+00,-3.353709e-06,1.577468e+03,2.172229e+06,2.321035e-02,3.272615e-03,-3.094692e-06,-2.137901e+00,-2.482176e-06,1,5
6.241530e+02,4.703341e+02,1.491320e-03,3.278213e-04,2.237523e-07,-4.462917e-03,2.306143e-07,4.183205e+02,3.556852e+04,3.773181e-02,5.332649e-03,-7.458327e-05,-1.005578e+00,-6.601988e-05,4.355794e+02,6.962661e+04,7.250187e-03,1.106115e-03,3.121147e-06,1.432859e-01,-3.625935e-07,2.507746e+03,3.198584e+05,1.070600e-03,1.425566e-04,3.621203e-08,8.058596e-02,6.946357e-08,1.066272e+03,7.986121e+05,1.687206e-02,1.466445e-03,-7.129781e-06,-1.307377e+00,-5.639604e-06,1.615986e+03,2.307946e+06,2.020744e-02,3.230764e-03,2.570302e-06,-1.369769e+00,-2.384472e-06,0,27
6.523997e+02,1.828477e+03,1.514361e-03,1.879441e-03,-1.543289e-06,6.401249e-02,-1.618415e-06,4.031828e+02,5.547375e+04,3.577528e-02,4.397735e-03,-4.892511e-05,-9.619907e-01,-4.878513e-05,4.173473e+02,8.786122e+04,6.923639e-03,3.765343e-04,-6.079566e-07,-1.113553e-01,8.419145e-08,2.541606e+03,2.925552e+05,6.695291e-05,3.694210e-04,-4.510981e-08,4.385215e-02,3.652310e-08,1.090058e+03,8.464061e+05,1.755777e-02,1.561153e-03,-7.707146e-06,-1.384051e+00,-5.489276e-06,1.625211e+03,2.347551e+06,1.525325e-02,1.765260e-03,-7.372721e-06,-2.416793e+00,-4.459846e-06,0,28
7.009999e+02,1.030140e+02,1.154839e-03,5.472184e-03,-1.355808e-05,3.414981e-02,-1.213137e-05,4.577179e+02,5.596400e+04,3.463311e-02,6.112924e-03,-8.773973e-05,-1.438286e+00,-7.649535e-05,4.652232e+02,8.320499e+04,1.300971e-02,7.082374e-04,1.210538e-06,1.056984e-01,-1.695477e-06,2.407339e+03,3.273488e+05,1.761064e-02,1.617480e-04,3.873170e-08,6.318744e-02,-5.855627e-08,1.144024e+03,5.247973e+05,1.326040e-02,8.643973e-04,-9.399862e-07,-4.629696e-01,-1.094491e-06,1.683022e+03,2.468669e+06,1.722486e-02,2.135827e-03,-1.055969e-05,-3.192843e+00,5.670710e-08,0,67
