setting,classifier,rate
"[('frontal', 'spheric'), ('frontal', 'hututu')]",KNN_manhattam,41.76
"[('frontal', 'spheric'), ('frontal', 'hu1980')]",KNN_manhattam,42.64
"[('frontal', 'spheric'), ('frontal', 'husiq')]",KNN_manhattam,41.64
"[('frontal', 'spheric'), ('frontal', 'zernike')]",KNN_manhattam,36.04
"[('frontal', 'spheric'), ('frontal', 'legendre')]",KNN_manhattam,45.06
"[('frontal', 'spheric'), ('frontal', 'chebyshev')]",KNN_manhattam,47.94
"[('frontal', 'spheric'), ('radial', 'spheric')]",KNN_manhattam,44.91
"[('frontal', 'spheric'), ('radial', 'hututu')]",KNN_manhattam,46.1
"[('frontal', 'spheric'), ('radial', 'hu1980')]",KNN_manhattam,41.61
"[('frontal', 'spheric'), ('radial', 'husiq')]",KNN_manhattam,42.22
"[('frontal', 'spheric'), ('radial', 'zernike')]",KNN_manhattam,41.76
"[('frontal', 'spheric'), ('radial', 'legendre')]",KNN_manhattam,45.22
"[('frontal', 'spheric'), ('radial', 'chebyshev')]",KNN_manhattam,48.02
"[('frontal', 'spheric'), ('sagittal', 'spheric')]",KNN_manhattam,45.72
"[('frontal', 'spheric'), ('sagittal', 'hututu')]",KNN_manhattam,47.68
"[('frontal', 'spheric'), ('sagittal', 'hu1980')]",KNN_manhattam,42.57
"[('frontal', 'spheric'), ('sagittal', 'husiq')]",KNN_manhattam,42.84
"[('frontal', 'spheric'), ('sagittal', 'zernike')]",KNN_euclidean,35.19
"[('frontal', 'spheric'), ('sagittal', 'legendre')]",KNN_manhattam,49.14
"[('frontal', 'spheric'), ('sagittal', 'chebyshev')]",KNN_manhattam,51.94
"[('frontal', 'spheric'), ('transversal', 'spheric')]",KNN_manhattam,45.83
"[('frontal', 'spheric'), ('transversal', 'hututu')]",KNN_manhattam,57.09
"[('frontal', 'spheric'), ('transversal', 'hu1980')]",KNN_manhattam,43.68
"[('frontal', 'spheric'), ('transversal', 'husiq')]",KNN_manhattam,46.87
"[('frontal', 'spheric'), ('transversal', 'zernike')]",KNN_manhattam,37.84
"[('frontal', 'spheric'), ('transversal', 'legendre')]",KNN_manhattam,54.32
"[('frontal', 'spheric'), ('transversal', 'chebyshev')]",KNN_manhattam,54.05
"[('frontal', 'spheric'), ('whole', 'spheric')]",KNN_manhattam,43.68
"[('frontal', 'spheric'), ('whole', 'hututu')]",KNN_manhattam,47.02
"[('frontal', 'spheric'), ('whole', 'hu1980')]",KNN_manhattam,41.18
"[('frontal', 'spheric'), ('whole', 'husiq')]",KNN_manhattam,42.11
"[('frontal', 'spheric'), ('whole', 'zernike')]",KNN_manhattam,46.06
"[('frontal', 'spheric'), ('whole', 'legendre')]",KNN_manhattam,45.22
"[('frontal', 'spheric'), ('whole', 'chebyshev')]",KNN_manhattam,48.44
"[('frontal', 'spheric'), ('upper', 'spheric')]",KNN_manhattam,44.56
"[('frontal', 'spheric'), ('upper', 'hututu')]",KNN_manhattam,50.6
"[('frontal', 'spheric'), ('upper', 'hu1980')]",KNN_manhattam,41.61
