setting,classifier,rate
"[('frontal', 'spheric'), ('frontal', 'hututu')]",KNN_manhattam,39.38
"[('frontal', 'spheric'), ('frontal', 'hu1980')]",KNN_manhattam,38.11
"[('frontal', 'spheric'), ('frontal', 'husiq')]",KNN_manhattam,39.19
"[('frontal', 'spheric'), ('frontal', 'zernike')]",KNN_manhattam,34.11
"[('frontal', 'spheric'), ('frontal', 'legendre')]",KNN_manhattam,42.26
"[('frontal', 'spheric'), ('frontal', 'chebyshev')]",KNN_manhattam,44.18
"[('frontal', 'spheric'), ('radial', 'spheric')]",KNN_manhattam,41.34
"[('frontal', 'spheric'), ('radial', 'hututu')]",DMC_manhattam,41.3
"[('frontal', 'spheric'), ('radial', 'hu1980')]",KNN_manhattam,38.15
"[('frontal', 'spheric'), ('radial', 'husiq')]",KNN_manhattam,40.07
"[('frontal', 'spheric'), ('radial', 'zernike')]",KNN_manhattam,40.3
"[('frontal', 'spheric'), ('radial', 'legendre')]",KNN_manhattam,41.22
"[('frontal', 'spheric'), ('radial', 'chebyshev')]",KNN_manhattam,42.22
"[('frontal', 'spheric'), ('sagittal', 'spheric')]",KNN_manhattam,43.18
"[('frontal', 'spheric'), ('sagittal', 'hututu')]",KNN_manhattam,44.79
"[('frontal', 'spheric'), ('sagittal', 'hu1980')]",KNN_manhattam,39.15
"[('frontal', 'spheric'), ('sagittal', 'husiq')]",KNN_manhattam,40.15
"[('frontal', 'spheric'), ('sagittal', 'zernike')]",KNN_euclidean,33.46
"[('frontal', 'spheric'), ('sagittal', 'legendre')]",KNN_manhattam,45.45
"[('frontal', 'spheric'), ('sagittal', 'chebyshev')]",KNN_euclidean,47.48
"[('frontal', 'spheric'), ('transversal', 'spheric')]",KNN_manhattam,40.26
"[('frontal', 'spheric'), ('transversal', 'hututu')]",KNN_manhattam,49.75
"[('frontal', 'spheric'), ('transversal', 'hu1980')]",KNN_manhattam,39.26
"[('frontal', 'spheric'), ('transversal', 'husiq')]",KNN_manhattam,42.3
"[('frontal', 'spheric'), ('transversal', 'zernike')]",KNN_manhattam,35.46
"[('frontal', 'spheric'), ('transversal', 'legendre')]",KNN_manhattam,46.41
"[('frontal', 'spheric'), ('transversal', 'chebyshev')]",KNN_manhattam,48.56
"[('frontal', 'spheric'), ('whole', 'spheric')]",KNN_manhattam,39.26
"[('frontal', 'spheric'), ('whole', 'hututu')]",KNN_manhattam,42.84
"[('frontal', 'spheric'), ('whole', 'hu1980')]",KNN_manhattam,37.65
"[('frontal', 'spheric'), ('whole', 'husiq')]",KNN_manhattam,38.88
"[('frontal', 'spheric'), ('whole', 'zernike')]",KNN_manhattam,43.37
"[('frontal', 'spheric'), ('whole', 'legendre')]",KNN_manhattam,40.84
"[('frontal', 'spheric'), ('whole', 'chebyshev')]",KNN_manhattam,43.53
"[('frontal', 'spheric'), ('upper', 'spheric')]",KNN_manhattam,40.07
"[('frontal', 'spheric'), ('upper', 'hututu')]",KNN_manhattam,47.33
"[('frontal', 'spheric'), ('upper', 'hu1980')]",KNN_manhattam,38.42
"[('frontal', 'spheric'), ('upper', 'husiq')]",KNN_manhattam,39.99
"[('frontal', 'spheric'), ('upper', 'zernike')]",KNN_manhattam,42.91
"[('frontal', 'spheric'), ('upper', 'legendre')]",KNN_manhattam,41.84
"[('frontal', 'spheric'), ('upper', 'chebyshev')]",KNN_manhattam,44.6
"[('frontal', 'spheric'), ('lower', 'spheric')]",KNN_manhattam,38.76
"[('frontal', 'spheric'), ('lower', 'hututu')]",KNN_manhattam,40.26
"[('frontal', 'spheric'), ('lower', 'hu1980')]",KNN_manhattam,38.07
"[('frontal', 'spheric'), ('lower', 'husiq')]",KNN_manhattam,39.57
"[('frontal', 'spheric'), ('lower', 'zernike')]",KNN_manhattam,41.18
"[('frontal', 'spheric'), ('lower', 'legendre')]",KNN_manhattam,39.88
"[('frontal', 'spheric'), ('lower', 'chebyshev')]",KNN_manhattam,40.49
"[('frontal', 'hututu'), ('frontal', 'hu1980')]",KNN_manhattam,31.31
"[('frontal', 'hututu'), ('frontal', 'husiq')]",KNN_manhattam,30.66
"[('frontal', 'hututu'), ('frontal', 'zernike')]",KNN_manhattam,30.46
"[('frontal', 'hututu'), ('frontal', 'legendre')]",KNN_manhattam,43.3
"[('frontal', 'hututu'), ('frontal', 'chebyshev')]",KNN_manhattam,44.45
"[('frontal', 'hututu'), ('radial', 'spheric')]",KNN_manhattam,37.57
"[('frontal', 'hututu'), ('radial', 'hututu')]",DMC_manhattam,33.54
"[('frontal', 'hututu'), ('radial', 'hu1980')]",KNN_manhattam,30.27
"[('frontal', 'hututu'), ('radial', 'husiq')]",KNN_manhattam,32.62
"[('frontal', 'hututu'), ('radial', 'zernike')]",KNN_manhattam,35.84
"[('frontal', 'hututu'), ('radial', 'legendre')]",KNN_manhattam,37.19
"[('frontal', 'hututu'), ('radial', 'chebyshev')]",KNN_euclidean,37.65
"[('frontal', 'hututu'), ('sagittal', 'spheric')]",KNN_manhattam,39.34
"[('frontal', 'hututu'), ('sagittal', 'hututu')]",KNN_manhattam,38.19
"[('frontal', 'hututu'), ('sagittal', 'hu1980')]",KNN_manhattam,30.73
"[('frontal', 'hututu'), ('sagittal', 'husiq')]",KNN_manhattam,33.04
"[('frontal', 'hututu'), ('sagittal', 'zernike')]",KNN_euclidean,30.85
"[('frontal', 'hututu'), ('sagittal', 'legendre')]",KNN_manhattam,42.8
"[('frontal', 'hututu'), ('sagittal', 'chebyshev')]",KNN_euclidean,45.26
"[('frontal', 'hututu'), ('transversal', 'spheric')]",KNN_manhattam,39.22
"[('frontal', 'hututu'), ('transversal', 'hututu')]",KNN_manhattam,44.56
"[('frontal', 'hututu'), ('transversal', 'hu1980')]",KNN_manhattam,34.08
"[('frontal', 'hututu'), ('transversal', 'husiq')]",KNN_manhattam,38.88
