1.567894e+07,9.599112e+10,2.995982e+14,6.044294e+14,9.953615e+06,3.032403e+13,1.812416e+16,1.894731e+15,1.019072e+07,4.559065e+13,1.014465e+16,7.486560e+14,1.347917e+08,3.101915e+14,2.913760e+16,1.047591e+15,6.166903e+07,3.164435e+15,1.056555e+17,1.127291e+16,7.882618e+07,5.748015e+15,1.436264e+17,1.610676e+16,0,100
1.386605e+07,6.379693e+11,2.597304e+15,4.180063e+14,1.007788e+07,8.978616e+12,2.727123e+16,5.074569e+15,1.087303e+07,2.402348e+13,2.508021e+15,1.176487e+15,1.266255e+08,2.499563e+15,8.698212e+16,7.469602e+14,4.589973e+07,1.000553e+15,2.614267e+17,2.418464e+16,9.505867e+07,7.564615e+15,1.076946e+18,1.195668e+17,0,35
2.315025e+07,2.655382e+10,1.622712e+16,1.529420e+15,1.604214e+07,5.293235e+13,7.291119e+16,1.286195e+16,1.587997e+07,8.039978e+13,2.374367e+15,1.383555e+15,1.198709e+08,2.035949e+15,1.314122e+16,2.510133e+17,4.633649e+07,8.550035e+14,5.225880e+17,2.520487e+16,9.077839e+07,7.092920e+15,9.505581e+17,1.323128e+17,0,36
1.469090e+07,6.104122e+11,8.075167e+14,2.840459e+15,1.022140e+07,1.360634e+13,3.075127e+16,2.800298e+15,1.100269e+07,2.333799e+13,8.616215e+15,8.675198e+14,7.301949e+07,6.964072e+14,3.434744e+17,1.030710e+17,2.581432e+07,4.487659e+14,7.094340e+16,7.887008e+15,5.200361e+07,2.321715e+15,3.272658e+17,1.598686e+17,0,94
1.568472e+07,2.249985e+11,3.249655e+14,1.877204e+15,1.010242e+07,2.611079e+13,2.633560e+16,2.919702e+15,1.057582e+07,3.294197e+13,1.071973e+16,7.657701e+14,1.150329e+08,3.917200e+14,5.004257e+15,1.219627e+17,5.086717e+07,1.986527e+15,2.488261e+16,2.081206e+15,7.056792e+07,4.458055e+15,1.618455e+17,6.159483e+16,0,25
1.199634e+07,1.104959e+11,8.071145e+14,4.657474e+14,8.608125e+06,1.022105e+13,2.052791e+16,2.761123e+15,8.799389e+06,1.750321e+13,3.052491e+15,3.388123e+14,9.351833e+07,9.710328e+14,1.714428e+17,3.547794e+14,3.427106e+07,7.917567e+14,1.099447e+17,1.061589e+16,6.539471e+07,3.757753e+15,3.785142e+17,4.705596e+16,0,92
1.310848e+07,1.431045e+12,2.593261e+15,1.417665e+14,9.500063e+06,5.835436e+12,2.357824e+16,4.463199e+15,1.069473e+07,2.079686e+13,1.969814e+15,1.109788e+15,1.126965e+08,1.912599e+15,3.967562e+17,3.547410e+16,4.051647e+07,8.307392e+14,2.000197e+17,1.943613e+16,8.396008e+07,5.599842e+15,8.313177e+17,1.483945e+17,0,35
1.163852e+07,1.818334e+12,3.878672e+14,1.237293e+15,7.855767e+06,6.047209e+12,1.872191e+16,1.731950e+15,9.203583e+06,1.467152e+13,5.655525e+15,1.867660e+14,6.787860e+07,2.868374e+14,2.322460e+16,6.033390e+15,2.849246e+07,5.144373e+14,7.523983e+16,7.562960e+15,4.532887e+07,1.742349e+15,8.865220e+16,1.171320e+16,0,54
1.197716e+07,9.935728e+10,9.691411e+14,4.944974e+14,8.629536e+06,9.202267e+12,2.162686e+16,3.082804e+15,8.943682e+06,1.309609e+13,2.687621e+15,3.161020e+14,8.451376e+07,1.036793e+15,3.507355e+17,5.812742e+16,3.047384e+07,5.210921e+14,9.870135e+16,1.055937e+16,6.168939e+07,3.284670e+15,2.842860e+17,1.054140e+17,0,39
1.119594e+07,3.314654e+10,1.083956e+15,1.326558e+15,7.446214e+06,1.443217e+13,1.054192e+16,8.839265e+14,7.407934e+06,1.588747e+13,3.754843e+15,2.587353e+14,1.199854e+08,2.524955e+14,7.482703e+16,1.573415e+17,5.582992e+07,2.333922e+15,8.457127e+16,9.477901e+15,7.171479e+07,4.758412e+15,3.518971e+17,1.899642e+17,0,89
1.313071e+07,3.065178e+11,5.386889e+14,1.382187e+15,9.642717e+06,9.738011e+12,2.686662e+16,3.189441e+15,1.009970e+07,1.490083e+13,4.042406e+15,6.224023e+14,8.738328e+07,9.605548e+14,1.646805e+17,4.713836e+16,3.125915e+07,6.440413e+14,1.063760e+17,1.063246e+16,6.218415e+07,3.327704e+15,2.636962e+17,8.565871e+16,0,24
