2.512123e-02,-1.128535e-01,2.412784e+02,-3.507462e-01,-3.302119e+01,1.663667e+03,3.991314e+03,-9.676767e+03,2.349914e+05,-5.744733e-02,-4.118690e+00,5.622358e+02,-1.448303e+00,-7.917987e+00,8.867739e+03,-2.175990e+03,-1.074115e+04,4.859066e+05,4.089649e+03,-2.241578e+04,2.214716e+05,-8.395061e+03,-1.714542e+05,2.669680e+06,1.267036e+06,-6.595704e+06,8.445529e+07,1.467178e-02,2.695224e-02,6.293792e+01,1.479991e-01,-6.213768e+01,-1.385674e+03,3.073096e+04,1.204394e+05,1.930374e+06,-5.681772e-02,-1.142188e+01,7.638048e+02,-2.868701e+01,-3.033778e+02,9.059648e+03,-3.033270e+03,-1.192308e+05,9.821349e+06,1.870159e+04,-8.445372e+04,9.642618e+05,-1.602217e+04,-1.341316e+06,1.217299e+07,1.955319e+07,-2.946043e+07,7.306465e+08,0,100,LFAU,28
2.542063e-02,-3.934961e-01,6.339759e+02,1.000136e-02,-4.262820e+01,5.207958e+03,3.582271e+03,-3.530088e+03,4.109783e+05,-2.238424e-01,-1.791370e+00,3.336275e+03,-5.294696e+00,1.368542e+01,3.002603e+04,-2.976410e+03,1.135380e+04,6.732467e+05,3.168590e+03,-3.445779e+04,5.585345e+05,-1.175995e+04,-7.520329e+04,3.004401e+06,8.896093e+05,-5.282477e+06,1.120037e+08,1.477523e-02,7.478666e-02,2.191730e+02,1.037039e-01,-9.488689e+01,-4.613687e+03,3.522429e+04,2.160494e+05,3.823411e+06,-2.058256e-01,-1.118356e+01,2.744482e+03,-4.292257e+01,-5.950144e+02,1.617376e+04,4.102228e+04,-6.935219e+02,1.948522e+07,1.142780e+04,-8.612721e+04,1.187419e+06,-9.303269e+03,-8.357750e+05,9.302603e+06,1.778707e+07,-8.637544e+06,1.072298e+09,0,35,LFAU,28
2.341465e-02,-3.714128e-01,4.663923e+02,4.773685e-02,-5.008837e+01,1.734039e+03,4.477185e+03,-4.354191e+03,5.943665e+05,-1.117575e-01,-2.696963e+00,2.021008e+03,-2.978107e+00,-6.744050e+00,1.357403e+04,-3.487195e+03,1.539245e+03,6.230823e+05,4.208406e+03,-4.959111e+04,8.238988e+05,-1.655926e+04,-7.202343e+04,2.089269e+06,1.528209e+06,-9.587488e+06,2.067202e+08,1.484854e-02,1.958865e-01,2.775689e+02,7.277389e-01,-9.674171e+01,-8.969711e+03,3.595264e+04,1.445088e+05,2.920807e+06,-1.899715e-01,-4.779422e+00,1.960530e+03,-2.381237e+01,-3.901482e+02,-1.387387e+04,1.638957e+04,-5.866157e+04,9.382369e+06,1.158948e+04,-1.064154e+05,1.435693e+06,6.301621e+04,-9.986767e+05,6.560009e+06,1.853574e+07,-3.804611e+07,1.004993e+09,0,36,UFAU,43
2.518969e-02,-1.210572e-01,6.946522e+02,-5.982416e-01,-3.247438e+01,3.090559e+03,4.044366e+03,-5.791774e+03,3.153090e+05,-2.075842e-01,-9.006254e-02,2.479772e+03,-2.308182e-02,-1.737622e+01,1.412969e+04,-8.759207e+02,3.554725e+03,6.178082e+05,3.448211e+03,-3.553562e+04,5.224533e+05,-1.308534e+04,-3.048121e+04,2.522916e+06,1.062450e+06,-7.171262e+06,1.164433e+08,1.532929e-02,7.746463e-03,8.603500e+01,3.436105e-01,-5.043331e+01,-1.092424e+03,3.303312e+04,1.818798e+05,2.209217e+06,-8.527113e-02,-1.177366e+01,9.061958e+02,-2.381757e+01,-2.230764e+02,1.156581e+04,4.027695e+03,-3.587327e+05,3.017922e+06,1.020663e+04,-6.560652e+04,6.909939e+05,8.220239e+02,-3.864479e+05,5.717078e+06,1.378703e+07,-4.329168e+06,5.740474e+08,0,94,LFAU,12LW
2.543182e-02,-1.724242e-01,3.602269e+02,-3.396994e-01,-2.247022e+01,3.585546e+03,4.506596e+03,-1.771066e+04,3.131924e+05,-8.369599e-02,-4.089345e+00,1.130566e+03,-2.242898e+00,-5.005941e+00,1.161514e+04,-8.889700e+01,-6.398034e+03,4.599301e+05,3.470339e+03,-2.555282e+04,2.837703e+05,-5.235187e+03,-5.121373e+04,1.824392e+06,1.013674e+06,-8.090751e+06,1.073686e+08,1.557183e-02,7.227414e-02,6.333435e+01,1.411116e-01,-6.235865e+01,-1.634320e+03,2.847134e+04,1.038859e+05,1.748092e+06,-1.400388e-01,-1.820876e+01,4.393095e+02,-1.166512e+01,-2.376065e+02,8.521959e+03,1.224599e+04,-3.147357e+05,6.023193e+06,1.783010e+04,-4.225954e+04,5.454153e+05,2.673762e+04,-6.962399e+05,5.672096e+06,1.473182e+07,-2.783126e+07,5.561121e+08,0,25,E,HAPPY
2.596076e-02,-2.956492e-01,5.081358e+02,-2.781158e-01,-3.404493e+01,2.866866e+03,3.123129e+03,-4.509860e+03,2.783354e+05,1.126778e-02,-6.919461e+00,1.995963e+03,-2.893122e+00,-2.097110e+01,1.739232e+04,6.879248e+02,-1.954561e+04,6.778189e+05,2.996817e+03,-3.332677e+04,4.943098e+05,-9.091324e+03,-3.815216e+04,2.016346e+06,7.788562e+05,-5.236664e+06,9.007144e+07,1.488775e-02,3.260297e-02,6.145836e+01,-3.145664e-01,-4.808606e+01,-1.315593e+03,3.201864e+04,1.751192e+05,1.919009e+06,-7.735302e-02,-1.248339e+01,4.640472e+02,-3.439678e+00,-5.290834e+01,9.391488e+03,-2.602715e+03,-6.175607e+05,-9.195901e+05,1.121421e+04,-7.114511e+04,7.351098e+05,-3.962626e+03,-3.958631e+05,3.694638e+06,1.552716e+07,-1.624027e+06,5.321567e+08,0,92,LFAU,16
2.537248e-02,-4.301813e-01,6.178982e+02,1.363791e-01,-4.021033e+01,5.231024e+03,3.346320e+03,-3.641543e+03,4.081918e+05,-4.037226e-02,-2.958537e+00,2.542078e+03,-5.364553e+00,-1.691316e+01,2.842698e+04,-4.815338e+03,9.043221e+03,6.894459e+05,2.817334e+03,-3.423161e+04,5.825664e+05,-7.497339e+03,-7.788396e+04,2.893152e+06,7.871407e+05,-5.476162e+06,1.191647e+08,1.459350e-02,9.064396e-02,1.813614e+02,1.753741e-01,-5.215101e+01,-4.379820e+03,3.521851e+04,2.088789e+05,3.624099e+06,-1.895440e-01,-1.102065e+01,1.838009e+03,-4.114948e+01,-5.143060e+02,1.459837e+04,1.818522e+04,-4.340388e+05,1.061226e+07,9.576103e+03,-6.856875e+04,9.406177e+05,1.169976e+04,-6.545925e+05,7.112132e+06,1.659302e+07,1.058638e+07,9.562564e+08,0,35,LFAU,26
2.600611e-02,-8.014819e-02,5.529288e+02,-5.608689e-01,-1.232554e+01,4.436185e+03,3.547684e+03,-5.910250e+03,2.149013e+05,-1.842364e-02,-4.900099e+00,2.325760e+03,-4.288851e+00,4.734639e+01,1.718209e+04,1.218664e+03,-2.267222e+04,5.756747e+05,2.583259e+03,-2.715230e+04,3.748015e+05,-1.054739e+04,1.629862e+04,1.200621e+06,8.043198e+05,-5.551120e+06,7.645585e+07,1.525088e-02,1.568308e-01,1.815239e+02,4.398938e-02,-1.192958e+02,-4.855838e+03,2.770906e+04,1.124346e+05,3.945779e+06,-1.933739e-01,-1.322778e+01,8.367268e+02,-1.566398e+01,-1.580461e+02,6.347343e+03,2.379789e+04,1.034580e+05,8.625076e+06,1.114338e+04,-4.870100e+04,5.086164e+05,-1.007711e+04,-6.998543e+05,5.546465e+06,9.628109e+06,-1.343763e+07,8.504739e+08,0,54,LFAU,28
2.591721e-02,-3.017622e-01,6.133198e+02,-2.132469e-01,-3.243339e+01,3.953094e+03,3.019078e+03,-4.591702e+03,3.034686e+05,-1.684231e-01,-9.888096e-01,1.999935e+03,-4.634904e-01,-1.192642e+01,1.599291e+04,-1.701967e+03,5.788258e+03,5.487063e+05,2.990445e+03,-3.359821e+04,5.250599e+05,-1.235282e+04,-1.700615e+04,2.023285e+06,7.956710e+05,-5.102879e+06,8.975275e+07,1.542151e-02,3.157892e-02,1.166729e+02,2.299390e-01,-7.039134e+01,-1.799938e+03,3.166524e+04,1.436275e+05,1.949012e+06,-9.391498e-02,-1.044591e+01,1.336894e+03,-4.215914e+01,-5.110247e+02,8.416342e+03,1.574376e+04,-4.787022e+05,6.419020e+06,1.081946e+04,-6.932159e+04,8.256509e+05,-7.443929e+03,-5.578418e+05,5.530000e+06,1.588914e+07,-2.344903e+06,6.780520e+08,0,39,LFAU,23
2.553313e-02,-3.952320e-02,2.809250e+02,-4.246434e-01,-1.899499e+01,1.571601e+03,2.484816e+03,-7.492065e+03,1.502811e+05,-1.315065e-01,-6.167100e+00,8.067607e+02,1.642354e+00,2.026404e+01,1.132165e+04,-3.089587e+03,-3.733130e+04,4.662258e+05,3.527381e+03,-1.815114e+04,1.742761e+05,-1.577308e+04,-4.678248e+04,1.319799e+06,9.615942e+05,-4.371767e+06,4.804878e+07,1.448854e-02,2.063335e-01,1.950307e+02,-3.346714e-01,-1.160761e+02,-7.976676e+03,2.935826e+04,1.515879e+05,4.599517e+06,-1.523648e-01,-1.885423e+01,1.333417e+03,-1.581010e+01,-1.973675e+02,-2.269705e+03,3.066747e+04,1.101440e+05,1.452350e+07,1.659635e+04,-7.607408e+04,9.380561e+05,-1.222545e+04,-1.268146e+06,1.096150e+07,1.615197e+07,-2.699606e+07,1.180273e+09,0,89,E,DISGUST
