7.606594e+02,2.504610e+01,3.151516e-04,1.191429e-03,-5.207807e-07,-3.362662e-03,-8.135363e-07,4.593994e+02,9.203714e+04,1.458253e-02,1.509006e-03,-6.999967e-06,-4.555982e-01,-6.288231e-06,4.580015e+02,1.184138e+05,8.829006e-03,5.818860e-04,-1.246233e-06,-1.967430e-01,-7.751284e-08,2.693666e+03,1.339362e+05,1.222435e-05,1.814742e-04,7.744767e-09,6.049093e-02,4.086794e-09,1.223729e+03,1.259893e+06,7.226606e-03,7.520767e-04,-1.736276e-06,-8.425443e-01,-1.508547e-06,1.573012e+03,2.264420e+06,7.083535e-03,7.681427e-04,-1.773848e-06,-1.151832e+00,-1.049185e-06,0,100,LFAU,28
6.850436e+02,1.532581e+03,2.938349e-03,5.986945e-04,6.138784e-07,-1.353434e-02,6.147210e-07,4.730933e+02,3.195368e+04,2.840801e-02,4.414202e-03,-4.942973e-05,-7.832739e-01,-3.601741e-05,5.063517e+02,8.271720e+04,2.970022e-03,7.052375e-04,1.018796e-06,1.126254e-01,-2.181443e-07,2.577946e+03,6.842550e+05,1.686374e-03,1.870739e-04,-6.147815e-08,1.541483e-01,-1.100391e-07,9.934159e+02,6.055055e+05,1.150384e-02,1.065608e-03,-3.676593e-06,-8.075484e-01,-2.213319e-06,1.802447e+03,2.734311e+06,2.600618e-02,2.897063e-03,-2.253885e-05,-4.384348e+00,-1.715229e-05,0,35,LFAU,28
8.309042e+02,3.045351e+02,3.944243e-03,2.777014e-04,8.771400e-08,-1.717583e-03,7.278532e-08,5.488899e+02,7.249706e+04,2.807561e-02,4.009858e-03,-4.248777e-05,-1.079665e+00,-3.714524e-05,5.619173e+02,1.315021e+05,6.689364e-04,3.637868e-04,1.245482e-07,4.534904e-02,2.231712e-08,2.624215e+03,6.899931e+05,2.462919e-03,7.686349e-03,-2.974984e-05,6.377023e+00,-4.576497e-05,1.012454e+03,6.195624e+05,2.281371e-02,1.843528e-03,-1.098679e-05,-1.356015e+00,-7.806297e-06,1.837566e+03,2.827634e+06,3.316913e-02,4.130447e-03,-2.390663e-05,-4.404595e+00,1.017855e-06,0,36,UFAU,43
7.247598e+02,7.461314e+02,9.048869e-04,2.916625e-03,-4.118114e-06,6.893033e-02,-2.245794e-06,4.891350e+02,4.339474e+04,3.061556e-02,2.805627e-03,-2.574893e-05,-5.693623e-01,-1.940908e-05,5.164494e+02,7.685024e+04,8.801916e-03,5.715523e-04,2.232570e-07,-5.801592e-02,-1.495856e-07,2.420702e+03,6.151264e+05,2.257621e-04,1.206951e-03,-5.904415e-07,9.208536e-01,-6.295518e-07,8.896780e+02,5.709945e+05,1.246457e-02,1.342697e-03,-5.479988e-06,-1.014132e+00,-4.531504e-06,1.668180e+03,2.412278e+06,3.232123e-02,3.742194e-03,-3.307921e-05,-5.368062e+00,-2.116732e-05,0,94,LFAU,12LW
7.436921e+02,4.226857e+03,1.236783e-04,9.152196e-04,-3.078720e-07,5.375099e-02,-1.294949e-07,4.362605e+02,5.929614e+04,1.625524e-02,1.774815e-03,-9.429981e-06,-4.312927e-01,-8.027161e-06,5.006904e+02,1.044001e+05,1.279908e-02,8.916678e-04,-2.831610e-06,-2.866866e-01,-4.724636e-07,2.482702e+03,1.218320e+05,1.706326e-03,5.914374e-04,-5.766176e-07,1.986512e-01,-6.319035e-07,1.119669e+03,1.042267e+06,3.221535e-03,3.043291e-04,-2.474675e-07,-2.765066e-01,-1.448648e-07,1.466269e+03,1.948266e+06,5.377660e-03,5.989361e-04,-1.066830e-06,-8.349026e-01,-5.924899e-07,0,25,E,HAPPY
6.458299e+02,1.723232e+02,1.250715e-03,9.976846e-04,-1.102906e-06,8.640347e-03,-1.055400e-06,4.463720e+02,3.756645e+04,3.488600e-02,4.551592e-03,-5.010574e-05,-8.094122e-01,-4.596488e-05,4.543786e+02,6.488976e+04,4.859823e-03,4.145711e-04,-4.999242e-07,-9.440719e-02,6.347965e-08,2.482188e+03,4.977074e+05,1.009170e-03,5.055817e-04,2.226379e-07,2.627440e-01,1.302764e-07,9.475137e+02,6.942138e+05,9.976841e-03,1.048325e-03,-3.374782e-06,-8.726881e-01,-2.918915e-06,1.652956e+03,2.417351e+06,2.436292e-02,3.663266e-03,-2.435514e-06,-2.148923e+00,-1.302474e-06,0,92,LFAU,16
6.648910e+02,1.996028e+03,2.526592e-03,8.871419e-05,2.729860e-08,-3.814553e-03,4.815086e-08,4.620069e+02,2.654500e+04,2.921653e-02,4.864845e-03,-5.517128e-05,-7.784813e-01,-4.946826e-05,5.022865e+02,7.467799e+04,1.822565e-03,1.009441e-03,1.137987e-06,2.232210e-01,-4.709086e-07,2.527657e+03,8.513415e+05,8.977730e-04,5.833595e-04,-4.209565e-07,5.071017e-01,-4.241394e-07,9.081700e+02,5.111731e+05,7.783510e-03,6.887863e-04,-1.502004e-06,-4.680272e-01,-8.753502e-07,1.816437e+03,2.703135e+06,2.338212e-02,2.690026e-03,-2.129119e-05,-4.419285e+00,-1.471827e-05,0,35,LFAU,26
6.454400e+02,4.605111e+03,6.500780e-04,3.275024e-03,-4.574092e-06,2.150489e-01,-2.955564e-06,4.173035e+02,2.670589e+04,3.080273e-02,2.762452e-03,-2.127419e-05,-4.162665e-01,-1.884659e-05,4.833873e+02,5.455435e+04,1.317848e-02,4.499697e-04,-2.780186e-08,-6.388436e-03,-3.369155e-07,2.251321e+03,3.667080e+05,2.504083e-03,5.480659e-05,1.621460e-08,-2.232895e-02,-6.908506e-10,9.220765e+02,5.338148e+05,7.723114e-03,5.952573e-04,-7.627396e-07,-3.251304e-01,-2.701477e-07,1.524302e+03,2.096135e+06,1.135124e-02,1.490555e-03,-3.923925e-06,-1.624273e+00,-2.842430e-06,0,54,LFAU,28
6.403196e+02,4.336065e+01,3.095102e-03,1.222223e-03,-1.250581e-06,4.776269e-03,-9.643113e-07,4.580368e+02,3.092605e+04,3.360382e-02,4.373759e-03,-5.298135e-05,-7.640347e-01,-4.292001e-05,4.644935e+02,5.489916e+04,4.903415e-03,4.184859e-04,-1.635027e-08,-4.432260e-02,8.486159e-08,2.420817e+03,5.482010e+05,2.429370e-04,3.407306e-04,-3.220513e-08,2.522716e-01,-9.014178e-08,9.285605e+02,5.981832e+05,9.928727e-03,9.853543e-04,-3.041836e-06,-7.612744e-01,-2.374408e-06,1.649728e+03,2.363054e+06,1.741051e-02,1.954220e-03,-1.110126e-05,-2.993735e+00,-7.151829e-06,0,39,LFAU,23
6.571837e+02,3.188165e+03,7.945205e-03,3.630155e-03,-1.443561e-05,-1.765385e-01,-1.776339e-05,4.388180e+02,7.638924e+04,1.823160e-02,1.571411e-03,-8.378215e-06,-4.333571e-01,-6.858539e-06,3.827842e+02,5.740574e+04,9.093709e-03,4.686912e-04,-7.950579e-07,-1.013819e-01,-3.212742e-08,2.585277e+03,1.639289e+05,1.665021e-03,4.221839e-04,9.030761e-08,1.582579e-01,4.634531e-07,1.183020e+03,1.014489e+06,9.058515e-03,6.207784e-04,-1.322125e-06,-5.825672e-01,-8.134853e-07,1.582791e+03,2.276465e+06,1.114092e-02,2.973590e-03,1.277355e-05,1.156341e+00,7.266982e-06,0,89,E,DISGUST
