setting,classifier,rate
"[('frontal', 'husiq'), ('frontal', 'hututu')]",DMC_manhattam,84.54
"[('frontal', 'husiq'), ('frontal', 'hu1980')]",DMC_manhattam,85.57
"[('frontal', 'husiq'), ('frontal', 'legendre')]",DMC_manhattam,94.33
"[('frontal', 'husiq'), ('frontal', 'chebyshev')]",DMC_manhattam,94.33
"[('frontal', 'husiq'), ('frontal', 'zernike')]",DMC_manhattam,91.75
"[('frontal', 'husiq'), ('radial', 'husiq')]",DMC_manhattam,91.24
"[('frontal', 'husiq'), ('radial', 'hututu')]",DMC_manhattam,89.18
"[('frontal', 'husiq'), ('radial', 'hu1980')]",DMC_manhattam,89.18
"[('frontal', 'husiq'), ('radial', 'legendre')]",DMC_manhattam,93.3
"[('frontal', 'husiq'), ('radial', 'chebyshev')]",DMC_manhattam,93.3
"[('frontal', 'husiq'), ('radial', 'zernike')]",DMC_manhattam,87.63
"[('frontal', 'husiq'), ('sagittal', 'husiq')]",DMC_manhattam,85.57
"[('frontal', 'husiq'), ('sagittal', 'hututu')]",KNN_euclidean,83.51
"[('frontal', 'husiq'), ('sagittal', 'hu1980')]",DMC_manhattam,87.63
"[('frontal', 'husiq'), ('sagittal', 'legendre')]",DMC_manhattam,91.75
"[('frontal', 'husiq'), ('sagittal', 'chebyshev')]",DMC_manhattam,89.18
"[('frontal', 'husiq'), ('sagittal', 'zernike')]",MLP,87.11
"[('frontal', 'husiq'), ('transversal', 'husiq')]",DMC_manhattam,94.33
"[('frontal', 'husiq'), ('transversal', 'hututu')]",DMC_manhattam,87.11
"[('frontal', 'husiq'), ('transversal', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'husiq'), ('transversal', 'legendre')]",DMC_manhattam,90.72
"[('frontal', 'husiq'), ('transversal', 'chebyshev')]",DMC_manhattam,89.18
"[('frontal', 'husiq'), ('transversal', 'zernike')]",MLP,81.44
"[('frontal', 'husiq'), ('whole', 'husiq')]",DMC_manhattam,90.21
"[('frontal', 'husiq'), ('whole', 'hututu')]",DMC_manhattam,85.05
"[('frontal', 'husiq'), ('whole', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'husiq'), ('whole', 'legendre')]",DMC_manhattam,90.21
"[('frontal', 'husiq'), ('whole', 'chebyshev')]",DMC_manhattam,90.21
"[('frontal', 'husiq'), ('whole', 'zernike')]",DMC_manhattam,92.27
"[('frontal', 'husiq'), ('upper', 'husiq')]",DMC_manhattam,86.08
"[('frontal', 'husiq'), ('upper', 'hututu')]",DMC_manhattam,88.14
"[('frontal', 'husiq'), ('upper', 'hu1980')]",DMC_manhattam,86.6
"[('frontal', 'husiq'), ('upper', 'legendre')]",DMC_manhattam,90.72
"[('frontal', 'husiq'), ('upper', 'chebyshev')]",DMC_manhattam,88.14
"[('frontal', 'husiq'), ('upper', 'zernike')]",DMC_manhattam,88.66
"[('frontal', 'husiq'), ('lower', 'husiq')]",DMC_manhattam,87.63
"[('frontal', 'husiq'), ('lower', 'hututu')]",DMC_manhattam,90.21
"[('frontal', 'husiq'), ('lower', 'hu1980')]",DMC_manhattam,86.6
"[('frontal', 'husiq'), ('lower', 'legendre')]",DMC_manhattam,85.57
"[('frontal', 'husiq'), ('lower', 'chebyshev')]",DMC_manhattam,88.14
"[('frontal', 'husiq'), ('lower', 'zernike')]",DMC_manhattam,86.6
"[('frontal', 'hututu'), ('frontal', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('frontal', 'legendre')]",DMC_manhattam,91.24
"[('frontal', 'hututu'), ('frontal', 'chebyshev')]",DMC_manhattam,93.3
"[('frontal', 'hututu'), ('frontal', 'zernike')]",DMC_manhattam,91.75
"[('frontal', 'hututu'), ('radial', 'husiq')]",DMC_manhattam,93.3
"[('frontal', 'hututu'), ('radial', 'hututu')]",DMC_manhattam,91.75
"[('frontal', 'hututu'), ('radial', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('radial', 'legendre')]",DMC_manhattam,94.33
"[('frontal', 'hututu'), ('radial', 'chebyshev')]",DMC_manhattam,92.27
"[('frontal', 'hututu'), ('radial', 'zernike')]",DMC_manhattam,89.18
"[('frontal', 'hututu'), ('sagittal', 'husiq')]",DMC_manhattam,86.08
"[('frontal', 'hututu'), ('sagittal', 'hututu')]",DMC_manhattam,84.54
"[('frontal', 'hututu'), ('sagittal', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('sagittal', 'legendre')]",DMC_manhattam,91.24
"[('frontal', 'hututu'), ('sagittal', 'chebyshev')]",DMC_manhattam,91.24
"[('frontal', 'hututu'), ('sagittal', 'zernike')]",MLP,91.24
"[('frontal', 'hututu'), ('transversal', 'husiq')]",DMC_manhattam,92.27
"[('frontal', 'hututu'), ('transversal', 'hututu')]",DMC_manhattam,87.63
"[('frontal', 'hututu'), ('transversal', 'hu1980')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('transversal', 'legendre')]",DMC_manhattam,91.75
"[('frontal', 'hututu'), ('transversal', 'chebyshev')]",DMC_manhattam,90.72
"[('frontal', 'hututu'), ('transversal', 'zernike')]",MLP,82.47
"[('frontal', 'hututu'), ('whole', 'husiq')]",DMC_manhattam,88.66
"[('frontal', 'hututu'), ('whole', 'hututu')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('whole', 'hu1980')]",DMC_manhattam,85.05
"[('frontal', 'hututu'), ('whole', 'legendre')]",DMC_manhattam,88.14
"[('frontal', 'hututu'), ('whole', 'chebyshev')]",DMC_manhattam,88.14
"[('frontal', 'hututu'), ('whole', 'zernike')]",MLP,91.75
"[('frontal', 'hututu'), ('upper', 'husiq')]",DMC_manhattam,85.05
"[('frontal', 'hututu'), ('upper', 'hututu')]",DMC_manhattam,87.11
"[('frontal', 'hututu'), ('upper', 'hu1980')]",DMC_manhattam,83.51
"[('frontal', 'hututu'), ('upper', 'legendre')]",DMC_manhattam,89.18
"[('frontal', 'hututu'), ('upper', 'chebyshev')]",DMC_manhattam,86.6
"[('frontal', 'hututu'), ('upper', 'zernike')]",DMC_manhattam,91.75
"[('frontal', 'hututu'), ('lower', 'husiq')]",DMC_manhattam,85.57
"[('frontal', 'hututu'), ('lower', 'hututu')]",DMC_manhattam,85.57
"[('frontal', 'hututu'), ('lower', 'hu1980')]",DMC_manhattam,84.54
"[('frontal', 'hututu'), ('lower', 'legendre')]",DMC_manhattam,85.05
"[('frontal', 'hututu'), ('lower', 'chebyshev')]",DMC_manhattam,86.6
"[('frontal', 'hututu'), ('lower', 'zernike')]",DMC_manhattam,88.66
"[('frontal', 'hu1980'), ('frontal', 'legendre')]",DMC_manhattam,92.78
"[('frontal', 'hu1980'), ('frontal', 'chebyshev')]",DMC_manhattam,90.72
"[('frontal', 'hu1980'), ('frontal', 'zernike')]",DMC_manhattam,88.66
"[('frontal', 'hu1980'), ('radial', 'husiq')]",DMC_manhattam,79.9
"[('frontal', 'hu1980'), ('radial', 'hututu')]",DMC_manhattam,78.87
"[('frontal', 'hu1980'), ('radial', 'hu1980')]",DMC_manhattam,73.71
"[('frontal', 'hu1980'), ('radial', 'legendre')]",DMC_manhattam,91.24
"[('frontal', 'hu1980'), ('radial', 'chebyshev')]",DMC_manhattam,88.14
"[('frontal', 'hu1980'), ('radial', 'zernike')]",DMC_manhattam,84.02
"[('frontal', 'hu1980'), ('sagittal', 'husiq')]",KNN_euclidean,74.74
"[('frontal', 'hu1980'), ('sagittal', 'hututu')]",DMC_manhattam,71.13
"[('frontal', 'hu1980'), ('sagittal', 'hu1980')]",KNN_euclidean,69.59
"[('frontal', 'hu1980'), ('sagittal', 'legendre')]",DMC_manhattam,90.21
"[('frontal', 'hu1980'), ('sagittal', 'chebyshev')]",DMC_manhattam,83.51
"[('frontal', 'hu1980'), ('sagittal', 'zernike')]",MLP,82.47
"[('frontal', 'hu1980'), ('transversal', 'husiq')]",DMC_manhattam,88.14
"[('frontal', 'hu1980'), ('transversal', 'hututu')]",DMC_manhattam,83.51
"[('frontal', 'hu1980'), ('transversal', 'hu1980')]",KNN_euclidean,75.77
"[('frontal', 'hu1980'), ('transversal', 'legendre')]",DMC_manhattam,87.11
"[('frontal', 'hu1980'), ('transversal', 'chebyshev')]",DMC_manhattam,82.99
"[('frontal', 'hu1980'), ('transversal', 'zernike')]",MLP,78.87
"[('frontal', 'hu1980'), ('whole', 'husiq')]",KNN_euclidean,73.2
"[('frontal', 'hu1980'), ('whole', 'hututu')]",DMC_manhattam,71.13
"[('frontal', 'hu1980'), ('whole', 'hu1980')]",DMC_manhattam,63.4
"[('frontal', 'hu1980'), ('whole', 'legendre')]",DMC_manhattam,88.14
"[('frontal', 'hu1980'), ('whole', 'chebyshev')]",DMC_manhattam,83.51
"[('frontal', 'hu1980'), ('whole', 'zernike')]",KNN_euclidean,89.18
"[('frontal', 'hu1980'), ('upper', 'husiq')]",KNN_euclidean,69.59
"[('frontal', 'hu1980'), ('upper', 'hututu')]",DMC_manhattam,69.07
"[('frontal', 'hu1980'), ('upper', 'hu1980')]",DMC_manhattam,62.37
"[('frontal', 'hu1980'), ('upper', 'legendre')]",DMC_manhattam,80.93
"[('frontal', 'hu1980'), ('upper', 'chebyshev')]",DMC_manhattam,78.35
"[('frontal', 'hu1980'), ('upper', 'zernike')]",DMC_manhattam,73.2
"[('frontal', 'hu1980'), ('lower', 'husiq')]",KNN_euclidean,65.46
"[('frontal', 'hu1980'), ('lower', 'hututu')]",DMC_manhattam,74.23
"[('frontal', 'hu1980'), ('lower', 'hu1980')]",DMC_manhattam,59.28
"[('frontal', 'hu1980'), ('lower', 'legendre')]",DMC_manhattam,70.1
"[('frontal', 'hu1980'), ('lower', 'chebyshev')]",DMC_manhattam,73.2
"[('frontal', 'hu1980'), ('lower', 'zernike')]",KNN_euclidean,77.84
"[('frontal', 'legendre'), ('frontal', 'chebyshev')]",DMC_manhattam,91.24
"[('frontal', 'legendre'), ('frontal', 'zernike')]",DMC_manhattam,92.78
"[('frontal', 'legendre'), ('radial', 'husiq')]",DMC_manhattam,95.36
"[('frontal', 'legendre'), ('radial', 'hututu')]",DMC_manhattam,95.36
"[('frontal', 'legendre'), ('radial', 'hu1980')]",DMC_manhattam,94.85
"[('frontal', 'legendre'), ('radial', 'legendre')]",DMC_manhattam,96.39
"[('frontal', 'legendre'), ('radial', 'chebyshev')]",DMC_manhattam,94.33
"[('frontal', 'legendre'), ('radial', 'zernike')]",DMC_manhattam,92.78
"[('frontal', 'legendre'), ('sagittal', 'husiq')]",DMC_manhattam,94.33
"[('frontal', 'legendre'), ('sagittal', 'hututu')]",DMC_manhattam,90.21
"[('frontal', 'legendre'), ('sagittal', 'hu1980')]",DMC_manhattam,92.27
"[('frontal', 'legendre'), ('sagittal', 'legendre')]",DMC_manhattam,95.36
