9.454820e+02,2.322345e+05,7.124204e+06,2.293645e+03,4.579002e+05,6.401379e+06,0,100,LFAU,28
1.095428e+03,3.156309e+05,1.877336e+07,2.353945e+03,2.599397e+05,2.599485e+06,0,35,LFAU,28
1.124955e+03,3.454927e+05,2.299649e+07,2.442453e+03,3.184651e+05,6.458402e+06,0,36,UFAU,43
9.922212e+02,2.608404e+05,1.264081e+07,2.224915e+03,4.055225e+05,1.000491e+07,0,94,LFAU,12LW
7.895955e+02,1.684806e+05,5.636313e+06,1.875030e+03,3.889669e+05,9.369550e+06,0,25,E,HAPPY
1.041453e+03,2.832096e+05,1.284166e+07,2.205704e+03,3.445888e+05,5.688557e+06,0,92,LFAU,16
8.811275e+02,2.201487e+05,1.153687e+07,1.998354e+03,4.989589e+05,1.659120e+07,0,35,LFAU,26
8.727796e+02,2.061009e+05,7.533701e+06,1.949140e+03,3.631226e+05,7.616403e+06,0,54,LFAU,28
1.154154e+03,3.093632e+05,1.388208e+07,2.766724e+03,3.893159e+05,7.976158e+06,0,39,LFAU,23
1.079313e+03,2.958405e+05,1.214554e+07,2.332678e+03,4.111860e+05,4.170841e+06,0,89,E,DISGUST
9.683412e+02,2.523488e+05,1.134865e+07,2.185857e+03,3.792609e+05,4.263989e+06,0,24,E,DISGUST
1.039044e+03,2.764699e+05,1.099520e+07,2.324393e+03,3.953930e+05,6.450946e+06,0,16,E,DISGUST
1.002184e+03,2.649859e+05,1.173639e+07,2.161528e+03,3.282980e+05,5.804202e+06,0,93,UFAU,1
9.443061e+02,2.411657e+05,8.844024e+06,1.844284e+03,3.433446e+05,4.321672e+06,0,29,LFAU,28
8.371989e+02,1.880302e+05,5.342718e+06,1.721757e+03,4.187486e+05,1.403690e+07,0,91,LFAU,16
1.028320e+03,2.960030e+05,1.862242e+07,2.127654e+03,3.056230e+05,3.204102e+06,0,19,E,HAPPY
1.004357e+03,2.611234e+05,1.273538e+07,2.214586e+03,3.326941e+05,7.311377e+06,0,50,LFAU,28
1.046386e+03,2.808980e+05,9.611028e+06,2.304844e+03,4.346402e+05,7.291716e+06,0,96,E,DISGUST
8.955617e+02,2.091339e+05,9.727570e+06,1.745941e+03,2.673629e+05,6.067764e+06,0,43,E,SURPRISE
1.084442e+03,3.182629e+05,1.971997e+07,2.291379e+03,4.106224e+05,8.521060e+06,0,3,LFAU,24
1.096627e+03,2.956552e+05,1.289262e+07,2.538711e+03,4.637981e+05,8.310544e+06,0,76,UFAU,4
8.955306e+02,2.198892e+05,9.056979e+06,2.064407e+03,3.855256e+05,1.106834e+07,0,35,LFAU,12
1.106556e+03,3.183705e+05,1.605710e+07,2.355651e+03,4.645877e+05,1.052860e+07,0,34,UFAU,4
8.369524e+02,1.888416e+05,6.062407e+06,2.084645e+03,3.940817e+05,6.173416e+06,0,5,UFAU,1
8.816132e+02,2.161254e+05,9.637952e+06,1.944550e+03,3.850479e+05,1.058830e+07,0,19,E,SADNESS
1.045010e+03,2.784059e+05,1.352216e+07,2.380345e+03,4.344535e+05,7.196717e+06,0,92,LFAU,12LW
1.053531e+03,2.707909e+05,9.088921e+06,2.558567e+03,4.288419e+05,9.599334e+06,0,41,UFAU,44
9.752931e+02,2.553383e+05,1.132931e+07,2.053461e+03,2.915731e+05,4.542410e+06,0,55,UFAU,43
8.288097e+02,1.880666e+05,6.758750e+06,2.027749e+03,4.511107e+05,1.233366e+07,0,4,E,DISGUST
8.592037e+02,1.967491e+05,6.150003e+06,2.013418e+03,4.427673e+05,9.655672e+06,0,11,LFAU,14
1.072913e+03,2.844580e+05,1.351897e+07,2.453747e+03,4.038750e+05,8.792567e+06,0,24,UFAU,4
1.038863e+03,2.959883e+05,1.786926e+07,2.142845e+03,2.880127e+05,3.149216e+06,0,19,LFAU,20
9.401356e+02,2.362541e+05,9.130450e+06,2.113657e+03,4.192753e+05,1.184184e+07,0,80,LFAU,9
1.188257e+03,3.520189e+05,2.073688e+07,2.534678e+03,4.025673e+05,6.721669e+06,0,16,UFAU,1
9.975853e+02,2.600023e+05,1.166118e+07,2.236291e+03,2.652432e+05,3.792854e+06,0,43,UFAU,2
1.027972e+03,2.736009e+05,1.970144e+07,2.332349e+03,3.787204e+05,1.114794e+07,0,10,LFAU,18
1.150207e+03,3.763044e+05,3.193389e+07,2.188633e+03,2.584666e+05,4.185565e+06,0,75,CAU,A22A25
1.159605e+03,3.366517e+05,2.073237e+07,2.457760e+03,3.147778e+05,2.592739e+06,0,59,LFAU,9
8.919919e+02,2.136910e+05,1.152163e+07,2.053713e+03,3.081128e+05,4.736565e+06,0,45,CAU,A26A12lw
1.027259e+03,2.553423e+05,1.717332e+07,2.539621e+03,5.488904e+05,1.420134e+07,0,37,E,FEAR
9.309263e+02,2.339261e+05,9.935527e+06,2.076305e+03,3.183045e+05,3.262456e+06,0,43,LFAU,28
9.263320e+02,2.401784e+05,1.311908e+07,1.914121e+03,3.136050e+05,6.256328e+06,0,38,E,FEAR
1.101020e+03,3.170460e+05,1.791014e+07,2.409201e+03,4.444224e+05,1.130914e+07,0,21,LFAU,9
1.094206e+03,3.082715e+05,1.697881e+07,2.365856e+03,3.582193e+05,4.643868e+06,0,83,LFAU,12
8.865402e+02,2.264763e+05,1.373821e+07,1.863699e+03,3.561348e+05,7.930542e+06,0,93,LFAU,26
8.881641e+02,2.122537e+05,7.617969e+06,2.009991e+03,3.395551e+05,5.771155e+06,0,45,LFAU,28
1.010758e+03,2.626125e+05,9.758781e+06,2.272425e+03,3.998228e+05,6.430344e+06,0,104,UFAU,43
8.489524e+02,1.939547e+05,6.071787e+06,1.922087e+03,3.668515e+05,8.476878e+06,0,18,LFAU,28
8.267745e+02,1.812465e+05,4.376148e+06,1.959601e+03,4.647527e+05,1.242299e+07,0,25,UFAU,4
