6.796928e+06,4.393295e+13,1.453019e+15,1.199049e+15,6.093507e+05,2.104376e+11,2.393195e+12,8.158682e+11,7.215179e+06,4.387298e+13,1.868281e+15,1.537519e+15,1.076587e+07,1.118416e+14,9.537955e+13,9.532845e+13,1.087795e+06,8.525232e+11,5.693572e+13,6.576569e+13,1.165792e+07,1.176150e+14,9.077124e+15,2.236649e+15,1.150498e+07,1.281573e+14,6.121791e+14,6.157351e+14,1.445663e+06,1.588555e+12,2.343136e+14,2.525850e+14,1.275909e+07,1.412029e+14,2.236066e+16,3.108305e+15,7.829575e+06,5.872601e+13,2.338764e+15,2.156624e+15,1.404164e+06,1.481247e+12,2.452261e+14,2.674648e+14,9.045225e+06,6.693160e+13,1.658567e+16,2.183685e+15,3,72,N,N
1.021202e+07,9.963044e+13,1.219645e+16,1.007144e+16,1.613391e+06,2.067876e+12,9.250465e+14,8.755631e+14,1.157111e+07,1.134013e+14,4.999193e+16,3.485242e+16,1.445981e+07,2.037967e+14,4.075796e+13,2.018583e+13,1.574575e+06,1.923666e+12,2.048035e+14,2.230480e+14,1.584203e+07,2.264013e+14,2.008128e+16,3.802847e+15,1.135938e+07,1.254444e+14,2.580861e+13,2.389171e+13,1.379276e+06,1.492939e+12,8.518392e+13,9.313002e+13,1.256926e+07,1.359394e+14,7.466763e+15,1.855904e+15,6.906382e+06,4.535801e+13,3.006930e+15,2.718252e+15,8.651310e+05,5.781677e+11,3.527580e+11,9.391567e+10,7.556179e+06,3.785918e+13,3.816460e+15,2.631366e+15,3,93,N,N
5.702744e+06,3.055541e+13,9.623386e+14,7.930159e+14,1.230343e+06,1.167944e+12,4.426338e+13,4.813356e+13,6.737421e+06,2.793844e+13,1.592151e+15,1.837183e+15,1.012048e+07,9.926075e+13,4.418986e+13,1.098041e+13,7.963762e+05,4.006116e+11,2.799247e+13,3.272980e+13,1.074540e+07,1.035021e+14,6.510660e+15,1.053337e+15,1.080803e+07,1.133146e+14,5.107705e+14,4.501073e+14,8.343870e+05,4.405311e+11,4.140273e+13,4.706866e+13,1.146754e+07,1.214588e+14,8.804600e+15,1.050902e+15,7.643440e+06,5.578051e+13,6.349922e+14,8.468103e+13,9.669816e+05,6.456112e+11,1.477311e+14,1.489871e+14,8.433122e+06,6.204256e+13,1.265702e+16,2.960944e+15,0,26,N,N
1.227222e+07,1.447840e+14,4.157968e+15,1.256285e+15,1.179321e+06,1.031107e+12,8.567523e+11,6.686464e+10,1.321096e+07,1.374440e+14,4.779405e+15,1.224370e+15,2.497870e+07,6.131175e+14,9.158104e+14,9.059320e+14,2.126331e+06,3.667823e+12,1.731450e+13,1.962747e+13,2.687865e+07,6.697131e+14,1.461353e+16,4.037462e+15,1.710201e+07,2.851279e+14,3.448625e+14,3.982210e+13,1.376816e+06,1.389744e+12,1.884760e+13,1.302931e+13,1.826223e+07,3.127649e+14,1.223898e+15,2.257388e+14,5.502458e+06,2.769502e+13,3.369238e+15,2.446235e+15,3.799909e+05,7.001826e+10,5.883840e+12,3.660429e+12,5.604820e+06,2.916117e+13,3.499586e+15,3.166322e+15,3,96,N,N
6.287248e+06,3.828932e+13,1.631263e+14,1.860716e+13,8.717538e+05,7.110328e+11,6.426589e+12,6.701419e+12,7.057199e+06,2.965834e+13,5.097133e+14,1.195525e+14,9.485290e+06,8.806745e+13,3.886801e+14,3.778018e+14,4.239416e+05,1.148381e+11,3.785525e+12,4.857489e+12,9.800905e+06,8.619637e+13,4.660886e+15,1.273481e+15,1.287783e+07,1.633309e+14,1.479099e+15,1.440960e+15,4.985540e+05,1.632085e+11,7.741234e+12,9.518873e+12,1.327606e+07,1.610914e+14,2.066739e+16,2.859733e+15,8.581099e+06,7.162958e+13,7.437830e+15,6.641769e+15,5.480857e+05,2.285496e+11,3.965905e+13,3.825053e+13,8.995589e+06,7.013314e+13,2.524086e+16,1.298298e+16,1,55,N,N
4.466753e+06,1.906086e+13,1.327856e+15,1.226387e+15,1.261998e+06,1.283292e+12,5.916456e+13,6.987118e+13,5.594186e+06,2.748557e+13,3.320929e+15,8.332259e+14,8.246083e+06,6.616031e+13,8.903293e+12,7.356861e+12,1.788857e+06,2.804454e+12,3.654621e+14,3.779033e+14,9.918183e+06,8.379509e+13,1.521362e+16,3.649331e+15,5.782310e+06,3.226718e+13,5.694942e+13,3.755455e+13,1.320958e+06,1.480650e+12,1.332592e+14,1.420888e+14,6.994728e+06,3.996280e+13,3.883856e+15,1.443368e+15,3.965714e+06,1.472361e+13,3.001188e+14,2.635696e+14,1.119775e+06,9.899591e+11,1.646574e+13,1.926264e+13,4.923600e+06,1.249119e+13,2.170792e+15,9.717772e+14,3,90,N,N
1.971352e+07,3.812108e+14,1.605815e+16,1.279733e+16,1.073612e+06,9.515718e+11,8.466230e+11,7.311212e+10,2.058790e+07,3.516522e+14,3.010468e+16,1.103625e+16,3.920234e+07,1.520213e+15,1.280971e+15,9.412580e+14,2.062707e+06,3.509278e+12,9.367079e+13,9.742376e+13,4.105073e+07,1.603493e+15,7.783432e+16,9.290431e+15,2.287562e+07,5.139381e+14,1.390153e+15,2.679654e+14,1.191907e+06,1.079985e+12,2.331801e+13,2.125487e+13,2.386206e+07,5.330694e+14,1.204878e+16,1.436059e+15,3.309133e+06,9.315310e+12,8.263937e+14,1.858537e+14,2.553335e+05,7.823097e+09,6.622124e+11,6.666895e+10,3.306327e+06,9.824523e+12,9.488549e+13,1.037844e+14,1,5,N,N
2.833358e+06,7.752838e+12,9.146243e+13,7.660591e+13,3.256530e+05,8.655731e+10,4.034844e+10,4.002639e+10,3.105664e+06,6.896225e+12,3.358785e+14,1.077503e+14,3.471015e+06,1.165844e+13,6.000384e+12,6.854340e+11,4.732940e+05,2.089246e+11,1.265781e+13,1.261388e+13,3.884176e+06,9.120478e+12,5.196173e+14,1.183178e+14,3.561470e+06,1.239845e+13,2.087814e+12,2.817761e+11,9.026873e+04,5.767031e+09,1.787914e+10,2.648430e+10,3.608741e+06,1.207022e+13,3.324960e+14,3.911620e+13,3.370829e+06,1.094293e+13,3.230594e+14,2.234927e+14,1.735691e+05,6.899363e+09,5.783265e+11,1.048020e+12,3.446909e+06,1.054066e+13,1.344733e+15,2.978951e+14,0,27,N,N
9.772004e+06,9.070441e+13,2.466633e+15,3.963847e+14,4.482764e+05,1.226769e+11,8.309089e+12,7.324307e+12,9.968758e+06,8.968160e+13,1.564200e+16,2.364637e+15,2.243762e+07,4.932411e+14,1.076533e+15,1.020150e+15,1.132046e+06,8.511622e+11,7.103386e+13,7.953318e+13,2.334015e+07,5.029616e+14,7.520235e+16,8.996667e+15,2.116120e+07,4.383996e+14,5.436003e+14,5.130744e+14,1.095455e+06,7.975209e+11,4.489294e+13,5.491406e+13,2.203050e+07,4.499527e+14,4.619250e+16,8.430796e+15,1.472092e+07,2.097334e+14,5.029667e+15,3.502540e+15,9.498218e+05,6.556038e+11,2.785550e+12,5.286294e+12,1.542489e+07,2.041495e+14,4.836965e+15,4.159107e+15,0,28,N,N
4.757878e+06,2.136296e+13,7.768388e+14,6.787834e+14,9.834096e+05,6.627714e+11,4.844649e+12,4.991654e+11,5.548497e+06,2.003950e+13,2.932559e+15,1.104180e+15,5.179679e+06,2.541729e+13,2.539021e+13,1.979643e+13,1.212137e+06,1.145749e+12,4.577563e+12,3.110398e+12,6.242569e+06,3.330185e+13,1.298016e+12,4.378267e+13,5.197647e+06,2.554820e+13,1.566226e+13,1.151691e+13,5.752613e+05,1.997822e+11,5.743581e+12,5.897128e+12,5.626239e+06,2.709527e+13,3.554497e+14,4.316190e+13,5.388506e+06,2.753019e+13,6.345363e+12,1.646682e+12,4.947643e+05,1.118876e+11,6.513552e+12,9.449676e+12,5.721428e+06,2.823690e+13,2.529389e+15,3.908635e+14,0,67,N,N
3.943160e+06,1.403390e+13,3.311168e+15,2.724014e+15,2.196610e+05,1.459307e+09,4.115375e+11,1.104049e+10,3.931864e+06,1.416671e+13,2.485020e+15,2.661836e+15,1.628214e+07,2.606496e+14,8.496149e+14,2.153870e+14,3.093790e+05,6.369930e+10,7.410398e+10,6.683477e+10,1.645354e+07,2.552192e+14,6.779652e+15,8.094715e+14,2.316278e+07,5.304365e+14,3.693522e+14,8.420181e+13,4.877019e+05,2.107523e+11,2.263395e+12,2.366856e+12,2.351316e+07,5.164749e+14,1.274817e+16,1.464641e+15,1.457287e+07,2.078324e+14,3.556086e+16,3.362825e+16,9.075908e+05,7.266844e+11,9.612351e+11,1.484725e+12,1.531665e+07,1.902859e+14,3.993350e+16,3.235567e+16,3,91,N,N
