3.618021e+08,7.016325e+14,1.622825e+18,3.801859e+16,2.072484e+08,3.283067e+16,1.712386e+19,1.982360e+18,1.809734e+08,2.405824e+16,7.654165e+16,7.049804e+16,2.184308e+09,4.139139e+17,2.443419e+20,2.590020e+19,8.396741e+08,5.070689e+17,3.632689e+20,4.588083e+19,1.473159e+09,1.816212e+18,3.978573e+20,7.266958e+19,0,100
4.231310e+08,1.201958e+14,3.541457e+17,2.945586e+17,2.361970e+08,3.169450e+16,4.137223e+19,4.804214e+18,2.452089e+08,3.768029e+16,2.469249e+17,3.598950e+16,2.477795e+09,5.476734e+17,1.127622e+21,3.018690e+19,1.003283e+09,5.795713e+17,1.115800e+21,1.439851e+20,1.716563e+09,2.241020e+18,1.071244e+21,1.325353e+20,0,35
7.672098e+08,5.870035e+13,1.520555e+17,2.308574e+18,4.553210e+08,9.676742e+16,2.756616e+20,3.728844e+19,4.561694e+08,1.030340e+17,9.068015e+18,3.422781e+17,1.775740e+09,2.773136e+17,1.841666e+20,6.951705e+19,7.336829e+08,2.696648e+17,5.716661e+20,6.681316e+19,1.258221e+09,1.096132e+18,1.170728e+21,2.563193e+20,0,36
6.695117e+08,1.328437e+15,1.473075e+19,6.458818e+17,4.059179e+08,9.010891e+16,1.414234e+20,1.777086e+19,3.694702e+08,7.903855e+16,6.208742e+17,4.880514e+17,2.104198e+09,3.051226e+17,1.314188e+21,3.954097e+19,9.029905e+08,4.446553e+17,4.957698e+20,5.232315e+19,1.437508e+09,1.584200e+18,9.619521e+20,1.772851e+20,0,94
1.225736e+09,4.280951e+13,2.547868e+17,8.980003e+18,6.791997e+08,3.028614e+17,4.096017e+20,5.468880e+19,6.759221e+08,3.173797e+17,9.934135e+18,8.047423e+18,2.284222e+09,1.722203e+18,3.798689e+21,6.723558e+20,5.970470e+08,1.592053e+17,3.217074e+20,3.099863e+19,1.885397e+09,3.232974e+18,1.704655e+21,1.474120e+21,0,25
4.148025e+08,7.951576e+14,1.090613e+17,4.904586e+17,2.477905e+08,3.803957e+16,5.068715e+19,5.937141e+18,2.198457e+08,2.789817e+16,3.747929e+17,3.538291e+17,1.936410e+09,6.669255e+16,2.457325e+20,3.249314e+19,9.510785e+08,5.522601e+17,7.120088e+20,9.156412e+19,1.193492e+09,9.788846e+17,7.507007e+20,7.250918e+19,0,92
5.438649e+08,5.547858e+14,1.495075e+16,4.779979e+17,2.999961e+08,4.908638e+16,7.712125e+19,9.206529e+18,3.232614e+08,6.030878e+16,2.532951e+17,2.587478e+17,2.702681e+09,6.563667e+17,1.867042e+21,1.370970e+18,1.079815e+09,6.668300e+17,1.280240e+21,1.593389e+20,1.889895e+09,2.660656e+18,1.456494e+21,2.497983e+20,0,35
7.983002e+08,2.081080e+14,1.873461e+18,1.162498e+16,4.509589e+08,1.311703e+17,1.922203e+20,2.090017e+19,4.365483e+08,1.206510e+17,4.291213e+17,2.729773e+17,2.431948e+09,1.175005e+18,1.203355e+21,2.687672e+19,7.330936e+08,3.808555e+17,3.519584e+20,4.108966e+19,1.815475e+09,2.900307e+18,8.190590e+20,2.418538e+20,0,54
3.689353e+08,6.435769e+13,7.597277e+17,3.005741e+17,2.142134e+08,2.657151e+16,3.712278e+19,4.179421e+18,2.061992e+08,2.441410e+16,4.154607e+17,3.890695e+17,2.302472e+09,2.153893e+17,1.944132e+20,1.953703e+19,1.028583e+09,6.663424e+17,8.247906e+20,1.092145e+20,1.487196e+09,1.639325e+18,9.319303e+20,8.726270e+19,0,39
3.041690e+08,1.233397e+15,4.421726e+16,4.390245e+17,1.835017e+08,2.436134e+16,1.244458e+19,1.405588e+18,1.490130e+08,1.614796e+16,4.252483e+17,3.808039e+17,1.657551e+09,1.640957e+17,3.421494e+20,2.683625e+19,7.068432e+08,3.317308e+17,2.235594e+20,2.666044e+19,1.081673e+09,9.631316e+17,2.108460e+20,2.756270e+19,0,89
6.653388e+08,8.355188e+14,2.270630e+19,3.351377e+17,4.080905e+08,8.181653e+16,1.162129e+20,1.315251e+19,3.793742e+08,9.051042e+16,1.154386e+18,1.076353e+18,2.038870e+09,2.258259e+17,1.399979e+21,6.272613e+19,9.658054e+08,3.786140e+17,4.846034e+20,3.413430e+19,1.424260e+09,1.600759e+18,1.053258e+21,1.322545e+20,0,24
8.248544e+08,2.390219e+15,6.246334e+17,4.402693e+18,4.958856e+08,1.424196e+17,2.720154e+20,3.933339e+19,4.476577e+08,1.124764e+17,7.377344e+18,1.025136e+18,2.358695e+09,2.760626e+17,1.704124e+21,1.803185e+20,1.104906e+09,5.333302e+17,1.567371e+21,2.040290e+20,1.629154e+09,1.608402e+18,2.878833e+21,2.373543e+20,0,16
6.430395e+08,1.405939e+13,1.002670e+17,2.256132e+17,3.705845e+08,7.622142e+16,1.395195e+20,1.776621e+19,3.673376e+08,7.790773e+16,9.013222e+18,3.585772e+17,2.554190e+09,7.764569e+17,6.451746e+20,2.309389e+19,9.630620e+08,5.201523e+17,9.632877e+20,1.154174e+20,1.835405e+09,2.617765e+18,1.311553e+21,1.608041e+20,0,93
2.860069e+08,4.156221e+13,1.763745e+18,2.626449e+17,1.571299e+08,1.822966e+16,9.808661e+18,1.088330e+18,1.510117e+08,1.676577e+16,4.009429e+17,4.871945e+17,2.163410e+09,5.709933e+17,4.720959e+20,1.769985e+19,7.823482e+08,4.027538e+17,3.265258e+20,4.133470e+19,1.528848e+09,1.961911e+18,4.766359e+20,9.080944e+19,0,29
